id	nameid	date	obs	popsize	epidemicsStart	day	lockdown	timeSinceConf	timeSinceDeConf	rsent	initH	initIref	timelock	obs_id
REG-27	BFC	2020-05-04	23	2783039	2020-03-02	63	1	49	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-05	26	2783039	2020-03-02	64	1	50	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-06	38	2783039	2020-03-02	65	1	51	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-07	22	2783039	2020-03-02	66	1	52	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-08	12	2783039	2020-03-02	67	1	53	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-09	19	2783039	2020-03-02	68	1	54	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-10	9	2783039	2020-03-02	69	1	55	0	0.070075931	3	9	15	2
REG-27	BFC	2020-05-11	10	2783039	2020-03-02	70	0	56	1	0.070075931	3	9	15	2
REG-28	Normandie	2020-03-10	26	3303500	2020-03-10	0	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-11	17	3303500	2020-03-10	1	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-12	14	3303500	2020-03-10	2	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-13	29	3303500	2020-03-10	3	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-14	30	3303500	2020-03-10	4	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-15	16	3303500	2020-03-10	5	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-16	13	3303500	2020-03-10	6	0	0	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-17	18	3303500	2020-03-10	7	1	1	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-18	34	3303500	2020-03-10	8	1	2	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-19	33	3303500	2020-03-10	9	1	3	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-20	46	3303500	2020-03-10	10	1	4	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-21	58	3303500	2020-03-10	11	1	5	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-22	117	3303500	2020-03-10	12	1	6	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-23	49	3303500	2020-03-10	13	1	7	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-24	75	3303500	2020-03-10	14	1	8	0	0.020382084	9	9	7	1
REG-28	Normandie	2020-03-10	5	3303500	2020-03-10	0	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-11	3	3303500	2020-03-10	1	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-12	7	3303500	2020-03-10	2	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-13	6	3303500	2020-03-10	3	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-14	6	3303500	2020-03-10	4	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-15	10	3303500	2020-03-10	5	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-16	17	3303500	2020-03-10	6	0	0	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-17	18	3303500	2020-03-10	7	1	1	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-18	24	3303500	2020-03-10	8	1	2	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-19	27	3303500	2020-03-10	9	1	3	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-20	39	3303500	2020-03-10	10	1	4	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-21	26	3303500	2020-03-10	11	1	5	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-22	31	3303500	2020-03-10	12	1	6	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-23	59	3303500	2020-03-10	13	1	7	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-24	63	3303500	2020-03-10	14	1	8	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-25	72	3303500	2020-03-10	15	1	9	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-26	75	3303500	2020-03-10	16	1	10	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-27	107	3303500	2020-03-10	17	1	11	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-28	79	3303500	2020-03-10	18	1	12	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-29	51	3303500	2020-03-10	19	1	13	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-30	75	3303500	2020-03-10	20	1	14	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-03-31	77	3303500	2020-03-10	21	1	15	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-01	76	3303500	2020-03-10	22	1	16	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-02	70	3303500	2020-03-10	23	1	17	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-03	72	3303500	2020-03-10	24	1	18	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-04	56	3303500	2020-03-10	25	1	19	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-05	42	3303500	2020-03-10	26	1	20	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-06	60	3303500	2020-03-10	27	1	21	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-07	43	3303500	2020-03-10	28	1	22	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-08	40	3303500	2020-03-10	29	1	23	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-09	54	3303500	2020-03-10	30	1	24	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-10	50	3303500	2020-03-10	31	1	25	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-11	29	3303500	2020-03-10	32	1	26	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-12	20	3303500	2020-03-10	33	1	27	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-13	32	3303500	2020-03-10	34	1	28	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-14	36	3303500	2020-03-10	35	1	29	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-15	29	3303500	2020-03-10	36	1	30	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-16	37	3303500	2020-03-10	37	1	31	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-17	60	3303500	2020-03-10	38	1	32	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-18	29	3303500	2020-03-10	39	1	33	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-19	16	3303500	2020-03-10	40	1	34	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-20	20	3303500	2020-03-10	41	1	35	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-21	27	3303500	2020-03-10	42	1	36	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-22	28	3303500	2020-03-10	43	1	37	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-23	24	3303500	2020-03-10	44	1	38	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-24	16	3303500	2020-03-10	45	1	39	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-25	9	3303500	2020-03-10	46	1	40	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-26	9	3303500	2020-03-10	47	1	41	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-27	25	3303500	2020-03-10	48	1	42	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-28	14	3303500	2020-03-10	49	1	43	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-29	26	3303500	2020-03-10	50	1	44	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-04-30	15	3303500	2020-03-10	51	1	45	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-01	13	3303500	2020-03-10	52	1	46	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-02	14	3303500	2020-03-10	53	1	47	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-03	11	3303500	2020-03-10	54	1	48	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-04	13	3303500	2020-03-10	55	1	49	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-05	8	3303500	2020-03-10	56	1	50	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-06	4	3303500	2020-03-10	57	1	51	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-07	19	3303500	2020-03-10	58	1	52	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-08	16	3303500	2020-03-10	59	1	53	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-09	4	3303500	2020-03-10	60	1	54	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-10	4	3303500	2020-03-10	61	1	55	0	0.020382084	9	9	7	2
REG-28	Normandie	2020-05-11	6	3303500	2020-03-10	62	0	56	1	0.020382084	9	9	7	2
REG-32	HDF	2020-03-02	36	5962662	2020-03-02	0	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-03	14	5962662	2020-03-02	1	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-04	6	5962662	2020-03-02	2	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-05	9	5962662	2020-03-02	3	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-06	23	5962662	2020-03-02	4	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-07	76	5962662	2020-03-02	5	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-08	0	5962662	2020-03-02	6	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-09	0	5962662	2020-03-02	7	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-10	36	5962662	2020-03-02	8	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-11	54	5962662	2020-03-02	9	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-12	86	5962662	2020-03-02	10	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-13	48	5962662	2020-03-02	11	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-14	69	5962662	2020-03-02	12	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-15	41	5962662	2020-03-02	13	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-16	78	5962662	2020-03-02	14	0	0	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-17	27	5962662	2020-03-02	15	1	1	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-18	53	5962662	2020-03-02	16	1	2	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-19	35	5962662	2020-03-02	17	1	3	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-20	59	5962662	2020-03-02	18	1	4	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-21	32	5962662	2020-03-02	19	1	5	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-22	145	5962662	2020-03-02	20	1	6	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-23	333	5962662	2020-03-02	21	1	7	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-24	263	5962662	2020-03-02	22	1	8	0	0.017936282	6	11	15	1
REG-32	HDF	2020-03-02	11	5962662	2020-03-02	0	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-03	8	5962662	2020-03-02	1	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-04	16	5962662	2020-03-02	2	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-05	12	5962662	2020-03-02	3	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-06	12	5962662	2020-03-02	4	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-07	10	5962662	2020-03-02	5	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-08	7	5962662	2020-03-02	6	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-09	20	5962662	2020-03-02	7	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-10	30	5962662	2020-03-02	8	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-11	32	5962662	2020-03-02	9	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-12	25	5962662	2020-03-02	10	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-13	51	5962662	2020-03-02	11	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-14	37	5962662	2020-03-02	12	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-15	46	5962662	2020-03-02	13	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-16	123	5962662	2020-03-02	14	0	0	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-17	97	5962662	2020-03-02	15	1	1	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-18	85	5962662	2020-03-02	16	1	2	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-19	123	5962662	2020-03-02	17	1	3	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-20	162	5962662	2020-03-02	18	1	4	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-21	123	5962662	2020-03-02	19	1	5	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-22	121	5962662	2020-03-02	20	1	6	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-23	203	5962662	2020-03-02	21	1	7	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-24	201	5962662	2020-03-02	22	1	8	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-25	208	5962662	2020-03-02	23	1	9	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-26	237	5962662	2020-03-02	24	1	10	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-27	291	5962662	2020-03-02	25	1	11	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-28	209	5962662	2020-03-02	26	1	12	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-29	170	5962662	2020-03-02	27	1	13	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-30	261	5962662	2020-03-02	28	1	14	0	0.017936282	6	11	15	2
REG-32	HDF	2020-03-31	241	5962662	2020-03-02	29	1	15	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-01	244	5962662	2020-03-02	30	1	16	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-02	256	5962662	2020-03-02	31	1	17	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-03	291	5962662	2020-03-02	32	1	18	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-04	177	5962662	2020-03-02	33	1	19	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-05	130	5962662	2020-03-02	34	1	20	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-06	230	5962662	2020-03-02	35	1	21	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-07	223	5962662	2020-03-02	36	1	22	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-08	220	5962662	2020-03-02	37	1	23	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-09	200	5962662	2020-03-02	38	1	24	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-10	211	5962662	2020-03-02	39	1	25	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-11	122	5962662	2020-03-02	40	1	26	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-12	109	5962662	2020-03-02	41	1	27	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-13	86	5962662	2020-03-02	42	1	28	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-14	146	5962662	2020-03-02	43	1	29	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-15	180	5962662	2020-03-02	44	1	30	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-16	151	5962662	2020-03-02	45	1	31	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-17	130	5962662	2020-03-02	46	1	32	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-18	104	5962662	2020-03-02	47	1	33	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-19	62	5962662	2020-03-02	48	1	34	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-20	111	5962662	2020-03-02	49	1	35	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-21	111	5962662	2020-03-02	50	1	36	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-22	90	5962662	2020-03-02	51	1	37	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-23	91	5962662	2020-03-02	52	1	38	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-24	70	5962662	2020-03-02	53	1	39	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-25	57	5962662	2020-03-02	54	1	40	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-26	45	5962662	2020-03-02	55	1	41	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-27	75	5962662	2020-03-02	56	1	42	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-28	67	5962662	2020-03-02	57	1	43	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-29	67	5962662	2020-03-02	58	1	44	0	0.017936282	6	11	15	2
REG-32	HDF	2020-04-30	74	5962662	2020-03-02	59	1	45	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-01	35	5962662	2020-03-02	60	1	46	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-02	37	5962662	2020-03-02	61	1	47	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-03	23	5962662	2020-03-02	62	1	48	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-04	60	5962662	2020-03-02	63	1	49	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-05	84	5962662	2020-03-02	64	1	50	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-06	54	5962662	2020-03-02	65	1	51	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-07	58	5962662	2020-03-02	66	1	52	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-08	14	5962662	2020-03-02	67	1	53	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-09	31	5962662	2020-03-02	68	1	54	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-10	32	5962662	2020-03-02	69	1	55	0	0.017936282	6	11	15	2
REG-32	HDF	2020-05-11	40	5962662	2020-03-02	70	0	56	1	0.017936282	6	11	15	2
REG-44	GrandEst	2020-03-02	11	5511747	2020-03-02	0	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-03	1	5511747	2020-03-02	1	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-04	25	5511747	2020-03-02	2	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-05	39	5511747	2020-03-02	3	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-06	59	5511747	2020-03-02	4	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-07	114	5511747	2020-03-02	5	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-08	0	5511747	2020-03-02	6	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-09	0	5511747	2020-03-02	7	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-10	214	5511747	2020-03-02	8	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-11	114	5511747	2020-03-02	9	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-12	121	5511747	2020-03-02	10	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-13	212	5511747	2020-03-02	11	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-14	174	5511747	2020-03-02	12	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-15	293	5511747	2020-03-02	13	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-16	165	5511747	2020-03-02	14	0	0	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-17	277	5511747	2020-03-02	15	1	1	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-18	343	5511747	2020-03-02	16	1	2	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-19	480	5511747	2020-03-02	17	1	3	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-20	363	5511747	2020-03-02	18	1	4	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-21	83	5511747	2020-03-02	19	1	5	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-22	306	5511747	2020-03-02	20	1	6	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-23	861	5511747	2020-03-02	21	1	7	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-24	666	5511747	2020-03-02	22	1	8	0	0.051362363	30	14	15	1
REG-44	GrandEst	2020-03-02	21	5511747	2020-03-02	0	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-03	16	5511747	2020-03-02	1	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-04	44	5511747	2020-03-02	2	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-05	50	5511747	2020-03-02	3	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-06	52	5511747	2020-03-02	4	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-07	43	5511747	2020-03-02	5	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-08	35	5511747	2020-03-02	6	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-09	57	5511747	2020-03-02	7	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-10	60	5511747	2020-03-02	8	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-11	89	5511747	2020-03-02	9	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-12	91	5511747	2020-03-02	10	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-13	134	5511747	2020-03-02	11	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-14	121	5511747	2020-03-02	12	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-15	207	5511747	2020-03-02	13	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-16	319	5511747	2020-03-02	14	0	0	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-17	296	5511747	2020-03-02	15	1	1	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-18	338	5511747	2020-03-02	16	1	2	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-19	399	5511747	2020-03-02	17	1	3	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-20	424	5511747	2020-03-02	18	1	4	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-21	352	5511747	2020-03-02	19	1	5	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-22	348	5511747	2020-03-02	20	1	6	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-23	590	5511747	2020-03-02	21	1	7	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-24	511	5511747	2020-03-02	22	1	8	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-25	577	5511747	2020-03-02	23	1	9	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-26	552	5511747	2020-03-02	24	1	10	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-27	609	5511747	2020-03-02	25	1	11	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-28	435	5511747	2020-03-02	26	1	12	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-29	318	5511747	2020-03-02	27	1	13	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-30	527	5511747	2020-03-02	28	1	14	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-03-31	525	5511747	2020-03-02	29	1	15	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-01	447	5511747	2020-03-02	30	1	16	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-02	458	5511747	2020-03-02	31	1	17	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-03	484	5511747	2020-03-02	32	1	18	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-04	314	5511747	2020-03-02	33	1	19	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-05	191	5511747	2020-03-02	34	1	20	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-06	375	5511747	2020-03-02	35	1	21	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-07	302	5511747	2020-03-02	36	1	22	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-08	314	5511747	2020-03-02	37	1	23	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-09	321	5511747	2020-03-02	38	1	24	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-10	231	5511747	2020-03-02	39	1	25	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-11	226	5511747	2020-03-02	40	1	26	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-12	150	5511747	2020-03-02	41	1	27	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-13	137	5511747	2020-03-02	42	1	28	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-14	244	5511747	2020-03-02	43	1	29	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-15	221	5511747	2020-03-02	44	1	30	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-16	190	5511747	2020-03-02	45	1	31	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-17	227	5511747	2020-03-02	46	1	32	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-18	121	5511747	2020-03-02	47	1	33	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-19	97	5511747	2020-03-02	48	1	34	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-20	188	5511747	2020-03-02	49	1	35	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-21	171	5511747	2020-03-02	50	1	36	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-22	157	5511747	2020-03-02	51	1	37	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-23	135	5511747	2020-03-02	52	1	38	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-24	131	5511747	2020-03-02	53	1	39	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-25	104	5511747	2020-03-02	54	1	40	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-26	65	5511747	2020-03-02	55	1	41	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-27	142	5511747	2020-03-02	56	1	42	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-28	127	5511747	2020-03-02	57	1	43	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-29	107	5511747	2020-03-02	58	1	44	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-04-30	119	5511747	2020-03-02	59	1	45	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-05-01	63	5511747	2020-03-02	60	1	46	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-05-02	76	5511747	2020-03-02	61	1	47	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-05-03	48	5511747	2020-03-02	62	1	48	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-05-04	89	5511747	2020-03-02	63	1	49	0	0.051362363	30	14	15	2
REG-44	GrandEst	2020-05-05	106	5511747	2020-03-02	64	1	50	0	0.051362363	30	14	15	2
