rep,id,b1,Dq,E0,A0,beta,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
4,3,-0.24913317442138,0.726909153153682,6.55057935850823,6.44226689705561,-0.377504212487225,-0.0625382558954627,0.205144023637568,-0.362659814449524,1.09990845748884,0
5,3,-0.278819230836499,0.659241581770752,6.43643722824981,6.72279415490132,-0.377504212487225,-0.0922243123105813,0.137476452254639,-0.476801944707947,1.38043571533454,0
1,4,0.0871914311895167,1.45778197573816,6.06394548381384,3.215693802585,-0.377504212487225,0.273786349715434,0.93601684622205,-0.849293689143916,-2.12666463698178,0
2,4,0.122392038122326,1.76345173413055,5.88261892289095,2.94234168721314,-0.377504212487225,0.308986956648244,1.24168660461443,-1.03062025006681,-2.40001675235363,0
3,4,0.0935566015323137,1.88337790263539,5.96069350737886,3.84803757972672,-0.377504212487225,0.280151520058231,1.36161277311928,-0.952545665578902,-1.49432085984006,0
4,4,0.10062173360042,1.60781691139495,6.04682910089777,2.90270535580318,-0.377504212487225,0.287216652126337,1.08605178187883,-0.866410072059987,-2.43965308376359,0
5,4,0.100597773992261,1.69411380637151,6.03679863583278,2.79924090237518,-0.377504212487225,0.287192692518179,1.1723486768554,-0.876440537124982,-2.5431175371916,0
1,5,-0.294644236187736,0.0575708056304564,6.4244509134765,5.60713819712612,-0.377504212487225,-0.108049317661819,-0.464194323885657,-0.488788259481256,0.264779757559345,0
2,5,-0.296497725579861,0.0876455214390205,6.8451250712585,4.86153819208178,-0.377504212487225,-0.109902807053944,-0.434119608077093,-0.0681141016992584,-0.480820247485001,0
3,5,-0.317424572858365,0.183382745421378,6.4543728249701,5.79819828602692,-0.377504212487225,-0.130829654332448,-0.338382384094736,-0.458866347987657,0.45583984646014,0
4,5,-0.319032715684296,0.0908399894039421,5.95786806098097,6.21260718711699,-0.377504212487225,-0.132437797158378,-0.430925140112171,-0.955371111976786,0.870248747550207,0
5,5,-0.325050752326064,0.0487081858145034,6.47617571742561,5.83378596817517,-0.377504212487225,-0.138455833800147,-0.47305694370161,-0.437063455532147,0.49142752860839,0
1,6,-0.134498414708605,1.90048766431046,8.38417003267005,4.04361842391836,-0.377504212487225,0.0520965038173122,1.37872253479434,1.4709308597123,-1.29874001564842,0
2,6,-0.0563496677414176,1.31412805781836,8.20683837670273,4.65772200868934,-0.377504212487225,0.1302452507845,0.792362928302245,1.29359920374497,-0.684636430877442,0
3,6,-0.122948043481416,1.71596219895191,8.40677945271796,2.54431175129326,-0.377504212487225,0.0636468750445009,1.1941970694358,1.4935402797602,-2.79804668827352,0
4,6,-0.0763657687046197,1.83506048332888,8.2646527998528,3.19010052721519,-0.377504212487225,0.110229149821298,1.31329535381277,1.35141362689504,-2.15225791235158,0
5,6,-0.140991135894135,1.86485448445486,8.0805697267748,6.75250208390656,-0.377504212487225,0.0456037826317821,1.34308935493875,1.16733055381704,1.41014364433978,0
1,7,-0.259351204519235,1.29994879124306,8.0426089582369,5.59226904639966,-0.377504212487225,-0.0727562859933177,0.778183661726947,1.12936978527914,0.249910606832882,0
2,7,-0.2193524677895,1.18656929405391,8.0337948991302,4.21779474005688,-0.377504212487225,-0.0327575492635823,0.664804164537793,1.12055572617245,-1.1245636995099,0
3,7,-0.251842443745235,1.29603292091377,8.15705013095895,3.43643984610809,-0.377504212487225,-0.0652475252193178,0.774267791397653,1.24381095800119,-1.90591859345868,0
4,7,-0.243478023632732,1.36879389045176,8.17105112231109,4.02330967679924,-0.377504212487225,-0.0568831051068142,0.847028760935648,1.25781194935333,-1.31904876276754,0
5,7,-0.270166995532227,1.08870409505097,8.24336580384256,4.49115092332237,-0.377504212487225,-0.0835720770063101,0.566938965534859,1.3301266308848,-0.851207516244408,0
1,8,-0.235044517694594,1.09011199074663,6.62168130670347,7.49095139633142,-0.377504212487225,-0.0484495991686762,0.568346861230512,-0.291557866254286,2.14859295676464,0
2,8,-0.211753543335665,0.960289739309197,6.95447432423234,7.21338847721999,-0.377504212487225,-0.0251586248097475,0.438524609793084,0.0412351512745834,1.87103003765321,0
3,8,-0.231252535059548,1.09383537933817,6.91826593848738,7.35700943482373,-0.377504212487225,-0.0446576165336304,0.572070249822058,0.00502676552962189,2.01465099525695,0
4,8,-0.20720938444426,0.993474561956692,6.87775975471841,7.24219705441005,-0.377504212487225,-0.0206144659183425,0.471709432440579,-0.0354794182393441,1.89983861484327,0
5,8,-0.206153759794443,1.13345616514733,6.48236754554718,7.33973097289213,-0.377504212487225,-0.0195588412685253,0.611691035631214,-0.430871627410574,1.99737253332535,0
1,9,-0.272837724201749,-1.12371960285409,7.91370110947656,4.03074385465045,-0.377504212487225,-0.0862428056758313,-1.6454847323702,1.0004619365188,-1.31161458491633,0
2,9,-0.324154094502541,-1.32683068785056,7.79993662252865,5.57198225753851,-0.377504212487225,-0.137559175976624,-1.84859581736667,0.886697449570894,0.229623817971731,0
3,9,-0.366359950794286,-0.954279378281046,7.99193473261714,5.41460145605544,-0.377504212487225,-0.179765032268369,-1.47604450779716,1.07869555965938,0.0722430164886658,0
4,9,-0.330646433084014,-2.0466446440247,7.83766660209649,5.90398391229392,-0.377504212487225,-0.144051514558097,-2.56840977354082,0.924427429138732,0.56162547272714,0
5,9,-0.321203269253306,-1.31951718145673,7.34095565082746,6.82481990191232,-0.377504212487225,-0.134608350727389,-1.84128231097284,0.427716477869697,1.48246146234554,0
1,10,-0.316630657206095,1.51643166704679,7.29713678814995,4.2968679545165,-0.377504212487225,-0.130035738680178,0.994666537530679,0.383897615192189,-1.04549048505028,0
2,10,-0.363227617491127,1.54806161517414,7.325418363376,5.17543881797456,-0.377504212487225,-0.176632698965209,1.02629648565802,0.41217919041824,-0.166919621592214,0
3,10,-0.334360047744947,1.66697321594998,7.19111500882514,5.11116843006933,-0.377504212487225,-0.147765129219029,1.14520808643386,0.277875835867387,-0.231190009497449,0
4,10,-0.333961433932574,1.29225235068543,7.4163214459506,4.20640340497753,-0.377504212487225,-0.147366515406657,0.770487221169319,0.503082272992846,-1.13595503458925,0
5,10,-0.339693887295202,1.37257046383994,7.3550498730967,4.41502875451177,-0.377504212487225,-0.153098968769285,0.850805334323824,0.441810700138944,-0.927329685055013,0
1,11,-0.174421681668986,-0.572722371427124,6.31017703904716,5.79428951256594,-0.377504212487225,0.0121732368569318,-1.09448750094324,-0.603062133910597,0.451931072999166,0
2,11,-0.152878250274376,-1.06115785012213,6.70876423041818,4.84990695305583,-0.377504212487225,0.0337166682515413,-1.58292297963825,-0.204474942539583,-0.492451486510949,0
3,11,-0.140302621943642,-0.403363278387033,5.80560235206818,5.91856908060696,-0.377504212487225,0.0462922965822755,-0.925128407903147,-1.10763682088958,0.576210641040179,0
4,11,-0.161645520601787,-0.538845763185402,6.65680361655691,5.22710142337284,-0.377504212487225,0.0249493979241306,-1.06061089270152,-0.25643555640085,-0.115257016193936,0
5,11,-0.207091831459156,-0.0681197690954077,6.63623810726244,5.73735321540918,-0.377504212487225,-0.0204969129332382,-0.589884898611521,-0.277001065695321,0.394994775842402,0
1,12,-0.15185488240719,0.028572849447506,5.66623152902998,6.15282295612426,-0.377504212487225,0.0347400361187277,-0.493192280068607,-1.24700764392778,0.810464516557484,0
2,12,-0.133958040793618,-0.186283518787823,5.83902983917823,6.03628397107829,-0.377504212487225,0.052636877732299,-0.708048648303937,-1.07420933377953,0.693925531511508,0
3,12,-0.145216396727269,-0.323839526710401,6.03276164255491,5.94587949927109,-0.377504212487225,0.041378521798648,-0.845604656226515,-0.880477530402851,0.603521059704312,0
4,12,-0.17111424595756,0.0682251685050675,5.67541451955315,6.25826780985634,-0.377504212487225,0.0154806725683574,-0.453539961011046,-1.23782465340461,0.915909370289562,0
5,12,-0.130059357608327,-0.39525335630432,5.74745167304027,6.00829401836457,-0.377504212487225,0.0565355609175901,-0.917018485820434,-1.16578749991749,0.665935578797793,0
