b1_pop,1,0.0014733,-0.030846,-0.099686,0.019324,0.014298,0.0054336,0.021742
Dq_pop,0.0014733,1,0.0022262,0.0030619,0.0061432,0.00069235,-0.083056,-0.0019831
E0_pop,-0.030846,0.0022262,1,0.045181,0.015508,-0.014207,-0.010023,-0.07375
betat1_pop,-0.099686,0.0030619,0.045181,1,-0.70659,0.0080895,-0.018782,-0.002251
betat2_pop,0.019324,0.0061432,0.015508,-0.70659,1,-0.016159,0.0071522,-0.021744
omega_b1,0.014298,0.00069235,-0.014207,0.0080895,-0.016159,1,0.0018667,0.040139
omega_Dq,0.0054336,-0.083056,-0.010023,-0.018782,0.0071522,0.0018667,1,0.013122
omega_E0,0.021742,-0.0019831,-0.07375,-0.002251,-0.021744,0.040139,0.013122,1
