parameter,value,se_sa,rse_sa
b1_pop,0.808,,
Dq_pop,1.107,,
E0_pop,1231,,
A0_pop,189,,
betat1_pop,-0.905324225838287,0.00995064523092661,1.09912503685768
omega_b1,0.20441847671062,0.0421884467646945,20.6382747017616
omega_Dq,1.26163480442608,0.285086226042782,22.5965727199851
omega_E0,0.604517091592212,0.159951454810303,26.4593767545949
omega_A0,1.81320984341671,0.662917732983959,36.560453021521
