rep,id,b1,Dq,E0,A0,betat1
1,IDF,0.850832765023848,1.81770328285888,1957.88325165832,1629.57011218262,-0.313486509802831
2,IDF,0.85784730882631,1.69611702457622,1967.92570239952,1489.32828317306,-0.313486509802831
3,IDF,0.846276885322748,1.77780325061435,2098.59956822509,1568.18101595795,-0.313486509802831
4,IDF,0.858064805345986,1.7204806731376,1796.38059116638,1590.02980541887,-0.313486509802831
5,IDF,0.850035958695241,1.66991768036271,1971.36380785967,1603.23638224467,-0.313486509802831
6,IDF,0.874043036912387,1.67853403646454,1754.44798517549,1393.83508506443,-0.313486509802831
7,IDF,0.852974176777847,1.68763397584865,2071.94055823393,1497.9620051268,-0.313486509802831
8,IDF,0.852876461030003,1.79497665673984,2438.86525790096,1332.7920439302,-0.313486509802831
9,IDF,0.859778901133793,1.719471633961,2058.83687361693,1444.65723355946,-0.313486509802831
10,IDF,0.852353758697452,1.75402906798,1616.05843410419,1769.23001153851,-0.313486509802831
1,NAquitaine,0.934600066355328,0.323841446886788,751.190064076143,33.9209776246945,-0.313486509802831
2,NAquitaine,0.933911822316946,0.536657263511421,647.132336867049,93.6908815007984,-0.313486509802831
3,NAquitaine,0.923998052035094,0.633042050878576,391.517951807272,242.981778752948,-0.313486509802831
4,NAquitaine,0.926062502296506,0.537629991784447,710.116616337003,94.8309575729501,-0.313486509802831
5,NAquitaine,0.926116487553852,0.545695400864671,259.791137260558,284.134017317089,-0.313486509802831
6,NAquitaine,0.913418698882391,0.420660716673538,746.310262085365,92.8600704218844,-0.313486509802831
7,NAquitaine,0.91292310036047,0.455234616948387,764.125980901392,72.6962216783073,-0.313486509802831
8,NAquitaine,0.901039158606731,0.52942657563249,243.420206126191,341.296577425872,-0.313486509802831
9,NAquitaine,0.966911579986037,0.55103748791525,720.694716067244,21.8558440040458,-0.313486509802831
10,NAquitaine,0.912915577008027,0.402809154191991,250.446181863264,298.133889082739,-0.313486509802831
1,AURA,0.840608248314146,0.720645315217249,1645.65805449934,148.988434621051,-0.313486509802831
2,AURA,0.844218916212024,0.883390962927025,1851.43177530767,45.7650784660977,-0.313486509802831
3,AURA,0.814375843202505,0.594508775522438,1854.46752306703,185.609910171323,-0.313486509802831
4,AURA,0.800268199325043,0.862213737957957,2313.51761155717,63.4933958087618,-0.313486509802831
5,AURA,0.826648724774721,0.565938718575241,1933.99962866213,52.2471365004037,-0.313486509802831
6,AURA,0.818968829804135,0.625537999878962,1912.85595022947,140.467021797146,-0.313486509802831
7,AURA,0.812220219576084,0.665516929228015,1775.13759715016,189.032488593502,-0.313486509802831
8,AURA,0.819816680228723,0.674547015648659,1994.78396111009,40.1813506328682,-0.313486509802831
9,AURA,0.806821476867598,0.700551318558779,2094.21001801289,91.1813713364253,-0.313486509802831
10,AURA,0.834683807510727,0.668618387513604,1865.60451630109,63.9585348749238,-0.313486509802831
1,Centre,0.958638056708396,4.69426946761413,502.716744415528,532.793650562474,-0.313486509802831
2,Centre,1.06616868673563,4.25408952667955,568.027453966252,280.101669067724,-0.313486509802831
3,Centre,0.997246943303477,4.11426947484147,487.926812213149,432.71371493398,-0.313486509802831
4,Centre,0.959495075487187,4.44863840959228,568.390121387003,526.100248272309,-0.313486509802831
5,Centre,0.992859267636594,4.94982835592612,900.433202403453,262.485404417348,-0.313486509802831
