rep,id,b1,Dq,E0,A0,beta
1,IDF,0.842914395023486,2.29136606466978,1364.34294939407,2096.87782071611,-0.369074621009392
2,IDF,0.841851389734676,2.35616781350193,1813.9591131813,1837.18917993979,-0.369074621009392
3,IDF,0.841742243729491,2.31760527438742,1740.24394249107,1919.94744381349,-0.369074621009392
4,IDF,0.826030199528654,2.28979654432631,1905.6828325356,2020.52149845968,-0.369074621009392
5,IDF,0.835508051784355,2.33788570369408,1778.7272099455,1897.05868309065,-0.369074621009392
6,IDF,0.83444902476276,2.23601367219644,1539.27660407179,2046.78527598753,-0.369074621009392
7,IDF,0.844145841814119,2.4380903756245,2105.97045232831,1691.57320355625,-0.369074621009392
8,IDF,0.829678813511262,2.54810320527664,1697.3935201337,1998.12574899365,-0.369074621009392
9,IDF,0.833088898052638,2.21100843984447,1607.66914647452,2019.9440786814,-0.369074621009392
10,IDF,0.826943288552725,2.40596313980283,1704.09179034489,2078.040003174,-0.369074621009392
1,NAquitaine,0.963455573473294,0.611322585774849,495.516774550316,164.862781603253,-0.369074621009392
2,NAquitaine,0.92026308155797,1.13270851821777,824.677148059183,136.428279437513,-0.369074621009392
3,NAquitaine,0.962817472938556,0.987387822106424,347.140228297373,256.226738134303,-0.369074621009392
4,NAquitaine,0.934275068673635,0.788953154272727,523.110513465511,238.472386069836,-0.369074621009392
5,NAquitaine,0.910713905515107,1.19820941343022,425.864345229562,324.271737906908,-0.369074621009392
6,NAquitaine,0.935089612048668,0.982873231152384,460.677857277781,253.35204060116,-0.369074621009392
7,NAquitaine,0.906922425007376,1.44715360768369,1026.02568966525,73.8765947633789,-0.369074621009392
8,NAquitaine,0.974884021883188,1.22637419551655,744.253672996522,73.525952786874,-0.369074621009392
9,NAquitaine,0.931268084540171,0.91241668000893,339.726718897747,314.305947411891,-0.369074621009392
10,NAquitaine,0.96104165774278,0.588399279891131,373.999911794709,223.409045670003,-0.369074621009392
1,AURA,0.809404592239938,1.70902118342689,1139.45073392469,220.216067759745,-0.369074621009392
2,AURA,0.799764169594659,1.8728776840696,580.375444437849,541.258938683308,-0.369074621009392
3,AURA,0.790883918936116,1.95319307196701,555.171532622175,626.699862735982,-0.369074621009392
4,AURA,0.779961973611823,1.93969065706035,427.201257354736,773.58832438195,-0.369074621009392
5,AURA,0.780122430983132,1.98417960212538,658.5424900285,651.130718989613,-0.369074621009392
6,AURA,0.794993499338457,1.78109360881572,1219.60415148403,265.800584250787,-0.369074621009392
7,AURA,0.815733809591188,1.72840859523297,532.723087313849,524.540903035067,-0.369074621009392
8,AURA,0.781438545172818,1.60787529356189,478.691923863676,723.740790878102,-0.369074621009392
9,AURA,0.798733939998254,1.76158764151398,753.957832762211,514.081407553569,-0.369074621009392
10,AURA,0.801606280629378,1.82374406088225,386.644419772167,651.090227339105,-0.369074621009392
1,Centre,1.10669010557023,4.41192429746994,432.934315276307,7.63476587389734,-0.369074621009392
2,Centre,1.09989463413613,3.13749183247612,323.273562236872,51.0039742869803,-0.369074621009392
3,Centre,1.08862049565425,3.40943407959051,448.444908206341,6.15451926802997,-0.369074621009392
4,Centre,1.05130483688192,4.90088352892004,415.605494393185,48.1985968469077,-0.369074621009392
5,Centre,1.09154245866911,6.538046825042,423.716018307744,23.2538961966439,-0.369074621009392
6,Centre,1.02788901664405,4.29665553920178,543.335891597001,17.2109243037412,-0.369074621009392
7,Centre,1.00019808745945,5.15413896081261,619.623185820553,23.3467560934458,-0.369074621009392
8,Centre,1.05274906923741,6.02158309753767,548.330882420764,29.686488716058,-0.369074621009392
9,Centre,1.04870712435381,5.38581619776651,481.849524330915,37.4954585262232,-0.369074621009392
10,Centre,1.08927355905931,3.82152644362981,428.299076668965,15.8330693863013,-0.369074621009392
1,BFC,0.74856229142309,0.943346120901303,313.413374805402,462.457199475111,-0.369074621009392
2,BFC,0.723849702494119,1.07446883525256,286.18481436809,515.687703994719,-0.369074621009392
3,BFC,0.724123980697888,1.11756634470901,479.979400947074,429.70639212506,-0.369074621009392
4,BFC,0.759009951784364,1.14499585123538,513.951854014596,313.796731524669,-0.369074621009392
5,BFC,0.738831785711181,1.13872629399395,594.092677451063,290.098435622556,-0.369074621009392
6,BFC,0.719052213776531,0.908213416315429,245.351949742785,573.218723211119,-0.369074621009392
7,BFC,0.711341820030223,1.04528861902167,411.583247821786,496.391817976241,-0.369074621009392
8,BFC,0.725424249543448,1.0735422387038,461.087171899768,420.672535710284,-0.369074621009392
9,BFC,0.741532473811533,0.960360554444472,665.076120833931,273.184848793826,-0.369074621009392
10,BFC,0.744400314618211,0.938816253603496,720.817367044739,217.351361571549,-0.369074621009392
1,Normandie,0.871324911310934,6.02786483071914,4401.97182374269,34.9143551562942,-0.369074621009392
2,Normandie,0.879821133644586,5.59343038504731,4461.4294196698,78.3826443503236,-0.369074621009392
3,Normandie,0.898082930143263,3.93705989088564,3406.81061825238,359.262573415122,-0.369074621009392
4,Normandie,0.912282438241732,5.6809981182943,4138.51042651863,49.2031212097246,-0.369074621009392
5,Normandie,0.877583854767073,4.47246470341785,4741.91680543733,24.0290253932732,-0.369074621009392
6,Normandie,0.866898677912886,4.86926229972496,4027.50203276087,288.125331036067,-0.369074621009392
7,Normandie,0.903531834529623,5.37819802504468,4084.08421026028,29.0057365065284,-0.369074621009392
8,Normandie,0.909680135621385,5.64110946116178,4092.52341481773,33.4261383598304,-0.369074621009392
9,Normandie,0.837705541220043,5.35607364370899,4529.12591026969,122.653860559937,-0.369074621009392
10,Normandie,0.916330078750823,5.65420647602161,3878.5987983502,66.8234712849809,-0.369074621009392
1,HDF,0.78658156754764,3.78704426213271,3412.40010241362,20.5941162738115,-0.369074621009392
2,HDF,0.77805020794193,3.47398807813931,3680.79810583182,22.5967469115952,-0.369074621009392
3,HDF,0.790977489623477,3.40249957732129,3286.49142686391,50.5462063982812,-0.369074621009392
4,HDF,0.803953891323476,3.75576906826603,2783.46297085764,218.713631069533,-0.369074621009392
5,HDF,0.770619469839327,3.61096094298925,3633.30841062977,69.8890490819122,-0.369074621009392
6,HDF,0.784214944631722,4.24727936743614,3412.4656389642,48.3957498892269,-0.369074621009392
7,HDF,0.75609717904071,3.27488900871572,3684.46698579388,106.194518905932,-0.369074621009392
8,HDF,0.77057562187989,3.56227626682127,3656.38399959567,24.9603923981913,-0.369074621009392
9,HDF,0.785968557106146,3.61426972603338,3374.57208764796,76.4602513284286,-0.369074621009392
10,HDF,0.791696348867275,3.0986822513703,3243.3584249003,119.212173310075,-0.369074621009392
1,GrandEst,0.791271881395293,2.85111370050881,559.127084087543,1799.86132126871,-0.369074621009392
2,GrandEst,0.812303927905354,2.87118978101825,624.35189664186,1591.42493977037,-0.369074621009392
3,GrandEst,0.80149935648195,2.74404830705701,611.703505277977,1692.89613945917,-0.369074621009392
4,GrandEst,0.798027241083599,2.93163786006723,865.576724377328,1595.15000922263,-0.369074621009392
5,GrandEst,0.797181554457841,3.05191511305598,537.324558855578,1819.65330305813,-0.369074621009392
6,GrandEst,0.805289891549489,3.02072246748036,530.761852151519,1717.89113617766,-0.369074621009392
7,GrandEst,0.793886296151647,2.94957125761262,812.224089020484,1675.34856927762,-0.369074621009392
8,GrandEst,0.802624852830618,2.7411214352461,407.479278065806,1765.44392654591,-0.369074621009392
9,GrandEst,0.815987592381722,2.64280807155877,745.899979759202,1474.25630394704,-0.369074621009392
10,GrandEst,0.808809071274789,2.94430550736004,644.177761034257,1587.51888723347,-0.369074621009392
1,PaysLoire,0.702495213609796,0.232910271047486,2683.32150068398,237.604255120728,-0.369074621009392
2,PaysLoire,0.65522710995483,0.619864408019995,2692.22777375075,883.696351218467,-0.369074621009392
3,PaysLoire,0.771963768274191,0.228045233835915,2608.55517125591,45.8609254072377,-0.369074621009392
4,PaysLoire,0.782359834796376,0.351812269140374,1843.91549616264,419.659470691784,-0.369074621009392
5,PaysLoire,0.738800988010398,0.328817624195554,2184.74115386064,342.244149875988,-0.369074621009392
6,PaysLoire,0.707708524220085,0.302991086303164,3129.12381559874,142.703067587576,-0.369074621009392
7,PaysLoire,0.764923933060155,0.105753773823577,1826.87754537635,388.729266087817,-0.369074621009392
8,PaysLoire,0.717322186406565,0.140503116674454,3020.4054060993,25.0606357775887,-0.369074621009392
9,PaysLoire,0.66083133408536,0.161249553943851,3002.64703977059,375.504640332204,-0.369074621009392
10,PaysLoire,0.693524596496932,0.389347497982873,2859.29356278911,226.972422328218,-0.369074621009392
1,Bretagne,0.708021703014251,3.83107076562307,1459.65970616278,148.659512436944,-0.369074621009392
2,Bretagne,0.715656287922901,3.9162734315261,1487.35452351518,74.2953089966195,-0.369074621009392
3,Bretagne,0.687963813764025,5.33194665326217,1580.34384725286,175.681980585022,-0.369074621009392
4,Bretagne,0.739271491533451,3.73265570396682,1076.40255729975,228.251661090891,-0.369074621009392
5,Bretagne,0.7098277022237,3.448364709966,1612.36263810424,50.864652861358,-0.369074621009392
6,Bretagne,0.708470148709432,3.3980815793513,1464.78273784752,100.939123215727,-0.369074621009392
7,Bretagne,0.721591141108149,2.92214535830041,1531.75246519757,45.2974616391684,-0.369074621009392
8,Bretagne,0.726100699504872,3.32394147346471,1319.38571835416,83.5218048132029,-0.369074621009392
9,Bretagne,0.750875800933275,3.57983849582474,1258.84713763076,87.6788952359638,-0.369074621009392
10,Bretagne,0.729258751414606,4.63692161951616,1514.91753592803,70.8627476486451,-0.369074621009392
1,Occitanie,0.841757418689381,0.795707550455533,581.401162730595,312.06822460624,-0.369074621009392
2,Occitanie,0.862769603733083,0.722814837659917,549.301303489828,270.828693158152,-0.369074621009392
3,Occitanie,0.847920612847349,0.506024278549164,640.406598659531,232.45872231011,-0.369074621009392
4,Occitanie,0.803517042711985,0.475309830166933,646.667487314035,372.274805308409,-0.369074621009392
5,Occitanie,0.823011411880298,0.768577351346763,570.549097345974,351.072489362079,-0.369074621009392
6,Occitanie,0.83011617953376,0.544634565160196,837.337012398442,212.31253846504,-0.369074621009392
7,Occitanie,0.823636133688543,0.739458415227346,815.620394247512,252.85212880532,-0.369074621009392
8,Occitanie,0.832279594446497,0.685485335800078,569.768587068078,329.916613337112,-0.369074621009392
9,Occitanie,0.877012166211466,0.627080662577118,350.497905477692,348.762598464766,-0.369074621009392
10,Occitanie,0.834668178494046,0.710836652115582,394.277401973918,420.532435902933,-0.369074621009392
1,PACA,0.8362559697534,0.756263104965304,189.031999465832,598.885445748538,-0.369074621009392
2,PACA,0.864283439895069,0.754359833769339,705.371563626326,255.376612379318,-0.369074621009392
3,PACA,0.844452433220782,0.870001789644794,325.976006909548,492.62012481989,-0.369074621009392
4,PACA,0.821399977123239,0.946278031496613,321.081226196656,571.439359986197,-0.369074621009392
5,PACA,0.85974199433991,0.58916124426959,253.074114491649,468.737498330974,-0.369074621009392
6,PACA,0.832436460115176,0.942966429129753,128.618888364132,629.263437599792,-0.369074621009392
7,PACA,0.858128776894485,0.875886225912016,614.597403260747,325.922659746547,-0.369074621009392
8,PACA,0.854126838564679,0.939941895653556,443.169285756459,431.546775903086,-0.369074621009392
9,PACA,0.83280205104499,0.851917557305967,269.145812952536,564.527403443523,-0.369074621009392
10,PACA,0.865697802063462,0.77217489339934,218.335826459337,479.950773759938,-0.369074621009392
