rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
1,IDF,0.0203561439887338,0.317749373249786,0.320420372931695,2.20315778547082,0
2,IDF,0.0190942410708472,0.345637690143965,0.605259227786486,2.07094508311637,0
3,IDF,0.0189645826982228,0.32913564201703,0.563772716172632,2.11500611174512,0
4,IDF,0.000122073183410606,0.31706416709631,0.654587802568388,2.16606394474179,0
5,IDF,0.0115307242318892,0.337848174246001,0.585645473879881,2.10301292424971,0
6,IDF,0.0102623956281951,0.293295868601665,0.441059984387446,2.17897870334255,0
7,IDF,0.0218160171840732,0.379816298696779,0.754523799318796,1.98836728469803,0
8,IDF,0.00452939338267819,0.42395044006481,0.538841266960429,2.15491791477403,0
9,IDF,0.00863109598200938,0.282049917824422,0.48453281084525,2.16577812630271,0
10,IDF,0.00122685692438133,0.366551496069425,0.54277971046852,2.19413344239121,0
1,NAquitaine,0.154017116425072,-1.00352929675985,-0.692406656061525,-0.339933478627894,0
2,NAquitaine,0.108150326538085,-0.386787117777241,-0.183015888986182,-0.529247928713727,0
3,NAquitaine,0.153354592948177,-0.524091187777008,-1.04827904859855,0.101015768431317,0
4,NAquitaine,0.123261640103069,-0.74844713469479,-0.638215114483033,0.0292065420590885,0
5,NAquitaine,0.0977195426556905,-0.33057051430403,-0.843887005914407,0.336534881637614,0
6,NAquitaine,0.124133105617512,-0.528673929589497,-0.765308855469414,0.089733006475914,0
7,NAquitaine,0.0935476564063096,-0.141800203268691,0.0354402010341095,-1.14265091707346,0
8,NAquitaine,0.1658092511659,-0.307336793734178,-0.285625927994563,-1.14740853685315,0
9,NAquitaine,0.120037928303734,-0.603057308524228,-1.06986633657548,0.305319886459397,0
10,NAquitaine,0.151508495516407,-1.04174831534851,-0.973752301471754,-0.0360426031597078,0
1,AURA,-0.0202103547815432,0.0245219980237312,0.140293749889677,-0.0504377893256063,0
2,AURA,-0.0321923646392024,0.116077315257633,-0.534332650926404,0.848850814180409,0
3,AURA,-0.0433580561365981,0.158066704931882,-0.57873072926071,0.995420758315677,0
4,AURA,-0.0572640941264115,0.151129703986878,-0.84075263215548,1.20599287155931,0
5,AURA,-0.0570583906767745,0.173806728779816,-0.407978818461702,1.03366343938232,0
6,AURA,-0.0381753231537855,0.0658287613701986,0.20827375603689,0.137699364472698,0
7,AURA,-0.0124211728333854,0.0358022967547784,-0.62000610987951,0.81747642972168,0
8,AURA,-0.0553727510873971,-0.0364851872562259,-0.726950637763329,1.13938632474267,0
9,AURA,-0.0334813617707815,0.0548166702218253,-0.27267142131768,0.797334653480468,0
10,AURA,-0.0298916954255328,0.0894927630574459,-0.940502404338121,1.03360125077964,0
1,Centre,0.292619691908347,0.972912141668504,-0.827421843369336,-3.41233470653429,0
2,Centre,0.286460406207675,0.632024900009142,-1.11950895636368,-1.5131434230044,0
3,Centre,0.276157312515614,0.71514751720782,-0.792222024749629,-3.62786032760271,0
4,Centre,0.241278112587184,1.07801669963631,-0.868271383517715,-1.56971707031544,0
5,Centre,0.278837813767696,1.36623966900843,-0.848944400348264,-2.2985742835443,0
6,Centre,0.218753218882049,0.946438137239002,-0.60028014946089,-2.5995026637426,0
7,Centre,0.191444085982931,1.12840127235711,-0.468896334573551,-2.29458893075859,0
8,Centre,0.242650922074726,1.28395139651178,-0.591128958271225,-2.0543549629748,0
9,Centre,0.238804113485239,1.17237006663133,-0.720375987918961,-1.82082716021319,0
10,Centre,0.27675703261974,0.829251134125373,-0.838186134228651,-2.68294622799358,0
1,BFC,-0.0983548387708415,-0.569720822629587,-1.15048485756287,0.691507031106551,0
2,BFC,-0.131925483246838,-0.439572368523653,-1.24137005683911,0.800454377554406,0
3,BFC,-0.131546639058946,-0.40024538664006,-0.724264674755749,0.618055186567627,0
4,BFC,-0.0844943718269009,-0.375997787626082,-0.655878271207613,0.303698444565065,0
5,BFC,-0.11143899001084,-0.381488449443596,-0.510972533205968,0.22517331867909,0
6,BFC,-0.138575285762411,-0.607674689253959,-1.39531415375762,0.906220379892242,0
7,BFC,-0.149356187030348,-0.467105763515934,-0.877996560053045,0.762318590583237,0
8,BFC,-0.129752605349432,-0.44043511696798,-0.764420744864354,0.596807726215186,0
9,BFC,-0.10779030546696,-0.55184528873603,-0.398106361518831,0.165101687975586,0
10,BFC,-0.103930313427211,-0.574534303236181,-0.317622062915141,-0.0635317580537048,0
1,Normandie,0.0535056789551912,1.28499405569218,1.4917999982373,-1.89214891271987,0
2,Normandie,0.0632093687487146,1.21019396228945,1.50521662830628,-1.08344445012114,0
3,Normandie,0.0837531530217486,0.859035422910763,1.23552396700068,0.43900654352627,0
4,Normandie,0.0994403723425583,1.22572814109653,1.43008333867464,-1.54908991918012,0
5,Normandie,0.0606632509205499,0.986540843205806,1.56618885923534,-2.26578448887858,0
6,Normandie,0.0484128439569692,1.07154364587406,1.40289375672805,0.21834858279412,0
7,Normandie,0.0898020832454698,1.17095457723562,1.41684493558317,-2.07755335889377,0
8,Normandie,0.0965837775614431,1.21868195788595,1.41890916758281,-1.9357088003424,0
9,Normandie,0.014157395098445,1.16683237624285,1.52027638102514,-0.635680733446448,0
10,Normandie,0.103867386903709,1.22100097592885,1.36522136990352,-1.24299259451878,0
1,HDF,-0.0488128341881388,0.820187035515479,1.23716330200351,-2.42004156266538,0
2,HDF,-0.0597182041160754,0.733904434823687,1.31287702119015,-2.32724102593546,0
3,HDF,-0.0432397516037689,0.713111530067041,1.19956797606546,-1.52215908376053,0
4,HDF,-0.0269673424076379,0.811894274783076,1.03344324140496,-0.0572837264407683,0
5,HDF,-0.069314563151077,0.772575124865921,1.29989105702268,-1.19813800841663,0
6,HDF,-0.0518261139965474,0.93487982786451,1.23718250723129,-1.56563498222744,0
7,HDF,-0.0883393492187863,0.67488517679393,1.31387328682889,-0.779774483467564,0
8,HDF,-0.0693714643956824,0.759000940076329,1.30622209672742,-2.22775671542922,0
9,HDF,-0.0495924728946387,0.77349102179074,1.22601594337997,-1.10827596456773,0
10,HDF,-0.0423313404381213,0.619578139665261,1.18635675979037,-0.664142105386892,0
1,GrandEst,-0.0428676335538515,0.536310888806868,-0.57163107388819,2.05041791728838,0
2,GrandEst,-0.0166346952613746,0.543327700461738,-0.461293716700422,1.92733810252367,0
3,GrandEst,-0.0300250916847826,0.498035513070782,-0.481760166423729,1.98914905332183,0
4,GrandEst,-0.0343665272785232,0.564162462208038,-0.134611844895117,1.92967608057766,0
5,GrandEst,-0.0354268106813587,0.604370498238366,-0.611405558451345,2.06135428921133,0
6,GrandEst,-0.025306934522677,0.594097229168404,-0.623694431759559,2.00380575404615,0
7,GrandEst,-0.0395690136886771,0.57026102213636,-0.198231589254641,1.97872954378216,0
8,GrandEst,-0.028621838087809,0.496968318352589,-0.888017783027554,2.03111047431079,0
9,GrandEst,-0.012110111407981,0.460443214087778,-0.283416347218189,1.85086196101987,0
10,GrandEst,-0.0209463774780013,0.568474167112539,-0.430033148576462,1.92488064827772,0
1,PaysLoire,-0.161870673024077,-1.96850080363856,0.996802809008556,0.0255595161971476,0
2,PaysLoire,-0.231527352549121,-0.98965332285307,1.00011643549076,1.33906652964503,0
3,PaysLoire,-0.0675716442058236,-1.98961007693852,0.968543909763264,-1.61943352369921,0
4,PaysLoire,-0.0541944793332545,-1.55605637320937,0.621638713647239,0.594396618458811,0
5,PaysLoire,-0.111480675199927,-1.62365081691915,0.791244772416582,0.39047739100343,0
6,PaysLoire,-0.154476940870054,-1.70545069329737,1.15050045018433,-0.484280958877045,0
7,PaysLoire,-0.0767328658675657,-2.75804057666804,0.612355666116602,0.517836147360509,0
8,PaysLoire,-0.140984167745153,-2.47392440896855,1.11513847874646,-2.22374866052712,0
9,PaysLoire,-0.223010621349328,-2.33620089080027,1.10924166215829,0.483223848981806,0
10,PaysLoire,-0.174722554525026,-1.45468182436906,1.06032200424186,-0.0202184573279457,0
1,Bretagne,-0.154034513643101,0.83174553613845,0.387950746521559,-0.443388440315676,0
2,Bretagne,-0.143309253940092,0.853741745169663,0.406746470276361,-1.13699916613859,0
3,Bretagne,-0.182773020565036,1.16231759600131,0.467389864144514,-0.276371547808792,0
4,Bretagne,-0.110844030454211,0.805721164041854,0.083371931596126,-0.0145981829330075,0
5,Bretagne,-0.151486993180771,0.726501320309314,0.487447996326403,-1.51587874037127,0
6,Bretagne,-0.153401335683599,0.711812229760275,0.391454345599568,-0.830529385206379,0
7,Bretagne,-0.1350505689037,0.560919257007846,0.436159897960661,-1.6317959834247,0
8,Bretagne,-0.128820551083553,0.689752468326768,0.286913679338133,-1.01993924663392,0
9,Bretagne,-0.0952690010055825,0.763918885246365,0.239943747927296,-0.971365756722717,0
10,Bretagne,-0.124480651597565,1.02265190074146,0.425108421688104,-1.1843021054668,0
