rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
1,IDF,0.0102090313089578,0.318757580678624,0.520611310476341,2.22995590386739,0
2,IDF,0.0258963711275472,0.375950726962157,0.673651921927275,2.06712030371275,0
3,IDF,0.00484031027629407,0.395583793341619,0.369498344796319,2.27266087465273,0
4,IDF,0.00824567712638299,0.292472923923051,0.53657931667054,2.20857715212623,0
5,IDF,0.0265168371706835,0.296495144516384,0.690230984237147,2.01506501822327,0
6,IDF,0.00124846480270296,0.323622039352192,0.520625579196745,2.28351521675288,0
7,IDF,0.0137447551083887,0.363859250409302,0.675994978488404,2.13154562465331,0
8,IDF,0.0051392950211786,0.373647308933612,0.487931848400607,2.28849915472275,0
9,IDF,0.0122230688605737,0.296731092533365,0.506138727768415,2.22255963950947,0
10,IDF,0.0285117409232588,0.399667280171863,0.660874952595061,2.05619819388727,0
1,NAquitaine,0.12640442156398,-0.568760180469946,-1.02261213902488,0.293016089082879,0
2,NAquitaine,0.11999795559032,-0.264921795612137,-0.284870682363784,-0.319446323348633,0
3,NAquitaine,0.157827155950549,-0.840163326713143,-0.505418326544382,-0.47091358288204,0
4,NAquitaine,0.100479720371442,-0.613102045347738,-1.12419323252776,0.498011356488027,0
5,NAquitaine,0.141309481234761,-0.819392389002442,-1.00738086205469,0.140987268830699,0
6,NAquitaine,0.154226289435926,-0.468313788626855,-1.03268710864785,0.0909472479997448,0
7,NAquitaine,0.128308894129667,-0.493673923682337,-0.283059350957013,-0.67616464423623,0
8,NAquitaine,0.154811935314641,-0.736597942653344,-0.710195909107305,-0.124456869277038,0
9,NAquitaine,0.128331919236468,-0.445354211182219,-0.207668187533317,-0.78703422366119,0
10,NAquitaine,0.130169750055356,-0.514734581256795,-0.617215967245865,0.03052377132757,0
1,AURA,-0.0416046213678231,0.0195310258851539,-0.703605256054306,1.07203935487783,0
2,AURA,0.00315678541854411,0.111235855873725,-0.0429644556416677,0.206811082907432,0
3,AURA,-0.0604586263023677,-0.100455574722077,-0.769074338506912,1.22386149111915,0
4,AURA,-0.0456143810132095,0.104335024203289,-0.401081883084379,1.06712722781254,0
5,AURA,-0.0346930820672512,0.017568309955148,-0.495437943266646,0.939977895318765,0
6,AURA,-0.065333967930494,0.216066133930372,-0.8331886495751,1.32817499203983,0
7,AURA,-0.0356434668144958,0.136237474714559,-0.482371954932251,0.992251409708857,0
8,AURA,-0.0647239144752864,0.148859635978203,-0.550831985029851,1.17512805792242,0
9,AURA,-0.0607574154272473,0.209619297659004,-0.886154444464032,1.33170829135163,0
10,AURA,-0.038642024772576,0.0321577118144946,-0.607945623619293,1.07070227746248,0
1,Centre,0.233962176588997,0.863418639735556,-0.620776978068688,-2.83947133971135,0
2,Centre,0.16876641371105,1.14310102837724,-0.405213206961513,-1.65634646214745,0
3,Centre,0.261606484710666,1.22940675822035,-0.678416938462084,-2.02229783703465,0
4,Centre,0.231505856569825,1.2078453344586,-0.700586039153746,-1.54601749326563,0
5,Centre,0.292093885010392,0.852490016800118,-0.841269588174562,-3.18472989969229,0
6,Centre,0.310469250086987,0.996385375898295,-1.0704733397922,-2.04291418922322,0
7,Centre,0.242330555963854,1.00911245231702,-0.585661978052503,-3.37429985202209,0
8,Centre,0.283337264774308,0.784071316733551,-0.7355082193621,-3.44564043671488,0
9,Centre,0.251573401717532,1.21276912708701,-0.595547468280554,-2.59268118074913,0
10,Centre,0.303479391066154,1.17770978296853,-0.979071701084832,-1.65924544040348,0
1,BFC,-0.125773637706691,-0.526028509793685,-0.628981321206286,0.601544368213144,0
2,BFC,-0.143574925979377,-0.389159447138204,-0.57994729997084,0.635703666797397,0
3,BFC,-0.130821607102515,-0.411366602180154,-1.08758776356273,0.815994692253552,0
4,BFC,-0.119995707662608,-0.582565389414309,-0.463128367203874,0.363783060860764,0
5,BFC,-0.0918995836539055,-0.586619308909764,-0.385415604333036,0.0227253101329472,0
6,BFC,-0.133366888213266,-0.540255356984519,-0.151460700782174,0.145498909381769,0
7,BFC,-0.144148637700655,-0.310325093989549,-0.577137816101123,0.634836563392224,0
8,BFC,-0.118034771837932,-0.317886774741977,-1.13287094482674,0.782239229922473,0
9,BFC,-0.116371492796433,-0.435884534095119,-0.831773502992413,0.617211141356929,0
10,BFC,-0.10152217082483,-0.367795040458581,-0.663222581897854,0.484367489795231,0
1,Normandie,0.0120544286624256,1.35497149442438,1.52849264059019,-0.112367706609623,0
2,Normandie,0.123553636111095,1.14467405638278,1.36804491256269,-2.08477887966948,0
3,Normandie,0.0877121155596219,1.24426789163383,1.43098320147366,-1.05245379149055,0
4,Normandie,0.0479332372508054,1.24848464906647,1.52100478867834,-1.29791637289333,0
5,Normandie,0.114222436591342,1.03892884401809,1.40922313918075,-1.72197988552821,0
6,Normandie,0.115122585958319,1.13448703251178,1.35100806957021,-3.15115507072323,0
7,Normandie,0.0998409888873227,0.921200849151027,1.45433234835837,-1.72977879753136,0
8,Normandie,0.134144610451229,1.17013010929785,1.38017554164104,-3.39922168413342,0
9,Normandie,0.0899349282956349,1.16131830935049,1.33188981552344,0.666463370575254,0
10,Normandie,0.0793754173819259,1.14587293111272,1.49055230559789,-0.0804477145550089,0
1,HDF,-0.0462413048875944,0.904473564145664,1.22862773264516,-1.62247772082979,0
2,HDF,-0.084461237566122,0.73298511916095,1.36128551837186,-0.878212061209641,0
3,HDF,-0.0604458159810613,0.723225434062806,1.27896158969215,-0.886191982179615,0
4,HDF,-0.090694465056876,0.83653069364216,1.4108146970063,-1.25554581832522,0
5,HDF,-0.0359576622000275,0.478596911955367,1.2436949213443,-2.22925429102638,0
6,HDF,-0.0273653115756925,0.672015734857085,1.18920186715108,-2.34932765723049,0
7,HDF,-0.0532213353199427,0.923972213185653,1.30755548128462,-1.52799143368477,0
8,HDF,-0.0633989186747164,0.634767269230111,1.28872042841591,-1.08658870996678,0
9,HDF,-0.047815071413989,0.698932477660348,1.29924122549942,-2.45770720297172,0
10,HDF,-0.0570206332371242,0.756075421269992,1.21741864923418,-0.303250978030736,0
1,GrandEst,-0.0307950774646046,0.591997546372803,-0.526588705964982,2.07982421105458,0
2,GrandEst,-0.0347850792776491,0.548700631279418,0.081183264046612,1.93318239124081,0
3,GrandEst,-0.0276756763308673,0.551516718376807,-0.422398403994954,2.02180964614182,0
4,GrandEst,-0.0241748934128852,0.53444459449014,-0.0901256225340757,1.9151733697839,0
5,GrandEst,-0.0337697111544982,0.621722502001769,-0.729666060295781,2.11353323369071,0
6,GrandEst,-0.0356416227198939,0.536440343756477,-0.592382998974126,2.08731216644474,0
7,GrandEst,-0.027593928654389,0.67882065253268,-0.137350578199754,1.94904609297428,0
8,GrandEst,-0.0293903020179735,0.520138545059119,-0.108577056886177,1.96119250032955,0
9,GrandEst,-0.0141263745505297,0.56527957641635,-0.700414789076594,2.00775197710136,0
10,GrandEst,-0.0353767455831727,0.488072936566897,-0.72434452582589,2.11226418161595,0
1,PaysLoire,-0.154290449795228,-1.70910293141484,1.13537680013198,-0.0609027884125859,0
2,PaysLoire,-0.0694563659235097,-2.32710985652216,0.876394880693627,-0.489761249065177,0
3,PaysLoire,-0.128479875874698,-2.42030697872976,1.09017407850824,-1.06990385646648,0
4,PaysLoire,-0.235617606405371,-2.19834317064889,1.19222377611755,0.754340971042481,0
5,PaysLoire,-0.166034347014161,-1.63501555982892,1.09392088859792,-0.272033654877812,0
6,PaysLoire,-0.109024554153427,-2.14148516483142,0.932370767951897,-0.413024555518663,0
7,PaysLoire,-0.146008870101633,-1.86599998218559,0.705317860075705,1.09902134472389,0
8,PaysLoire,-0.154759823253587,-1.32816962779595,1.17539126170424,0.409768057873512,0
9,PaysLoire,-0.146298342622889,-1.72059752208091,1.05132531764462,0.527210349423047,0
10,PaysLoire,-0.197500237553199,-1.26348118838997,0.381491994553814,1.77722236087736,0
1,Bretagne,-0.143322088876271,0.963089774108597,0.488697272351492,-0.974899738682733,0
2,Bretagne,-0.131295153785597,0.442117382725301,0.435586107880576,-2.00460074232761,0
3,Bretagne,-0.0894638815164024,0.665086038021327,0.197953055562139,-1.59378903016271,0
4,Bretagne,-0.133488345045199,0.75408457338568,0.0329662157023546,0.333862035550561,0
5,Bretagne,-0.116430016912368,0.928422803265879,0.440487971275404,-2.05454810831876,0
6,Bretagne,-0.116316757012301,0.953692212003042,0.393332725871168,-1.58702771788593,0
7,Bretagne,-0.191473794689724,0.794615515411752,0.385077663340517,0.280972861515237,0
8,Bretagne,-0.142481468967642,0.691448824601696,0.135743581124218,0.276994629934909,0
9,Bretagne,-0.108070986403764,0.935144312080782,0.339309216940263,-0.891336128083231,0
10,Bretagne,-0.184545206280935,0.934891759565698,0.336534930396118,0.302516672288007,0
1,Occitanie,-0.0103704251509459,-0.94026204750931,-0.625413825987899,0.580872712357371,0
2,Occitanie,0.0299794831167802,-0.901278543237283,-0.228016170148337,-0.205168530004954,0
3,Occitanie,-0.0230901805716534,-0.673175820149353,-0.467380378769732,0.611525994491832,0
4,Occitanie,0.0479162356136474,-0.782446886910426,-0.912762681009442,0.439158928993362,0
5,Occitanie,0.0225686005026098,-0.977033907666578,-0.185990271379807,-0.108858060945173,0
6,Occitanie,0.00484401426705857,-1.09660418406239,-0.601678516198587,0.603744287745927,0
