rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
7,Occitanie,0.0446909729707802,-1.62861415527777,-0.0919417207705328,-0.879021459722828,0
8,Occitanie,0.0344501111444892,-1.17312420645907,-0.264002503603831,-0.139312193788498,0
9,Occitanie,0.0215509025061033,-1.01480599527222,-0.551755782673461,0.454034045129992,0
10,Occitanie,-0.0285086827695962,-0.956304852771025,-0.297838421574487,0.496677411232084,0
1,PACA,0.00707073101287829,-0.561108191449045,-1.72965505580048,1.03413367697976,0
2,PACA,0.0262856081015348,-0.638770171416564,-0.550695842739283,0.596768889398363,0
3,PACA,0.00373696228231965,-0.597874011857775,-0.887149008901342,0.810281189090014,0
4,PACA,0.0226530711636828,-0.676735831274598,-1.2958986682601,0.887449819582231,0
5,PACA,0.0575030793653737,-1.09920019808639,-2.06629387385691,0.827040642128892,0
6,PACA,0.00765689659741159,-0.791407232993182,-1.19295921540902,0.917800366514057,0
7,PACA,0.032214195158802,-0.653005098002073,-1.14596587509763,0.735807543691241,0
8,PACA,0.0581228691385513,-0.685113538689322,-1.21080061081038,0.698596497032839,0
9,PACA,0.0326622095820055,-0.794550245687591,-1.10705281826511,0.747044723630983,0
10,PACA,0.0518111242289227,-0.84799347259865,-1.01219061657476,0.63684095199396,0
