rep,id,b1,Dq,E0,A0,betat1
1,IDF,0.985406401770166,1.90354368630056,2377.00790627116,329.028966390085,-0.897173474626906
2,IDF,0.988199842227149,1.94836123376369,2377.14503303327,327.691583553725,-0.897173474626906
3,IDF,0.990809058576402,1.92886775710254,2672.57468952868,166.241588598638,-0.897173474626906
4,IDF,0.989638481179401,1.98692011756816,1963.84045637056,496.098236786753,-0.897173474626906
5,IDF,0.982805480143134,1.94277554618909,1935.70499481202,539.330836848616,-0.897173474626906
6,IDF,0.972132490421517,1.77784455343151,2459.82140461913,359.14142071858,-0.897173474626906
7,IDF,0.988078928378472,1.92115329257741,2223.28666689299,387.073194135329,-0.897173474626906
8,IDF,0.987597436634182,2.01250619696534,2735.09037185364,162.90757902289,-0.897173474626906
9,IDF,0.988017598548774,2.00760644295787,2287.75097914356,382.075765081088,-0.897173474626906
10,IDF,0.980493709527168,1.87057508132581,1946.2640673986,552.58638770592,-0.897173474626906
1,NAquitaine,1.06368546701989,0.442492538520634,489.655364411559,32.8684450326394,-0.897173474626906
2,NAquitaine,1.08279896363443,0.776219589166803,120.466362744989,198.213319830841,-0.897173474626906
3,NAquitaine,1.05625586295551,0.562848145825113,329.727468572153,112.646814445816,-0.897173474626906
4,NAquitaine,1.0630407281708,0.675614217964059,105.244518180746,211.051401195496,-0.897173474626906
5,NAquitaine,1.03748697364061,0.543680406291596,235.93201568673,173.56982816115,-0.897173474626906
6,NAquitaine,1.02886527457927,0.547025702994484,492.721415759099,81.0454363284452,-0.897173474626906
7,NAquitaine,1.06014564694682,0.584110544497632,129.991126195102,203.838185036475,-0.897173474626906
8,NAquitaine,1.06711164204915,0.561469819438964,139.63942156229,185.360006016549,-0.897173474626906
9,NAquitaine,1.05096640663608,0.674772376574815,229.473886534224,174.840906715667,-0.897173474626906
10,NAquitaine,1.06909305807519,0.600176085667188,185.653335685565,161.125970622052,-0.897173474626906
1,AURA,0.943236559100173,0.617375838876154,1398.80810921528,112.8849189057,-0.897173474626906
2,AURA,0.965804113413452,0.686806798960558,1365.73585505176,41.2660158032719,-0.897173474626906
3,AURA,0.943680302917809,0.590491585565456,1555.17809173682,33.0241923496709,-0.897173474626906
4,AURA,0.942077449931146,0.71441745667277,1599.09439319103,39.4055606739426,-0.897173474626906
5,AURA,0.954916257010934,0.665381303843499,1506.96604507429,20.9187664058558,-0.897173474626906
6,AURA,0.946488771936395,0.710023347509814,1477.99408293212,65.5395088990556,-0.897173474626906
