rep,id,b1,Dq,E0,A0,beta,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
5,3,-0.230760713814966,0.588263239838603,5.87746942405811,6.58520920059283,-0.373413840554387,-0.0421119193246554,0.0800741051042089,-0.994833137045452,1.20727648430459,0
1,4,0.0530066346916418,1.60845142598622,6.33388093463701,1.80002405503906,-0.373413840554387,0.241655429181952,1.10026229125183,-0.538421626466555,-3.57790866124918,0
2,4,0.107803344224816,1.37840657194588,6.01888972130998,1.28287544441316,-0.373413840554387,0.296452138715127,0.870217437211484,-0.853412839793579,-4.09505727187508,0
3,4,0.10119165040542,1.69214847493378,6.14168048016797,2.36849204334904,-0.373413840554387,0.28984044489573,1.18395934019939,-0.730622080935593,-3.00944067293919,0
4,4,0.0598114246592794,1.67676372649667,6.35134342368511,0.0498088919995129,-0.373413840554387,0.24846021914959,1.16857459176227,-0.520959137418454,-5.32812382428872,0
5,4,0.0985670964557392,1.50531201291175,6.11829836963886,1.95221270496553,-0.373413840554387,0.287215890946049,0.997122878177356,-0.7540041914647,-3.42572001132271,0
1,5,-0.308032058243668,0.0824510506305895,6.47817349408551,5.67377127647536,-0.373413840554387,-0.119383263753358,-0.425738084103805,-0.394129067018056,0.295838560187124,0
2,5,-0.33068784137399,0.108646424823114,6.3214111694992,5.93446015515454,-0.373413840554387,-0.14203904688368,-0.399542709911281,-0.55089139160436,0.556527438866301,0
3,5,-0.287423367382254,0.0364637980927525,6.15984594343671,5.75807669635625,-0.373413840554387,-0.0987745728919437,-0.471725336641642,-0.712456617666851,0.380143980068008,0
4,5,-0.293285818759765,-0.16624037593082,6.05727128657903,5.872595504844,-0.373413840554387,-0.104637024269455,-0.674429510665214,-0.815031274524534,0.494662788555765,0
5,5,-0.302429882009491,-0.250502588647661,5.66198179972078,6.18106867984021,-0.373413840554387,-0.113781087519181,-0.758691723382056,-1.21032076138279,0.803135963551971,0
1,6,-0.0713143404195056,1.42951285319955,8.29868715002739,1.81425851604077,-0.373413840554387,0.117334454070805,0.921323718465156,1.42638458892383,-3.56367420024747,0
2,6,-0.081652975408791,1.65550620692597,8.30722181553658,4.01153979548673,-0.373413840554387,0.106995819081519,1.14731707219158,1.43491925443302,-1.36639292080151,0
3,6,-0.0444602776341491,1.44183258968348,8.22025647597447,2.66719794555118,-0.373413840554387,0.144188516856161,0.933643454949082,1.3479539148709,-2.71073477073706,0
4,6,-0.148222931668716,1.56979382552013,8.39256805279777,5.25617712817562,-0.373413840554387,0.0404258628215943,1.06160469078574,1.52026549169421,-0.121755588112622,0
5,6,-0.0748274667534938,1.70636490372152,8.19224716630029,4.89670816127202,-0.373413840554387,0.113821327736816,1.19817576898712,1.31994460519673,-0.481224555016216,0
1,7,-0.236270535650236,1.3915034029694,8.16651205020897,3.13549458971522,-0.373413840554387,-0.0476217411599254,0.883314268235009,1.29420948910541,-2.24243812657301,0
2,7,-0.290331772628365,1.30976623121106,8.33609292978759,4.64645437095239,-0.373413840554387,-0.101682978138055,0.801577096476666,1.46379036868403,-0.731478345335852,0
3,7,-0.258211888016424,1.26409109555071,8.21883560745856,2.06681427787271,-0.373413840554387,-0.0695630935261138,0.755901960816317,1.346533046355,-3.31111843841552,0
4,7,-0.243212589857652,1.20650521017449,8.18416961908085,3.92843792770796,-0.373413840554387,-0.0545637953673415,0.6983160754401,1.31186705797729,-1.44949478858028,0
5,7,-0.23474292164543,1.15402582849142,8.16773323871886,1.66420800243607,-0.373413840554387,-0.04609412715512,0.64583669375703,1.2954306776153,-3.71372471385217,0
1,8,-0.233954180365291,0.990085702786011,6.29789694247152,7.51902946062149,-0.373413840554387,-0.0453053858749809,0.481896568051616,-0.574405618632043,2.14109674433325,0
2,8,-0.233887475777295,1.07964067066853,6.71388895147278,7.43618280036224,-0.373413840554387,-0.0452386812869852,0.571451535934133,-0.158413609630783,2.058250084074,0
3,8,-0.212713146676624,1.0065573406595,6.86087734365457,7.29184623435093,-0.373413840554387,-0.0240643521863137,0.498368205925109,-0.0114252174489877,1.9139135180627,0
4,8,-0.209154130804903,1.05667498973231,6.5931826553438,7.36040081759895,-0.373413840554387,-0.0205053363145929,0.548485854997918,-0.279119905759764,1.98246810131071,0
5,8,-0.219820570543879,1.05062464586564,6.7153872241932,7.38273491000596,-0.373413840554387,-0.0311717760535687,0.542435511131243,-0.156915336910365,2.00480219371772,0
1,9,-0.398334471813526,-0.986494349040764,7.47810910437623,7.23902969193545,-0.373413840554387,-0.209685677323216,-1.49468348377516,0.605806543272672,1.86109697564722,0
2,9,-0.37904946805275,-1.0432120065087,8.15557505680991,5.02996022912996,-0.373413840554387,-0.190400673562439,-1.5514011412431,1.28327249570635,-0.347972487158282,0
3,9,-0.317123202980025,-1.0798598275854,8.02560309152475,4.37431627431079,-0.373413840554387,-0.128474408489715,-1.58804896231979,1.15330053042119,-1.00361644197745,0
4,9,-0.35411410320954,-1.75094111060571,7.71307528654263,6.51596087437085,-0.373413840554387,-0.16546530871923,-2.2591302453401,0.840772725439066,1.13802815808261,0
5,9,-0.333864790285044,-1.87269684127209,7.85678557984802,6.00238902935293,-0.373413840554387,-0.145215995794733,-2.38088597600648,0.984483018744458,0.624456313064695,0
1,10,-0.294324349912758,1.26912632894647,7.22172340949,1.61132532212797,-0.373413840554387,-0.105675555422448,0.760937194212071,0.349420848386441,-3.76660739416027,0
2,10,-0.365687828252129,1.34970508611373,7.45178128032635,2.57774180493715,-0.373413840554387,-0.177039033761819,0.841515951379339,0.579478719222783,-2.80019091135109,0
3,10,-0.325196072646975,1.33993808308613,7.3537235717404,4.24849801272211,-0.373413840554387,-0.136547278156664,0.831748948351738,0.48142101063684,-1.12943470356613,0
4,10,-0.360096955086221,1.55871269621142,7.49463919281966,3.1515726962825,-0.373413840554387,-0.171448160595911,1.05052356147702,0.622336631716096,-2.22636002000574,0
5,10,-0.396833706757101,1.65853907258975,7.57998248415692,3.51353985007629,-0.373413840554387,-0.208184912266791,1.15034993785535,0.707679923053354,-1.86439286621195,0
1,11,-0.157375578408619,-0.287019715192986,5.90435160502389,5.88985861453951,-0.373413840554387,0.0312732160816916,-0.79520884992738,-0.967950956079672,0.511925898251275,0
2,11,-0.220516194963642,-0.228065721514635,5.35357524680214,6.41175020772033,-0.373413840554387,-0.031867400473332,-0.736254856249029,-1.51872731430142,1.0338174914321,0
3,11,-0.196700081848353,-0.316171896316563,6.47262193651918,5.85445368237391,-0.373413840554387,-0.00805128735804284,-0.824361031050958,-0.399680624584383,0.476520966085667,0
4,11,-0.178453002230651,-1.07522393795147,6.40387207275842,5.67194362425894,-0.373413840554387,0.0101957922596596,-1.58341307268587,-0.468430488345147,0.294010907970699,0
5,11,-0.16071743538717,-0.583091802634241,6.4836008799522,5.46094732559118,-0.373413840554387,0.0279313591031403,-1.09128093736864,-0.388701681151359,0.0830146093029427,0
1,12,-0.177931208657772,-0.139927788724402,6.23464832101971,6.10239414488119,-0.373413840554387,0.0107175858325379,-0.648116923458797,-0.637654240083847,0.724461428592954,0
2,12,-0.151431963302842,-0.108510183781065,6.05474575763498,6.00640932666248,-0.373413840554387,0.0372168311874679,-0.616699318515459,-0.817556803468579,0.628476610374244,0
3,12,-0.190135340137446,-0.141776355301265,5.76591960976908,6.33280498900471,-0.373413840554387,-0.00148654564713596,-0.64996549003566,-1.10638295133448,0.954872272716468,0
4,12,-0.182289546962635,0.0151054986367133,6.10743280032726,6.19894156930755,-0.373413840554387,0.00635924752767533,-0.493083636097681,-0.764869760776298,0.821008853019308,0
5,12,-0.138572529562016,0.0269684546297074,5.90302742647525,6.01651885597323,-0.373413840554387,0.0500762649282939,-0.481220680104687,-0.969275134628309,0.638586139684997,0
