rep,id,b1,Dq,E0,A0,beta,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
1,1,-0.174236240232327,0.885568537397539,7.50269458203791,7.53113441484708,-0.373413840554387,0.0144125542579829,0.377379402663144,0.63039202093435,2.15320169855884,0
2,1,-0.174237624906026,0.867209605620995,7.27024955889594,7.64463065358743,-0.373413840554387,0.0144111695842847,0.359020470886601,0.397946997792376,2.26669793729919,0
3,1,-0.195295161143592,0.808034997435641,7.21873833423743,7.75560828311866,-0.373413840554387,-0.0066463666532815,0.299845862701246,0.346435773133866,2.37767556683042,0
4,1,-0.170876199588997,0.872324423427576,7.73675032572719,7.38606708065955,-0.373413840554387,0.0177725949013134,0.364135288693181,0.864447764623624,2.00813436437131,0
5,1,-0.175817198462697,0.808276948657651,7.38869002931623,7.56906030015769,-0.373413840554387,0.0128315960276132,0.300087813923256,0.516387468212671,2.19112758386945,0
1,2,-0.0216337673928033,-0.265724853580449,6.60888919223133,4.14783411568361,-0.373413840554387,0.167015027097507,-0.773913988314844,-0.263413368872235,-1.23009860060462,0
2,2,-0.0452154845240965,-0.219469282378818,5.80177636236191,5.60187510899589,-0.373413840554387,0.143433309966214,-0.727658417113213,-1.07052619874166,0.223942392707655,0
3,2,-0.119552030810212,-0.122619621457306,5.52208052817665,6.07970604792743,-0.373413840554387,0.0690967636800986,-0.6308087561917,-1.35022203292691,0.701773331639195,0
4,2,-0.0263715105291897,-0.0187735471949541,6.6922154504709,2.88259019020134,-0.373413840554387,0.162277283961121,-0.526962681929349,-0.180087110632662,-2.4953425260869,0
5,2,-0.0743578436675921,0.132389778540721,5.8978124620982,5.68625378542287,-0.373413840554387,0.114290950822718,-0.375799356193673,-0.97449009900536,0.308321069134632,0
1,3,-0.235896056326533,0.734337368321943,7.05108137816533,5.83784740617125,-0.373413840554387,-0.0472472618362229,0.226148233587548,0.178778817061765,0.45991468988301,0
2,3,-0.255413556395918,0.536898769228226,6.25082281330352,6.64414872986399,-0.373413840554387,-0.0667647619056073,0.0287096344938311,-0.621479747800038,1.26621601357575,0
3,3,-0.263793143218838,0.630995027537594,6.83468706053849,6.35045086019263,-0.373413840554387,-0.0751443487285282,0.122805892803199,-0.0376155005650736,0.972518143904389,0
4,3,-0.24600986833949,0.576605760744206,6.28399724520402,6.49436663900067,-0.373413840554387,-0.0573610738491796,0.0684166260098119,-0.588305315899542,1.11643392271243,0
