rep,id,b,Dq,E0,A0,eta_b,eta_Dq,eta_E0,eta_A0
1,1,0.917176190368924,0.577241768102254,5.6901507029505,7.36547363076495,0.123088541466871,0.672472350147989,-0.725786800095284,1.45216766435802
2,1,0.941909793442875,0.513719533011457,6.0756025023572,7.18054372221069,0.147822144540822,0.608950115057192,-0.340335000688584,1.26723775580377
3,1,0.923825760795633,0.521636768200241,5.87938088363653,7.32730325737663,0.129738111893581,0.616867350245976,-0.536556619409259,1.41399729096971
4,1,0.917884823490286,0.565817719133415,5.52922368131908,7.3772932166113,0.123797174588233,0.66104830117915,-0.886713821726707,1.46398725020437
1,2,0.954110303672298,-0.280052382469979,5.90503241244658,6.27066723808884,0.160022654770246,-0.184821800424244,-0.510905090599203,0.357361271681913
2,2,1.00568355135973,-0.4826668857591,6.85581861504278,4.36489290458595,0.211595902457681,-0.387436303713365,0.439881111996998,-1.54841306182098
3,2,0.926294656844032,-0.461208162718006,5.68223566651024,6.44318606895962,0.132207007941979,-0.365977580672271,-0.733701836535548,0.529880102552691
4,2,0.966012001928427,-0.310163579638978,6.97207593441903,4.65315020594851,0.171924353026374,-0.214932997593243,0.556138431373239,-1.26015576045841
1,3,0.853983457278084,-0.0352426029218948,5.82396397713085,6.70865055852389,0.0598958083760313,0.0599879791238401,-0.591973525914932,0.795344592116964
2,3,0.84266569312808,0.417201799098192,6.00034946584777,6.70268100892937,0.0485780442260276,0.512432381143927,-0.415588037198019,0.78937504252244
3,3,0.790772545297775,0.518843576632654,6.38891321197834,6.89660532064468,-0.00331510360427811,0.614074158678388,-0.0270242910674448,0.98329935423775
4,3,0.814225877690335,0.458790251433859,6.11744605764353,6.88872648586184,0.0201382287882826,0.554020833479594,-0.298491445402257,0.975420519454914
1,4,1.04762737824825,1.56796749506695,6.24314454063917,3.0198596675345,0.253539729346196,1.66319807711269,-0.172792962406614,-2.89344629887243
2,4,1.12613528918541,1.56183871216701,5.87000597141783,3.55126889942584,0.332047640283357,1.65706929421275,-0.545931531627953,-2.36203706698109
3,4,1.10606904990706,1.71170048166534,5.93541578333564,3.81843938139982,0.311981401005012,1.80693106371107,-0.48052171971015,-2.09486658500711
4,4,1.07840813407672,1.70636709291175,6.14852818893805,2.88590838270975,0.284320485174664,1.80159767495748,-0.267409314107734,-3.02739758369717
1,5,0.758280876385938,-0.253016657385767,5.32439283126273,6.36737489815852,-0.0358067725161145,-0.157786075340032,-1.09154467178305,0.454068931751593
2,5,0.731649316951448,-0.181164648239217,5.22313393725263,6.56587285866097,-0.0624383319506051,-0.0859340661934822,-1.19280356579316,0.652566892254038
3,5,0.699304706445285,-0.156088801434348,4.65948989250925,6.76926081771898,-0.0947829424567681,-0.0608582193886135,-1.75644761053653,0.855954851312055
4,5,0.744846436566502,-0.254648772369701,5.4323153410541,6.46209219011627,-0.0492412123355505,-0.159418190323966,-0.983622161991683,0.548786223709342
1,6,0.886830968095418,1.54512564357802,8.18584744073891,6.42222569826737,0.0927433191933653,1.64035622562376,1.76990993769312,0.508919731860443
2,6,0.927799626584966,1.43790629999523,8.30072213239921,1.61390082594813,0.133711977682913,1.53313688204097,1.88478462935343,-4.2994051404588
3,6,0.860471588175744,1.580536292354,8.40434697873953,5.3704549412441,0.0663839392736915,1.67576687439973,1.98840947569374,-0.542851025162824
4,6,0.858368788438931,1.62873148202757,8.39957628905202,4.83952731904605,0.0642811395368788,1.72396206407331,1.98363878600623,-1.07377864736087
1,7,0.823008349124815,0.855224771679509,7.61879406465511,5.32200998180681,0.0289207002227621,0.950455353725244,1.20285656160933,-0.591295984600112
2,7,0.804866911746881,0.991966392888358,7.82989445002615,4.1748644785213,0.0107792628448286,1.08719697493409,1.41395694698037,-1.73844148788563
3,7,0.819721693141902,0.979154150806244,7.75935266231185,4.02054916421945,0.0256340442398494,1.07438473285198,1.34341515926607,-1.89275680218748
4,7,0.803823180490631,1.19577226470775,7.7404811606084,5.3190989722597,0.00973553158857798,1.29100284675349,1.32454365756262,-0.594206994147225
1,8,0.795847880574786,0.749838475918851,5.99587203323666,7.49347909313903,0.00176023167273287,0.845069057964586,-0.420065469809125,1.58017312673211
2,8,0.807531652556367,0.834293233691356,6.38341287771428,7.36209223535999,0.013444003654314,0.929523815737091,-0.0325246253315026,1.44878626895306
3,8,0.79508314546669,0.819410622588222,6.18327192192764,7.45155130519206,0.000995496564637155,0.914641204633956,-0.232665581118141,1.53824533878513
4,8,0.800321478634904,0.813480749008574,6.16382082955996,7.45600216963356,0.00623382973285147,0.908711331054309,-0.252116673485829,1.54269620322663
1,9,0.700599169228862,-3.4336923803504,7.93290896095773,7.03495520889776,-0.0934884796731911,-3.33846179830467,1.51697145791194,1.12164924249083
2,9,0.777008233114215,-1.7886512575983,7.73652531820509,6.74761633069296,-0.017079415787838,-1.69342067555256,1.3205878151593,0.834310364286035
3,9,0.640889895600908,-2.02576741082959,7.18796540842361,7.81780572262464,-0.153197753301145,-1.93053682878386,0.772027905377821,1.90449975621771
4,9,0.735287148230807,-2.32646718236298,6.3788054453539,7.65923435015196,-0.0588005006712462,-2.23123660031725,-0.0371320576918901,1.74592838374503
1,10,0.695806855364973,1.31004688018543,7.24245073241565,4.42908136251498,-0.0982807935370801,1.40527746223117,0.826513229369861,-1.48422460389194
2,10,0.691088391052991,1.11946093285325,7.27167041165118,2.81623567154386,-0.102999257849062,1.21469151489898,0.855732908605398,-3.09707029486307
3,10,0.708588661563457,1.21851755324066,6.8808605381244,5.79619861520066,-0.0854989873385956,1.31374813528639,0.46492303507861,-0.117107351206269
