rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_betat1
1,PACA,0.0172128579176712,-0.235940816967401,-0.660105890558649,0.434907043293416,-0.0646770678197564
2,PACA,0.0078703607556278,-0.0462214174405518,-0.15519006245918,0.228233195862215,-0.0876285397620581
3,PACA,0.0148169871060377,-0.22761171987041,-0.272281319145243,0.193818868169857,-0.0652334947218293
4,PACA,-0.0492796802307388,-0.130484002549012,-0.342896353265813,0.587363754590574,0.0754516326569795
5,PACA,0.00852094114785838,-0.0995469771436968,0.171338120926221,-0.492436670061454,-0.034733388886359
6,PACA,-0.0683301155585982,-0.0962288262772701,-0.446442517694086,0.696847110208934,0.133319007621859
7,PACA,0.0143293654142238,-0.322309551646883,0.0354070401427828,-0.445420108886672,-0.062780647259734
8,PACA,0.0138245669782878,-0.25589659643886,-0.803635349013089,0.551190893508271,-0.013069009140041
9,PACA,-0.0622105505500032,-0.0278461424303092,-0.43485746197933,0.716839406843296,0.103922780139874
10,PACA,-0.0048487153578481,-0.0450934925409733,-0.422434731678932,0.430893047758763,-0.0430128144341848
