rep,id,b,Dq,E0,A0
1,IDF,0.978056282088088,4.6622510971937,531.755876577339,2642.71467410357
2,IDF,0.990056563802052,4.25274045869749,124.370624320695,2790.47807198316
3,IDF,1.03542444889905,3.80525555854311,151.751693117524,2300.35264738235
4,IDF,0.986086339557839,4.18607920618527,264.262113994866,2704.75657649386
5,IDF,0.986673624667462,4.16874087782134,316.963895263339,2617.47802135873
6,IDF,0.995771566025291,4.25634714208846,99.6486869648622,2713.59599673746
7,IDF,1.00548173937348,4.14793148478403,157.481085968155,2550.46710423035
8,IDF,0.98737608559583,4.01400777651971,191.720379377221,2702.60664402595
9,IDF,1.00274484225427,3.82907429096483,97.2039089071702,2604.49648214888
10,IDF,1.00703921408562,3.9050486069872,364.115080201671,2458.39711484801
1,NAquitaine,1.0420427677524,2.02431124520582,388.704637639468,881.459852596739
2,NAquitaine,0.953060333846553,2.67398726421964,145.239833181398,1403.27947907718
3,NAquitaine,0.925326584551522,2.39626899430174,398.438306260417,1371.57983733418
4,NAquitaine,1.03254887226548,1.85403931025928,532.913323362029,909.308409785966
5,NAquitaine,1.08632346336917,1.2787288047379,332.422789435607,847.221585689768
6,NAquitaine,0.937444110627513,1.78093760750791,277.217809371915,1370.98907309925
7,NAquitaine,0.980093697681416,2.68565061041262,258.308980052499,1212.28712978764
8,NAquitaine,1.06761056680798,1.36034712835778,278.646267076187,853.153211974328
9,NAquitaine,0.996837241463378,1.74376616512953,365.408045511934,1054.26000318328
10,NAquitaine,1.05846025897256,1.08385290230031,320.913972563598,878.077327761844
1,AURA,0.877358551699599,3.35216792439382,332.739507646173,1568.91387878611
2,AURA,0.830485667473601,4.34122916874212,189.316421442983,1994.60844914959
3,AURA,0.87219222006849,4.31653351652629,235.275041607492,1673.01065832999
4,AURA,0.846302523564862,4.6000681393282,465.81338196467,1729.09047371836
5,AURA,0.865340167994158,3.86651648061096,313.490488412149,1636.29045521427
6,AURA,0.864648115409985,4.61377544991437,1003.54384394368,1344.75856089579
7,AURA,0.875875950454068,3.52863030381628,464.249209430343,1504.87915802681
8,AURA,0.841624061437507,4.36313861362609,380.012035350687,1816.11583168882
9,AURA,0.841075297731157,4.07087422500082,237.64895040104,1872.43789584396
10,AURA,0.844193290113751,3.62823325600103,461.356295980456,1696.93816676863
1,Centre,1.35097351685546,7.88376522193394,463.992131968884,116.601325292054
2,Centre,1.2846060604609,8.42925530243875,548.488784941977,120.425856054208
3,Centre,1.27426206751345,9.49304803023079,470.855644662296,122.615263745236
4,Centre,1.22795622341623,9.93730653861367,311.627786502082,287.802427618138
5,Centre,1.30399260872941,9.49037890791526,502.167809880408,122.752422371308
6,Centre,1.39140094825528,6.50069213037633,564.153756906535,39.0550024823756
7,Centre,1.24151919848568,11.4978682261684,558.614428436745,181.750596825698
8,Centre,1.28753189329305,7.45429083549805,420.76470077335,155.731964796966
9,Centre,1.33197987422573,9.40086312122518,524.217901890031,62.7539721239952
10,Centre,1.25300615095789,12.0031485855086,484.225038723794,156.956946476316
1,BFC,0.704994350812258,2.06044563952527,280.671757381422,1293.62124801376
2,BFC,0.7608857564347,2.00649780068833,852.45632081551,756.266520961692
3,BFC,0.755278657237612,2.32912913160511,511.667187004525,947.429874614856
4,BFC,0.728056813919212,2.31288939669115,431.773189065204,1081.10727405517
5,BFC,0.754265051340342,2.34732096432214,434.970284360412,931.291834417857
6,BFC,0.756675691265833,2.1786823237047,363.731485849402,988.212561153869
7,BFC,0.755677896889955,2.06640495555871,345.800449995494,1030.65683078361
8,BFC,0.758086326628573,2.24802507230514,261.770596401944,1115.19506296075
9,BFC,0.783067147558163,2.34919423282827,380.550557712488,915.572666411109
10,BFC,0.730067061231784,2.47301281091176,584.905699263735,1014.98255528982
1,Normandie,0.983184002216445,12.0699816149361,4085.40058706375,1608.3496834574
2,Normandie,0.9827787645227,9.81469393058521,5126.57169024327,840.571836705472
3,Normandie,1.15389125832902,10.4445445418385,4435.88738651156,454.245318050027
4,Normandie,1.07093124171496,11.261963397631,5241.81798872859,462.060152826822
5,Normandie,1.03436217172362,11.1210501729979,4185.40225565282,1089.93393911515
6,Normandie,0.990192177446426,10.3020370343246,5200.32620890242,487.124915443374
7,Normandie,1.11084330745421,10.9002068037837,5610.331661779,112.391517592742
8,Normandie,1.00218618129603,10.6589972889774,6437.8729165861,120.334251045326
9,Normandie,0.971612086655064,11.5798163549969,5184.50392016351,1288.51147309483
10,Normandie,1.10778993482356,8.43914129143276,3754.35275047859,961.256188733199
1,HDF,0.862604318870499,7.77582670611076,3587.77761207605,176.79945765807
2,HDF,0.887982596675288,7.35686285251289,3004.55419994519,297.161704264701
3,HDF,0.882860145785628,7.91140231192457,2146.41195702274,802.089984656118
4,HDF,0.865592461549087,7.27079622272144,2928.04124982547,556.667056451587
5,HDF,0.836690347067918,8.70448647392383,2729.91771965246,872.714992821581
6,HDF,0.906781964577226,7.69103114629021,2640.72419135529,301.213794001758
7,HDF,0.871615331344615,9.79122685075077,2572.99671804516,721.621986290042
8,HDF,0.916653424089456,6.29065202466862,2891.36668199654,152.542986664405
9,HDF,0.861705746586949,8.92040209905406,2153.48061808564,1024.81320530884
10,HDF,0.90409493544742,7.00597448223664,2772.6562289858,336.936999580677
1,GrandEst,0.812633242226931,6.5611208955274,421.886363829667,3375.80259409582
2,GrandEst,0.813141161178745,6.519434169562,543.035610355479,3170.74307180163
3,GrandEst,0.803167829229287,6.41382468593916,389.795320399878,3391.69183775185
4,GrandEst,0.782448809650425,6.88477284317629,336.799440393996,3697.42601279902
