rep,id,b,Dq,E0,A0,De
2,Bretagne,1.14507267423119,3.71008474182079,55.5197426712445,279.711342649808,0.186623898745522
3,Bretagne,1.15304736885066,3.35711380767947,99.1751736977469,285.869151288876,0.286771260988874
4,Bretagne,1.25215941841274,3.38047710379345,434.076413646671,190.824648643421,1.16162988712093
5,Bretagne,1.18499802588677,3.55141829566162,139.515639921047,174.224329433946,0.343094539466586
6,Bretagne,1.16273264371931,3.00053432149487,67.0069743084396,231.517710293721,0.209814562612788
7,Bretagne,1.15760068325709,2.62794216480986,68.5201888309449,251.656638574494,0.202039089352056
8,Bretagne,1.23529634628801,3.26305162619896,232.876018827018,174.257317714593,0.746301022478831
9,Bretagne,1.24266533559848,4.91244779380188,222.174644848071,155.040672999925,0.681167475026563
10,Bretagne,1.17016641414852,3.92742715182028,163.788226468966,235.434820382337,0.448779113743339
1,Occitanie,1.35183743350901,0.302081813846874,156.320597281409,289.931921368943,0.777231838175446
2,Occitanie,1.28317228585932,0.523509326519779,118.591942502438,254.673837175507,0.409171989664845
3,Occitanie,1.48026310107346,0.705854544918368,90.8581401508411,445.973641884451,1.52955916011563
4,Occitanie,1.42158858281915,0.49116976312903,70.1363095079079,337.75240651159,1.00771124407907
5,Occitanie,1.34078563635046,0.429020069650049,67.1848657829063,364.429767199803,0.723403160658442
6,Occitanie,1.32091326796023,0.36103642487448,48.9527595935482,337.218792378577,0.589466978591063
7,Occitanie,1.47751623359894,0.422656532457784,260.485603995689,231.393793730427,1.30241181335734
8,Occitanie,1.43950646043644,0.449138494855829,115.315111462561,291.111030838924,1.07505071042601
9,Occitanie,1.32480963891245,0.477292379452347,70.8864767488834,320.306892444075,0.604471177261727
10,Occitanie,1.27943837886784,0.670405895423988,51.7016198313391,346.459845554397,0.45807608159704
1,PACA,1.46251504598577,0.775140097589551,39.2784927028886,564.519461032161,1.45762354538371
2,PACA,1.41745704287987,0.825103121111974,31.4314530152688,549.291997854528,1.16973656751848
3,PACA,1.3861851220134,0.778476665972735,21.7619956265622,457.829370562787,0.912966488509513
4,PACA,1.46620955997448,0.871379592383938,29.2839209670728,555.207953775592,1.38795006943039
5,PACA,1.42083196077058,0.710195736142407,49.3453999812455,487.209582512712,1.12106111997955
6,PACA,1.43250638634993,0.631643707301731,39.024093781651,453.60638437428,1.1125059311027
7,PACA,1.34960576269343,0.836295884917577,30.6262332022652,465.851994791085,0.764296670497868
8,PACA,1.37287502605535,0.610156522151225,45.4776382781246,460.06724082178,0.877540408670212
9,PACA,1.37596521974018,0.731461509475107,68.6825167521593,473.995318277631,0.933770915730712
10,PACA,1.42415081581088,0.72311602386446,43.5099701683154,412.649374318037,1.00750581766446
1,Corse,1.05036167170464,0.00796605911859282,94.3205157524313,189.897460832322,0.539792415748527
2,Corse,1.03986586892012,0.0457551135231019,90.196875410695,177.742462602948,0.404094348512618
3,Corse,1.0052535237182,0.0168752950451602,224.158791565036,203.967883773275,1.36183250447133
4,Corse,1.02978614604135,0.0522364389977606,77.5772878602895,200.624140543827,0.367591453912442
5,Corse,1.0487815092581,0.00501724680420809,54.6247198669211,227.289925243087,0.409599417948181
6,Corse,1.05496742017027,0.0530183805003812,90.7817680381219,196.187511622865,0.518225821439059
7,Corse,1.01542237741643,0.0893293359881077,218.73286808561,232.310170149955,1.62313547567605
8,Corse,0.999129726113263,0.0438311514203965,73.1375391191282,248.668700486246,0.403750495180069
9,Corse,1.0412068670495,0.0154508471856004,99.4135660164436,168.42774904672,0.532505553686194
10,Corse,1.02186084020145,0.0117841891047082,37.29014402685,241.099708819568,0.128803044290016
