rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
7,HDF,-0.0910954820699643,0.614659892737977,1.3026261229485,-0.578325335748679,0
8,HDF,-0.0700531352634804,0.743409956979618,1.30032126389859,-2.56299141954937,0
9,HDF,-0.0816101070405601,0.862021092886585,1.33809087830966,-1.01701279866633,0
10,HDF,-0.041803234362035,0.468857550948521,1.17491332741564,-1.21520967655554,0
1,GrandEst,-0.0474235783985881,0.543538261978626,-1.00223414915082,2.21275405106353,0
2,GrandEst,-0.0359219460105423,0.543398919736085,-0.843067503936416,2.1618094789111,0
3,GrandEst,-0.0419627813297243,0.536615384404036,-0.251743997432809,2.06309954485898,0
4,GrandEst,-0.0319044681427257,0.528843010386573,-0.15686572485563,1.97978287303745,0
5,GrandEst,-0.0413264462614006,0.578074764867873,-0.529255574678256,2.15456873573393,0
6,GrandEst,-0.0343296387371219,0.639209329224541,-0.658207184077892,2.15770260073019,0
7,GrandEst,-0.0322598253293825,0.541104854266764,-0.430029652246369,2.07901791806858,0
8,GrandEst,-0.0287851379492995,0.545238185666404,-0.307381551111089,2.02372912032932,0
9,GrandEst,-0.0254911742362183,0.504027314785045,-0.060411869429366,1.925993581886,0
10,GrandEst,-0.0424246371514949,0.628352751771821,-0.467758610952735,2.14386382431151,0
1,PaysLoire,-0.143158427696865,-2.00575447357147,1.09518799818284,-1.26600299747145,0
2,PaysLoire,-0.225032623577324,-0.910578125919856,0.851286596263879,1.60068121092015,0
3,PaysLoire,-0.11018478682127,-1.88945276966525,0.987685592265519,-0.249355793959969,0
4,PaysLoire,-0.05614289155461,-1.51524547626019,0.338997188400966,1.00608511512938,0
5,PaysLoire,-0.102267812059864,-1.54467356402559,0.621184048116294,0.762720928196759,0
6,PaysLoire,-0.143152997066721,-1.84830834652486,1.08297560193644,-0.378637694495496,0
7,PaysLoire,-0.0953721400343769,-2.47650637706543,0.731549278687506,0.394695332563534,0
8,PaysLoire,-0.136731629702945,-2.39623198353288,1.07313542412053,-2.38447782544896,0
9,PaysLoire,-0.237681071587378,-2.32795031414256,1.21147639097288,0.41063509754443,0
10,PaysLoire,-0.17254678911457,-1.67843881529979,1.03648169511246,0.21843149403401,0
1,Bretagne,-0.152809737034496,0.851788648435893,0.387528100277415,-0.443609779431984,0
2,Bretagne,-0.171932618581051,0.891880870151025,0.426837494885283,-0.458999378109677,0
3,Bretagne,-0.169355166440658,1.02593322196312,0.45416636608441,-1.26475309211712,0
4,Bretagne,-0.134045068651009,0.802397871518868,0.115072688345871,0.302650960195819,0
5,Bretagne,-0.15367488662904,0.738701024984362,0.446275490254028,-1.10002885275578,0
6,Bretagne,-0.151219862903641,0.851414535757907,0.466552736867459,-1.27944799571874,0
7,Bretagne,-0.147378120600052,0.599541069663509,0.47134942883929,-2.07141970028267,0
8,Bretagne,-0.149663013476102,0.714250753327371,0.408846337747414,-1.5756359888445,0
9,Bretagne,-0.117821016325366,0.751835414902834,0.31086060488443,-0.919652887842395,0
10,Bretagne,-0.123831432960128,0.898203797735479,0.427252640079248,-1.76759506159408,0
1,Occitanie,0.0203053069867234,-0.636547136632787,-1.02784409984837,0.720835159881971,0
2,Occitanie,0.0637303246967238,-0.965057868882474,-0.821925555635429,0.233937339522581,0
3,Occitanie,0.00896580337095266,-1.20654935150799,-0.880523215026003,0.602931891258844,0
4,Occitanie,0.0127139839742957,-1.56568463793582,-0.684512938777092,0.40317998530937,0
5,Occitanie,0.0105747007762126,-0.813585247240972,-0.492633100262796,0.318697745875244,0
6,Occitanie,-0.0107803847577577,-1.08707127567439,-0.436844409659951,0.468569104597415,0
7,Occitanie,0.0715964440853531,-1.37561694912274,-0.152284171161126,-2.66381362455117,0
8,Occitanie,0.00632413759323772,-0.931184077244653,-0.560627085184636,0.436039154452225,0
9,Occitanie,0.0209502577115795,-1.03471208621054,-0.789946490179961,0.563238138435122,0
10,Occitanie,0.0181769111931978,-0.989684061617518,-0.520643733264032,0.34816485065153,0
1,PACA,0.023392243760526,-0.838166151462016,-1.50172920422847,0.958311331987929,0
2,PACA,0.0140699395578282,-0.573376399672479,-1.1188117439967,0.882326874192998,0
3,PACA,0.00641312142347684,-0.652362565155905,-1.28907426265453,0.967490594874959,0
4,PACA,0.0244487514356132,-0.589988254181986,-0.821035819842724,0.702055702279303,0
5,PACA,0.0271116728784533,-0.750141391940891,-1.586175961038,0.977072733789889,0
6,PACA,-0.00755038863897539,-0.635453741575477,-1.43760727000789,1.08768853223014,0
7,PACA,0.0091696587133585,-0.73708230594325,-0.698608602496656,0.742233184951511,0
8,PACA,0.0329197466918298,-0.609460955025998,-1.00023936488742,0.762414566947255,0
9,PACA,0.0120928088974105,-0.807195921122193,-1.43283167761679,0.945003357951711,0
10,PACA,0.0479840576043139,-0.981104129792827,-2.41279034757003,0.926788872392775,0
