rep,id,b1,Dq,E0,A0,beta
3,Centre,1.14070986938803,3.87693465034058,268.005643507647,54.8069219883454,-0.377504212487225
4,Centre,1.03429183424363,4.80338475817669,491.36822575578,34.4402300491424,-0.377504212487225
5,Centre,1.07303088009857,5.34500186376893,456.108191203173,24.4767521914277,-0.377504212487225
6,Centre,1.10389173970529,4.65030393084044,423.266096918623,19.7218429643203,-0.377504212487225
7,Centre,0.971535747705933,5.11474273478586,680.497706232713,35.9721581311837,-0.377504212487225
8,Centre,1.03347626210271,7.09731464567816,577.912124502512,32.6538806783598,-0.377504212487225
9,Centre,1.02432625757177,6.47842122164904,540.255081400506,31.195850543817,-0.377504212487225
10,Centre,1.12500204471087,4.50391021471669,397.665029232113,7.51101267184246,-0.377504212487225
1,BFC,0.734050464744721,1.00953911782686,294.586106257516,499.779095057645,-0.377504212487225
2,BFC,0.734624229285231,1.05748910491851,269.513255934261,500.754551134381,-0.377504212487225
3,BFC,0.750786607031153,1.30726864280881,631.249457844958,276.374283213547,-0.377504212487225
4,BFC,0.749587622165331,1.1456329818938,514.972368360565,346.939695107137,-0.377504212487225
5,BFC,0.731124041704056,1.11828366648331,700.314767099262,268.779949829529,-0.377504212487225
6,BFC,0.719294532659592,0.902945368888184,196.186928231484,595.917903296333,-0.377504212487225
7,BFC,0.705717711926082,1.09134190597116,363.848341759313,546.352070258495,-0.377504212487225
8,BFC,0.715774846395559,1.08136790594621,540.157690781057,405.738144378962,-0.377504212487225
9,BFC,0.732974357494419,0.994673737281792,714.369071643534,271.03611453673,-0.377504212487225
10,BFC,0.752231219600343,0.956096966028447,795.437307023191,166.553960810761,-0.377504212487225
1,Normandie,0.887331405580388,5.28951076095689,4299.01643905645,38.9872341240751,-0.377504212487225
2,Normandie,0.878867368232676,5.53035641935973,4439.48441157124,77.8156672300114,-0.377504212487225
3,Normandie,0.915096442330639,4.27491410197054,3134.5281372436,516.594692802072,-0.377504212487225
4,Normandie,0.936572259986245,5.09307424125734,3768.30239667094,65.726602479365,-0.377504212487225
5,Normandie,0.881851137572972,4.31475076678436,4681.24228766624,22.5845477169931,-0.377504212487225
6,Normandie,0.90916307589562,4.99098571424908,3862.35883371184,139.142294920018,-0.377504212487225
7,Normandie,0.912436386543718,5.01518585676845,4111.80825037808,48.2143509085156,-0.377504212487225
8,Normandie,0.928475620997636,5.30682039722336,3943.64988747235,49.1450091971563,-0.377504212487225
9,Normandie,0.870509344458426,4.8360200397646,3865.94279369793,257.501752637834,-0.377504212487225
10,Normandie,0.936073737116554,5.19349411495561,3957.73467816715,52.2676954681865,-0.377504212487225
1,HDF,0.788607607284451,3.83238674339644,3386.87083651114,15.5832718866805,-0.377504212487225
2,HDF,0.785133975220103,3.40538243277239,3581.75782135321,8.89165020073119,-0.377504212487225
3,HDF,0.781045429686849,3.89883756277876,3535.52879731851,71.111857345418,-0.377504212487225
4,HDF,0.805063138136449,3.30749956237313,2946.79870508814,141.894231705543,-0.377504212487225
5,HDF,0.766521367869056,3.59963108265906,3747.32025793777,55.7121021961622,-0.377504212487225
6,HDF,0.793379683143411,4.2132742657143,3409.57960342401,38.3170109749037,-0.377504212487225
7,HDF,0.757531316456891,3.1156101948532,3699.17572174269,117.217725106552,-0.377504212487225
8,HDF,0.77364044568037,3.54371313811062,3690.65946126336,16.1088211589002,-0.377504212487225
9,HDF,0.764750971527276,3.98998001613874,3832.7201471211,75.5916359059708,-0.377504212487225
10,HDF,0.795807343756944,2.69291077332672,3255.66716671769,62.0008914403096,-0.377504212487225
1,GrandEst,0.791347178271195,2.9017192074544,369.07690014574,1910.48514351944,-0.377504212487225
2,GrandEst,0.800501506549549,2.90131490356177,432.754965819606,1815.59391392939,-0.377504212487225
3,GrandEst,0.795680385236575,2.88170033468042,781.71887069924,1644.93801958492,-0.377504212487225
4,GrandEst,0.803723972393619,2.85938949827163,859.519444928444,1513.44125333976,-0.377504212487225
5,GrandEst,0.796186865697428,3.00368507859662,592.28242967909,1802.49514432678,-0.377504212487225
6,GrandEst,0.801777166272409,3.19304324950348,520.626028734541,1808.15278127034,-0.377504212487225
7,GrandEst,0.803438414044552,2.89466672581901,654.066822105767,1671.33227635778,-0.377504212487225
8,GrandEst,0.80623496712268,2.90665610365497,739.413734737024,1581.43439623407,-0.377504212487225
9,GrandEst,0.808895054559139,2.7893049538149,946.553320571821,1434.18499835262,-0.377504212487225
10,GrandEst,0.795312980468932,3.15856522348149,629.849285880703,1783.30250450364,-0.377504212487225
1,PaysLoire,0.719101080557078,0.226731372330156,3006.18517779153,58.9303030922374,-0.377504212487225
2,PaysLoire,0.662571009905087,0.67786102061081,2355.54115349207,1035.91425141239,-0.377504212487225
3,PaysLoire,0.743207719015857,0.25469522616382,2699.77783486406,162.87819403642,-0.377504212487225
4,PaysLoire,0.784477168815759,0.370285723106368,1411.25740328852,571.602348503703,-0.377504212487225
5,PaysLoire,0.749115028926448,0.359547697062359,1871.36468370704,448.128206977551,-0.377504212487225
6,PaysLoire,0.719104985739687,0.265393083786099,2969.69571858759,143.125339315825,-0.377504212487225
7,PaysLoire,0.75429853180344,0.141601111588888,2089.72645087786,310.149293079381,-0.377504212487225
8,PaysLoire,0.72373748058385,0.153436749228548,2940.61669070103,19.2571152172878,-0.377504212487225
9,PaysLoire,0.654243292309166,0.164279639449713,3376.90728082457,315.132610865842,-0.377504212487225
10,PaysLoire,0.698275393381782,0.31453067061016,2834.78356142265,260.028160197052,-0.377504212487225
1,Bretagne,0.712194197429722,3.94936093790578,1481.43615794284,134.121842625209,-0.377504212487225
2,Bretagne,0.698704385276284,4.11091651363773,1540.83024126895,132.073562821387,-0.377504212487225
3,Bretagne,0.700507585222137,4.70063850435423,1583.52006792318,59.0040064451166,-0.377504212487225
4,Bretagne,0.725684459679071,3.75903772721593,1128.12457106709,282.876215179552,-0.377504212487225
5,Bretagne,0.71157830936465,3.52706526155439,1571.07387794317,69.569731938642,-0.377504212487225
6,Bretagne,0.713327397144117,3.94788370825137,1603.25611127398,58.1432878353854,-0.377504212487225
7,Bretagne,0.716073087923279,3.06886012903791,1610.96491057909,26.3360504279429,-0.377504212487225
8,Bretagne,0.714438805417192,3.44187328528885,1513.35680279999,43.2381172828015,-0.377504212487225
9,Bretagne,0.737554028217617,3.57369667920639,1372.10286208704,83.3214110637783,-0.377504212487225
10,Bretagne,0.733134316676471,4.13699189054603,1541.47004233431,35.6861756813066,-0.377504212487225
1,Occitanie,0.846800955345254,0.89156047656344,359.744865447893,429.745683262772,-0.377504212487225
2,Occitanie,0.88438340542413,0.64191926454129,442.00165098121,264.091538315112,-0.377504212487225
3,Occitanie,0.83725289031997,0.504199012896578,416.84562854829,381.950237129245,-0.377504212487225
4,Occitanie,0.840396953941827,0.352072024795148,507.109133652897,312.79199749129,-0.377504212487225
5,Occitanie,0.838601028539983,0.746902878479167,614.375357439504,287.452084989551,-0.377504212487225
6,Occitanie,0.820882495597618,0.568186172114287,649.624668671329,333.928715704666,-0.377504212487225
7,Occitanie,0.8913675037399,0.425771773340513,863.466414138426,14.5638847220623,-0.377504212487225
8,Occitanie,0.835044066783595,0.664035977674695,573.99006498032,323.24081219122,-0.377504212487225
9,Occitanie,0.847347276391353,0.598728549304852,456.364888120787,367.086156001973,-0.377504212487225
10,Occitanie,0.845000544427121,0.626304294772632,597.405098180612,296.04849939756,-0.377504212487225
1,PACA,0.849419015167975,0.728767139943563,223.969519453823,544.936771073926,-0.377504212487225
2,PACA,0.841537267816674,0.949697971041116,328.46406112151,505.06408072997,-0.377504212487225
3,PACA,0.835118375509164,0.877570982092801,277.040833949571,549.961917236885,-0.377504212487225
4,PACA,0.850316907108209,0.934052040275379,442.395090673257,421.750599062562,-0.377504212487225
5,PACA,0.852584251773881,0.795824764538971,205.832598938957,555.25705759558,-0.377504212487225
6,PACA,0.823538229568672,0.892535837512055,238.801318521463,620.203079381625,-0.377504212487225
7,PACA,0.837423586192648,0.806285664810097,500.011236145708,439.040482689984,-0.377504212487225
8,PACA,0.857550532341444,0.916039470189435,369.813863735446,447.990938888009,-0.377504212487225
9,PACA,0.839875082402925,0.751690362660883,239.944463706328,537.732808068887,-0.377504212487225
10,PACA,0.870566734088765,0.631701061762738,90.0575423424525,528.026943605174,-0.377504212487225
