rep,id,b1,Dq,E0,betat1,betat2,eta_b1,eta_Dq,eta_E0,eta_betat1,eta_betat2
1,1,0.744023207610836,0.5535978691258,8.14147577854405,-0.184639116127823,-1.11303479184306,0.0311574478384722,0.534548945340907,1.42611373883986,0,0
2,1,0.753625066414376,0.558439087793516,8.08792041895108,-0.184639116127823,-1.11303479184306,0.0407593066420122,0.539390164008624,1.37255837924689,0,0
3,1,0.753896231226558,0.560970811206269,8.08502122751939,-0.184639116127823,-1.11303479184306,0.0410304714541951,0.541921887421376,1.36965918781521,0,0
4,1,0.743225126810641,0.522475790702751,8.15500091606262,-0.184639116127823,-1.11303479184306,0.030359367038278,0.503426866917858,1.43963887635844,0,0
5,1,0.750907000935739,0.555878083348485,8.10972807189397,-0.184639116127823,-1.11303479184306,0.0380412411633753,0.536829159563593,1.39436603218979,0,0
1,2,0.90160697576746,-0.691104721313273,5.79394256240177,-0.184639116127823,-1.11303479184306,0.188741215995097,-0.710153645098165,-0.921419477302413,0,0
2,2,0.890398221963999,-1.02601420304087,5.85842396529655,-0.184639116127823,-1.11303479184306,0.177532462191636,-1.04506312682577,-0.85693807440763,0,0
3,2,0.897304842711821,-1.04604734649801,5.79126494500189,-0.184639116127823,-1.11303479184306,0.184439082939458,-1.0650962702829,-0.924097094702296,0,0
4,2,0.884459710240076,-1.24185161227223,5.93633153832062,-0.184639116127823,-1.11303479184306,0.171593950467713,-1.26090053605712,-0.779030501383562,0,0
5,2,0.884228926125696,-1.03369287242893,5.86676214027944,-0.184639116127823,-1.11303479184306,0.171363166353332,-1.05274179621382,-0.848599899424747,0,0
1,3,0.689183140522174,-0.548597643889349,6.14021605995602,-0.184639116127823,-1.11303479184306,-0.0236826192501894,-0.567646567674241,-0.575145979748163,0,0
2,3,0.679880698199075,-0.59307923726734,6.39749832624502,-0.184639116127823,-1.11303479184306,-0.0329850615732883,-0.612128161052232,-0.317863713459166,0,0
3,3,0.685707773582518,-0.6791503145271,6.23711734232769,-0.184639116127823,-1.11303479184306,-0.0271579861898453,-0.698199238311993,-0.47824469737649,0,0
4,3,0.688110713106451,-0.3794707564334,6.30989421882372,-0.184639116127823,-1.11303479184306,-0.0247550466659127,-0.398519680218293,-0.40546782088046,0,0
5,3,0.690477338871579,-0.43530094657854,6.27627112937853,-0.184639116127823,-1.11303479184306,-0.0223884209007847,-0.454349870363433,-0.439090910325657,0,0
1,4,0.880422706092684,1.5038134585069,5.83170345270242,-0.184639116127823,-1.11303479184306,0.167556946320321,1.48476453472201,-0.883658587001761,0,0
2,4,0.90067555398758,1.46397096228073,5.43577161986788,-0.184639116127823,-1.11303479184306,0.187809794215217,1.44492203849583,-1.2795904198363,0,0
3,4,0.891806383152112,1.50933216304206,5.72653103842262,-0.184639116127823,-1.11303479184306,0.178940623379749,1.49028323925717,-0.988831001281561,0,0
4,4,0.886591904993337,1.4758351436044,5.7250400484427,-0.184639116127823,-1.11303479184306,0.173726145220974,1.45678621981951,-0.990321991261489,0,0
5,4,0.908946704626354,1.47058188476641,4.87700367736797,-0.184639116127823,-1.11303479184306,0.19608094485399,1.45153296098152,-1.83835836233622,0,0
1,5,0.631130757774652,-0.549345821013229,6.72802385863644,-0.184639116127823,-1.11303479184306,-0.0817350019977118,-0.568394744798121,0.0126618189322576,0,0
2,5,0.572561884816744,-0.354005857631723,7.04521263782467,-0.184639116127823,-1.11303479184306,-0.140303874955619,-0.373054781416616,0.329850598120489,0,0
3,5,0.6184606791119,-0.354717903436466,6.79366115377529,-0.184639116127823,-1.11303479184306,-0.0944050806604632,-0.373766827221358,0.0782991140711102,0,0
4,5,0.646412970491109,-0.334429766070997,6.61166075366286,-0.184639116127823,-1.11303479184306,-0.0664527892812542,-0.353478689855889,-0.103701286041322,0,0
5,5,0.633689611790004,-0.207965129165806,6.75313055486902,-0.184639116127823,-1.11303479184306,-0.0791761479823589,-0.227014052950698,0.0377685151648359,0,0
1,6,0.62772814749258,1.02632089486142,7.64689707365966,-0.184639116127823,-1.11303479184306,-0.0851376122797834,1.00727197107653,0.931535033955477,0,0
2,6,0.620120357431473,0.904741187328506,7.51721554930243,-0.184639116127823,-1.11303479184306,-0.0927454023408906,0.885692263543613,0.801853509598241,0,0
3,6,0.678248080933501,1.28428417644857,7.5725194164335,-0.184639116127823,-1.11303479184306,-0.0346176788388626,1.26523525266368,0.857157376729319,0,0
4,6,0.603156504325219,1.16333214319442,7.74083657034556,-0.184639116127823,-1.11303479184306,-0.109709255447144,1.14428321940953,1.02547453064137,0,0
5,6,0.620367919318883,1.18807706971111,7.71232835630007,-0.184639116127823,-1.11303479184306,-0.0924978404534801,1.16902814592622,0.996966316595884,0,0
1,7,0.593328538740739,0.681695205906496,6.68656441500578,-0.184639116127823,-1.11303479184306,-0.119537221031624,0.662646282121604,-0.0287976246984059,0,0
2,7,0.592298582301608,0.779521084111304,6.84426061214909,-0.184639116127823,-1.11303479184306,-0.120567177470755,0.760472160326411,0.128898572444905,0,0
3,7,0.596663476920116,0.789661993276722,6.85525627963463,-0.184639116127823,-1.11303479184306,-0.116202282852248,0.770613069491829,0.139894239930443,0,0
4,7,0.582816455572423,0.779066685275287,6.98903360846965,-0.184639116127823,-1.11303479184306,-0.13004930419994,0.760017761490394,0.273671568765468,0,0
5,7,0.588162373717469,0.702276924892426,6.83619298992573,-0.184639116127823,-1.11303479184306,-0.124703386054895,0.683228001107533,0.120830950221549,0,0
1,8,0.638718170130219,0.976607241754679,8.26265469559367,-0.184639116127823,-1.11303479184306,-0.0741475896421445,0.957558317969787,1.54729265588949,0,0
2,8,0.639502918430038,0.974204731957791,8.25376904054261,-0.184639116127823,-1.11303479184306,-0.0733628413423257,0.955155808172898,1.53840700083843,0,0
3,8,0.646602501766447,0.914881287600495,8.20567776024812,-0.184639116127823,-1.11303479184306,-0.0662632580059168,0.895832363815603,1.49031572054394,0,0
4,8,0.613448665197436,0.83631687849211,8.3435902394022,-0.184639116127823,-1.11303479184306,-0.099417094574927,0.817267954707217,1.62822819969801,0,0
5,8,0.640627517073869,0.934504071339246,8.25141569843395,-0.184639116127823,-1.11303479184306,-0.0722382426984948,0.915455147554354,1.53605365872977,0,0
1,9,0.838298601571691,-4.06952690922692,5.21628721690816,-0.184639116127823,-1.11303479184306,0.125432841799328,-4.08857583301181,-1.49907482279602,0,0
2,9,0.841102554328876,-3.79597812097899,4.93879016274741,-0.184639116127823,-1.11303479184306,0.128236794556513,-3.81502704476388,-1.77657187695678,0,0
3,9,0.836489701718782,-3.2932359543599,5.20905914917593,-0.184639116127823,-1.11303479184306,0.123623941946418,-3.31228487814479,-1.50630289052826,0,0
4,9,0.818698784471058,-4.23996810902027,5.81093480343842,-0.184639116127823,-1.11303479184306,0.105833024698695,-4.25901703280517,-0.904427236265765,0,0
5,9,0.825189199960417,-3.10823825839473,5.60717372117357,-0.184639116127823,-1.11303479184306,0.112323440188053,-3.12728718217963,-1.10818831853061,0,0
1,10,0.57200213505831,0.402354570599957,6.3691425873911,-0.184639116127823,-1.11303479184306,-0.140863624714054,0.383305646815065,-0.346219452313084,0,0
2,10,0.572529336106814,0.367015520729459,6.38337070747358,-0.184639116127823,-1.11303479184306,-0.140336423665549,0.347966596944566,-0.331991332230602,0,0
3,10,0.564584250597898,0.476582312245249,6.51655780606919,-0.184639116127823,-1.11303479184306,-0.148281509174465,0.457533388460356,-0.198804233634998,0,0
4,10,0.580679534350674,0.538594612318634,6.41283744339191,-0.184639116127823,-1.11303479184306,-0.132186225421689,0.519545688533742,-0.302524596312276,0,0
5,10,0.583204803641237,0.602446612780802,6.471425878696,-0.184639116127823,-1.11303479184306,-0.129660956131126,0.583397688995909,-0.243936161008185,0,0
1,11,0.721497671369041,-0.102136905295304,6.76906537494984,-0.184639116127823,-1.11303479184306,0.00863191159667764,-0.121185829080196,0.0537033352456557,0,0
2,11,0.729742179265105,-0.0172221311485503,6.7378283960738,-0.184639116127823,-1.11303479184306,0.0168764194927419,-0.0362710549334428,0.0224663563696117,0,0
3,11,0.728797264558159,-0.247849088932647,6.65519873090022,-0.184639116127823,-1.11303479184306,0.0159315047857956,-0.26689801271754,-0.0601633088039648,0,0
4,11,0.719651689773701,-0.182055475661977,6.7951101983599,-0.184639116127823,-1.11303479184306,0.00678593000133776,-0.201104399446869,0.07974815865572,0,0
