parameter,value,se_sa,rse_sa
b1_pop,2.03982854911429,0.0627002323827029,3.07379913914471
Dq_pop,1.0192315120609,0.372297563438185,36.5272814893052
E0_pop,824.982389217806,216.943558869294,26.2967502948742
betat1_pop,-0.184639116127823,0.0101637613566014,5.50466313409189
betat2_pop,-1.11303479184306,0.027625982179527,2.48204120679655
omega_b1,0.104765541729232,0.0213981511447313,20.4247988332225
omega_Dq,1.24499547578452,0.302850501339465,24.325429869424
omega_E0,0.88513073723889,0.19379134076846,21.8940923205288
