b_pop,0.007569,-0.0054792,0.047307,-1.0285,-0.010909,-0.00085821,0.0023239,-0.00021077,5.3644e-5
Dq_pop,-0.0054792,1.5246,2.4613,3.659,0.17106,0.013693,-0.12863,0.0045725,0.0071942
E0_pop,0.047307,2.4613,40283,-2503.2,-0.23775,0.052156,-0.96487,-0.19527,0.24921
A0_pop,-1.0285,3.659,-2503.2,93027,10.567,1.1477,-0.11879,-0.57157,-4.5018
Di_pop,-0.010909,0.17106,-0.23775,10.567,0.84998,0.0072258,-0.061995,0.014507,0.012921
omega_b,-0.00085821,0.013693,0.052156,1.1477,0.0072258,0.012537,-0.0072974,0.00010501,-0.0001375
omega_Dq,0.0023239,-0.12863,-0.96487,-0.11879,-0.061995,-0.0072974,0.1285,-0.0016693,-0.0041204
omega_E0,-0.00021077,0.0045725,-0.19527,-0.57157,0.014507,0.00010501,-0.0016693,0.046646,-0.00031138
omega_A0,5.3644e-5,0.0071942,0.24921,-4.5018,0.012921,-0.0001375,-0.0041204,-0.00031138,0.037148
