reg_id	date	day	init_I0	init_H0	obs_id	obs	isolation	popsize	ascertainement	ascertainementmin	ascertainementmax	ascertainementsd	IDname
REG-32	2020-03-14	12	36	0	2	19	0	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-15	13	36	0	2	19	0	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-16	14	36	0	2	30	0	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-17	15	36	0	2	42	0	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-18	16	36	0	2	49	1	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-19	17	36	0	2	45	1	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-20	18	36	0	2	42	1	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-32	2020-03-21	19	36	0	2	33	1	5962662	0.031078377112691	0.0260751535933705	0.0384574860394058	0.046546453609735	HDF
REG-44	2020-03-02	0	11	0	1	11	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-03	1	11	0	1	1	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-04	2	11	0	1	25	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-05	3	11	0	1	39	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-06	4	11	0	1	59	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-07	5	11	0	1	114	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-08	6	11	0	1	0	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-09	7	11	0	1	0	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-10	8	11	0	1	214	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-11	9	11	0	1	114	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-12	10	11	0	1	121	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-13	11	11	0	1	212	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-14	12	11	0	1	174	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-15	13	11	0	1	293	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-16	14	11	0	1	165	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-17	15	11	0	1	277	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-18	16	11	0	1	343	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-19	17	11	0	1	480	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-20	18	11	0	1	363	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-21	19	11	0	1	83	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-22	20	11	0	1	306	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-23	21	11	0	1	861	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-24	22	11	0	1	666	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-25	23	11	0	1	557	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-03	1	11	0	2	2	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-04	2	11	0	2	4	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-05	3	11	0	2	8	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-06	4	11	0	2	14	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-07	5	11	0	2	23	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-08	6	11	0	2	13	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-09	7	11	0	2	20	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-10	8	11	0	2	30	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-11	9	11	0	2	36	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-12	10	11	0	2	29	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-13	11	11	0	2	57	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-14	12	11	0	2	63	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-15	13	11	0	2	77	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-16	14	11	0	2	125	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-17	15	11	0	2	102	0	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-18	16	11	0	2	148	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-19	17	11	0	2	145	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-20	18	11	0	2	191	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-44	2020-03-21	19	11	0	2	138	1	5511747	0.0750275145625856	0.0653510720381585	0.0880675552194599	0.046546453609735	GrandEst
REG-52	2020-03-05	0	1	0	1	1	0	3801797	0.00831955922865014	0.00645685452835029	0.0116927365649683	0.046546453609735	PaysLoire
