b1_pop,1,-0.030008,0.0069902,0.013548,-0.099364,-0.073183,0.042775,-0.029381,-0.019652,0.065344
b2_pop,-0.030008,1,-0.014714,0.0071301,-0.030454,0.059691,-0.11185,0.027673,0.0058221,0.046399
Dq_pop,0.0069902,-0.014714,1,-0.00021748,0.002733,-0.024356,0.026887,-0.14043,0.0043744,-0.0095677
E0_pop,0.013548,0.0071301,-0.00021748,1,-0.19129,0.02231,-0.038488,0.0005542,-0.12562,0.14222
A0_pop,-0.099364,-0.030454,0.002733,-0.19129,1,-0.050577,0.14109,0.023261,0.018334,-0.66919
omega_b1,-0.073183,0.059691,-0.024356,0.02231,-0.050577,1,-0.19009,0.063006,0.0052514,0.095364
omega_b2,0.042775,-0.11185,0.026887,-0.038488,0.14109,-0.19009,1,-0.071379,0.0049418,-0.17755
omega_Dq,-0.029381,0.027673,-0.14043,0.0005542,0.023261,0.063006,-0.071379,1,-0.0031746,-0.0086218
omega_E0,-0.019652,0.0058221,0.0043744,-0.12562,0.018334,0.0052514,0.0049418,-0.0031746,1,-0.033509
omega_A0,0.065344,0.046399,-0.0095677,0.14222,-0.66919,0.095364,-0.17755,-0.0086218,-0.033509,1
