b_pop,0.012597,-0.0070942,12.786,-18.923,0.10662,-0.0029945,0.0062718,0.10129,0.028224,-0.16043
Dq_pop,-0.0070942,0.19401,-8.5004,13.349,-0.069313,0.002355,-0.029129,-0.067616,-0.018279,0.10888
E0_pop,12.786,-8.5004,15974,-23269,127.67,-3.83,7.7023,121.36,33.675,-197.14
A0_pop,-18.923,13.349,-23269,45706,-191.45,6.0963,-11.899,-185.93,-51.592,300.94
De_pop,0.10662,-0.069313,127.67,-191.45,1.0824,-0.031411,0.060951,1.0126,0.27839,-1.6329
omega_b,-0.0029945,0.002355,-3.83,6.0963,-0.031411,0.0016162,-0.0023932,-0.030991,-0.0081287,0.051222
omega_Dq,0.0062718,-0.029129,7.7023,-11.899,0.060951,-0.0023932,0.14438,0.059091,0.016328,-0.096841
omega_E0,0.10129,-0.067616,121.36,-185.93,1.0126,-0.030991,0.059091,1.0232,0.26286,-1.5698
omega_A0,0.028224,-0.018279,33.675,-51.592,0.27839,-0.0081287,0.016328,0.26286,0.10565,-0.4263
omega_De,-0.16043,0.10888,-197.14,300.94,-1.6329,0.051222,-0.096841,-1.5698,-0.4263,2.5879
