rep,id,b,Dq,E0,A0,Di,eta_b,eta_Dq,eta_E0,eta_A0,eta_Di
4,8,-0.540697921487424,2.12971584547792,5.79530170169011,8.35610809930262,3.27440241854657,-0.272175890123886,1.17463450244451,-0.625119150787296,1.29830760411226,0.532503061389184
1,9,-0.124723031634452,-2.65043083951342,7.71809205170607,7.78547858765556,2.07207967949502,0.143798999729086,-3.60551218254684,1.29767119922866,0.727678092465196,-0.669819677662362
2,9,-0.162631962103163,-3.67709924992347,7.58095586224723,7.60492525041908,2.14433304603861,0.105890069260376,-4.63218059295688,1.16053500976983,0.547124755228715,-0.597566311118778
3,9,-0.296090575666208,-1.69332832124517,7.70451503721266,8.02611602827128,2.26994469306301,-0.0275685443026695,-2.64840966427859,1.28409418473525,0.968315533080919,-0.471954664094372
4,9,-0.347820183578889,-0.216475751367096,8.18656251140255,8.02988484351241,2.14215996268427,-0.0792981522153502,-1.17155709440051,1.76614165892515,0.97208434832205,-0.599739394473118
1,10,-0.093580794320148,2.00945592516153,6.90692359054738,6.81878860501733,1.77120928247032,0.174941237043391,1.05437458212812,0.486502738069974,-0.239011890173038,-0.970690074687069
2,10,-0.88884519726112,2.76295580304718,7.02896842778324,7.48633755915053,4.60943788133446,-0.620323165897581,1.80787446001376,0.608547575305836,0.428537063960169,1.86753852417708
3,10,-0.44012581915617,2.50940708802596,7.17288176008724,6.18536704663603,2.79700326873325,-0.171603787792632,1.55432574499255,0.752460907609836,-0.872433448554334,0.0551039115758662
4,10,-0.741702398262955,2.85080063988455,7.27729924109056,7.07794584087612,3.55585436960826,-0.473180366899416,1.89571929685113,0.85687838861315,0.0201453456857577,0.813955012450876
1,11,-0.495704302956176,0.916002596741145,5.56011619774334,7.40017765379916,4.02308085169817,-0.227182271592638,-0.0390787462922707,-0.860304654734064,0.342377158608793,1.28118149454079
2,11,-0.309050486841091,0.645931323117379,6.48155842557312,7.23609040772475,2.82344440031442,-0.0405284554775525,-0.309150019916037,0.0611375730957144,0.178289912534382,0.0815450431570386
3,11,-0.2467846092372,0.454778570431533,5.50109837979653,7.22984637643663,2.77498947557627,0.0217374221263385,-0.500302772601883,-0.91932247268088,0.172045881246267,0.0330901184188885
4,11,-0.527375203096101,1.120077926656,5.84655444009693,7.59309262865409,3.65225928225343,-0.258853171732562,0.164996583622588,-0.573866412380474,0.535292133463728,0.910359925096044
1,12,0.167934477930698,0.229580524596063,4.92211450492645,7.13684911265223,1.75144442282169,0.436456509294237,-0.725500818437352,-1.49830634755096,0.0790486174618694,-0.990454934335694
2,12,-0.181189483927363,0.372581834824101,5.19135957103172,7.31135449963948,2.56578995140289,0.0873325474361752,-0.582499508209315,-1.22906128144568,0.253554004449118,-0.176109405754498
3,12,0.437659062903347,0.00456298266463168,5.07264838988236,6.89377896893301,1.32567097392437,0.706181094266886,-0.950518360368784,-1.34777246259504,-0.164021526257358,-1.41622838323301
4,12,0.102214828012243,0.14948513517289,4.92590841287495,7.15539900494184,1.88097361553006,0.370736859375782,-0.805596207860526,-1.49451243960246,0.0975985097514798,-0.860925741627324
1,13,-0.516806384668829,-3.6640024979978,6.58857948755688,6.08881078492285,1.07103069504093,-0.24828435330529,-4.61908384103122,0.168158635079474,-0.968989710267517,-1.67086866211645
2,13,-1.02779423113955,-2.76782669184254,6.51815053679134,6.87312395473805,1.32224787664933,-0.759272199776007,-3.72290803487596,0.097729684313931,-0.184676540452313,-1.41965148050805
3,13,-0.936136303336665,-1.97088021233938,6.277167529505,6.87027361086558,1.38534455146285,-0.667614271973126,-2.92596155537279,-0.143253322972408,-0.187526884324783,-1.35655480569454
4,13,-0.456119624789502,-2.37367479403205,6.37806840899011,6.25546582254669,1.02652828634773,-0.187597593425963,-3.32875613706546,-0.0423524434872942,-0.80233467264367,-1.71537107080966
