initE_pop,1,-0.027997,-0.01061,0.0019781,0.0016711,0.0022707,0.0032652,-0.0091798,0.0011399,-0.002118,-0.00039671,0.0042362
b1_pop,-0.027997,1,-0.044676,-0.021632,-0.044343,-0.096025,0.2061,0.02649,0.013561,0.022917,-0.0032504,-0.035099
betaw1_pop,-0.01061,-0.044676,1,-0.025085,0.0093718,0.0022591,-0.013671,0.01204,-0.021512,0.003659,-0.0027372,-0.004562
betaw2_pop,0.0019781,-0.021632,-0.025085,1,-0.071659,0.01622,0.020648,6.7427e-5,0.0024717,0.0049775,0.012196,-0.0051787
betaw3_pop,0.0016711,-0.044343,0.0093718,-0.071659,1,-0.10217,-0.026453,-0.0029609,-0.0030443,0.0052876,-0.051978,0.06504
betaw4_pop,0.0022707,-0.096025,0.0022591,0.01622,-0.10217,1,-0.025612,-0.0021045,0.007551,-0.0096304,0.021445,-0.16338
Dq_pop,0.0032652,0.2061,-0.013671,0.020648,-0.026453,-0.025612,1,0.00093212,0.00035218,-0.0045084,0.0046946,0.011653
omega_initE,-0.0091798,0.02649,0.01204,6.7427e-5,-0.0029609,-0.0021045,0.00093212,1,-0.014213,0.0010324,0.0025939,-0.0026963
omega_betaw1,0.0011399,0.013561,-0.021512,0.0024717,-0.0030443,0.007551,0.00035218,-0.014213,1,-0.0094868,-0.0021301,-0.017441
omega_betaw2,-0.002118,0.022917,0.003659,0.0049775,0.0052876,-0.0096304,-0.0045084,0.0010324,-0.0094868,1,-0.0032451,0.010008
omega_betaw3,-0.00039671,-0.0032504,-0.0027372,0.012196,-0.051978,0.021445,0.0046946,0.0025939,-0.0021301,-0.0032451,1,-0.00018936
omega_betaw4,0.0042362,-0.035099,-0.004562,-0.0051787,0.06504,-0.16338,0.011653,-0.0026963,-0.017441,0.010008,-0.00018936,1
