rep,id,b1,Dq,E0,A0,betat1
6,GrandEst,0.8658518067384,2.51523369794455,516.695573681566,1266.7036742199,-0.905324225838287
7,GrandEst,0.876873433284261,2.81404169496484,810.951887006943,1051.01856929976,-0.905324225838287
8,GrandEst,0.879504284048035,2.68450303502574,1002.45349235013,936.593800744999,-0.905324225838287
9,GrandEst,0.880807368621017,2.61697739077992,931.114141053709,977.819236661296,-0.905324225838287
10,GrandEst,0.884058224195744,2.51497397666961,738.849180661929,998.414128354888,-0.905324225838287
1,PaysLoire,1.04945097455313,0.0334314939600919,1190.60729125222,7.49646960364993,-0.905324225838287
2,PaysLoire,1.03900790395315,0.0501797839863403,1111.45334770151,93.302145550949,-0.905324225838287
3,PaysLoire,1.04613957961345,0.0552200066035886,1173.5339342307,59.6493860435656,-0.905324225838287
4,PaysLoire,1.03879900572397,0.0246623163668884,1194.85766916195,62.442973024494,-0.905324225838287
5,PaysLoire,1.03541200319411,0.130626863571774,844.955761953071,245.95025292055,-0.905324225838287
6,PaysLoire,1.06684240469263,0.0146079344865909,1110.97552252466,13.8197426690221,-0.905324225838287
7,PaysLoire,1.05598305147151,0.0495094915209417,993.103830256551,75.1074667843799,-0.905324225838287
8,PaysLoire,1.04624057214324,0.0604483077954915,1202.87351243703,29.8641929220214,-0.905324225838287
9,PaysLoire,1.07125913653045,0.0035505556467774,944.198590542135,82.1762439889383,-0.905324225838287
10,PaysLoire,1.05717383579399,0.0485682514456961,1062.77097317316,79.8493329978197,-0.905324225838287
1,Bretagne,0.869219977851516,1.8676760464067,807.80713363912,48.6032884125816,-0.905324225838287
2,Bretagne,0.84161007849768,1.38331293455609,856.78781369853,46.9598006950169,-0.905324225838287
3,Bretagne,0.872172487915227,1.64103673181263,729.565887159677,32.8229309111498,-0.905324225838287
4,Bretagne,0.886750753878423,1.86984304222739,825.771256741178,2.08955589384713,-0.905324225838287
5,Bretagne,0.861021723767634,1.5892631089786,752.486420443125,69.8496824433088,-0.905324225838287
6,Bretagne,0.876725068383928,1.83870347713548,859.117315267903,3.57847369901789,-0.905324225838287
7,Bretagne,0.880775981758699,1.96466068560073,816.250463156943,4.45076853236247,-0.905324225838287
8,Bretagne,0.864262800141451,1.89967087809154,902.863423480428,8.61651524261667,-0.905324225838287
9,Bretagne,0.860250481403412,1.46694819283199,827.056766029201,11.5386464131571,-0.905324225838287
10,Bretagne,0.89562019186178,1.92817030304929,741.697255436319,6.76810047823349,-0.905324225838287
1,Occitanie,0.923438845348583,0.642350892936619,882.870324321147,67.5714763604724,-0.905324225838287
2,Occitanie,0.939732228637285,0.730027150247307,838.595669568408,40.148704184687,-0.905324225838287
3,Occitanie,0.960755586582722,0.809734134326638,773.629852609875,25.1863664048391,-0.905324225838287
4,Occitanie,0.934163760034806,0.696414256960833,736.992189091472,107.792890387992,-0.905324225838287
5,Occitanie,0.929106711592028,0.74981940100136,906.664264375656,34.577600066536,-0.905324225838287
6,Occitanie,0.909091988999531,0.640047669601274,772.779423290049,127.330887298546,-0.905324225838287
7,Occitanie,0.917416312394357,0.769472727314516,968.335579302619,26.3552319064478,-0.905324225838287
8,Occitanie,0.972625588764676,0.753433314207264,774.115912457904,4.22845031398494,-0.905324225838287
9,Occitanie,0.935620776888034,0.640107335031253,829.886980453139,41.7520746349421,-0.905324225838287
10,Occitanie,0.93623088511762,0.836063021399948,558.651271385007,184.785426117076,-0.905324225838287
1,PACA,0.898372257479924,0.889614182391231,966.766266902577,141.578405340143,-0.905324225838287
2,PACA,0.913033069430054,1.11965339307475,929.450063132533,154.969576838306,-0.905324225838287
3,PACA,0.935172430352912,1.03894163214429,1074.85841315176,3.06503494977214,-0.905324225838287
4,PACA,0.910964269804984,0.909432257315995,801.918245888574,182.391496234063,-0.905324225838287
5,PACA,0.905182349952975,0.918762775596251,1010.23587307909,97.398823199173,-0.905324225838287
6,PACA,0.940666659581277,1.09049874239863,1008.39734390355,6.57783307945121,-0.905324225838287
7,PACA,0.906162469406881,0.969678089794724,993.552388522525,116.740049157171,-0.905324225838287
8,PACA,0.926856276378187,1.26061006301421,1139.92921551582,21.4539274079537,-0.905324225838287
9,PACA,0.917978205874815,1.06553893455429,959.357579198639,109.025944947467,-0.905324225838287
10,PACA,0.9211720572473,1.02616772670807,1091.03609115137,36.3314040194403,-0.905324225838287
