b1_pop,0.002688,-9.4064e-5,0.00036726,0.39318,-1.5074,-6.791e-5,0.00018961,-0.00079363,0.00018166,0.0050155
b2_pop,-9.4064e-5,0.003399,-0.00058902,0.098757,-0.28135,0.00017746,-0.00057739,0.00088375,3.7299e-5,0.0015778
Dq_pop,0.00036726,-0.00058902,0.22175,1.1396,-0.3325,-0.00097565,0.0020321,-0.029868,0.0012944,-0.0031975
E0_pop,0.39318,0.098757,1.1396,49145,-9396.6,0.26633,-0.36974,-1.876,0.18329,28.908
A0_pop,-1.5074,-0.28135,-0.3325,-9396.6,32262,-0.98547,1.3294,1.8038,-5.8061,-98.66
omega_b1,-6.791e-5,0.00017746,-0.00097565,0.26633,-0.98547,0.0028683,-0.00089003,0.0018738,0.00029953,0.0048339
omega_b2,0.00018961,-0.00057739,0.0020321,-0.36974,1.3294,-0.00089003,0.0078623,-0.0040329,-0.00024623,-0.0065725
omega_Dq,-0.00079363,0.00088375,-0.029868,-1.876,1.8038,0.0018738,-0.0040329,0.13943,-0.0023649,0.0012399
omega_E0,0.00018166,3.7299e-5,0.0012944,0.18329,-5.8061,0.00029953,-0.00024623,-0.0023649,0.048493,0.018265
omega_A0,0.0050155,0.0015778,-0.0031975,28.908,-98.66,0.0048339,-0.0065725,0.0012399,0.018265,0.48674
