rep,id,eta_b,eta_Dq,eta_E0,eta_A0
1,IDF,0.129265014020922,0.66619856425047,-0.547066334801841,1.45395561412285
2,IDF,0.132252753555298,0.496502516810374,-1.12836694345193,1.4695170081319
3,IDF,0.143234704802185,0.54946449848561,-1.11139143314754,1.43263818064923
4,IDF,0.138145411180384,0.612141316302684,-0.8457184828756,1.45179207811226
5,IDF,0.135867928778029,0.449353236493041,-0.488853719438225,1.38953775356557
6,IDF,0.138009857186037,0.637935924075746,-1.19944352423456,1.4517624120605
7,IDF,0.136638320553099,0.594728413779316,-0.671549407797344,1.42418230258732
8,IDF,0.141723241943621,0.542582075975597,-0.911806748209377,1.39532456574593
9,IDF,0.137741009594913,0.484004679528707,-0.937431965772203,1.42719923976465
10,IDF,0.135987250599141,0.563583831267398,-0.478660750643661,1.38666461754034
1,NAquitaine,0.163824559145775,-0.0757297615144601,-0.83589834598982,0.354979392975854
2,NAquitaine,0.144674178620538,0.0226192570772629,-0.796237451743098,0.535125483513856
3,NAquitaine,0.0863044981821195,0.0456082454934434,-0.37048624800543,0.66713962911433
4,NAquitaine,0.11650247144955,-0.287006333781874,-1.10891714237405,0.687913483586497
5,NAquitaine,0.157712004833029,-0.237121831614315,-0.4809525634478,0.387960625439987
6,NAquitaine,0.138902709026717,-0.0527674164132152,-1.09845856570258,0.602960276389908
7,NAquitaine,0.137598892209611,0.0899580569377176,-0.969364900628925,0.583798753138879
8,NAquitaine,0.171138166376481,-0.604352571427891,-1.29068524356213,0.413983671871224
9,NAquitaine,0.150354823688499,-0.213200397189377,-0.295375284214353,0.292038259453079
10,NAquitaine,0.153770512222973,-0.752301647040791,-0.618439959489218,0.34289698090311
1,AURA,0.0584816796853123,0.321960070582973,0.20603843544623,0.47025485443092
2,AURA,0.0420273697831293,0.460197383097863,0.0760842697486372,0.644837982311377
3,AURA,0.0540936037676231,0.475709044043042,-0.515146317169,0.777483164717251
4,AURA,0.0136568174230108,0.607992239376996,0.0157888945329277,0.868604548274499
5,AURA,0.0328846664090147,0.368330310892566,-0.0869587300443652,0.764436342511814
6,AURA,0.0187743838089773,0.604487555191465,0.142670584259926,0.840616072857343
7,AURA,0.0103674913354537,0.468140743158694,0.121325622797945,0.890342988840407
8,AURA,0.0272429170185643,0.542904233702385,-0.562174470210204,0.974842738724544
9,AURA,0.0306266892714123,0.531240554763807,0.0804612925672943,0.715533295286184
10,AURA,0.0393924886504407,0.293444339232778,0.474804837565622,0.420247177410423
1,Centre,0.334026194151803,1.42782431607031,-0.45504571940579,-1.6229625725425
2,Centre,0.272098542144785,1.45645273282839,-0.0338004388641845,-3.39496952017025
3,Centre,0.276095105923624,1.5345043609144,-0.231729907573229,-2.58916548237879
4,Centre,0.310381771349731,1.40440657544613,-0.677698843987453,-1.41694146648087
5,Centre,0.30513131400217,1.84214595690907,-0.40581928533917,-1.79329670126541
6,Centre,0.33139210921201,0.950357166030373,-0.279423098623031,-4.59311614419702
7,Centre,0.285740196538636,1.66447607031375,-0.21401914477373,-1.77485166565221
8,Centre,0.304851369020535,1.29891408811171,-0.435387714379562,-1.90168878418052
9,Centre,0.292517749563796,1.56265644115574,-0.232200629630206,-3.36268371754289
10,Centre,0.325057731847593,1.68211621945813,-0.63629445387842,-1.51602151019547
1,BFC,-0.0732997578144888,0.0073967470367599,-0.694196818286944,0.574524098377887
2,BFC,-0.0439216981639228,0.0860954648251427,-0.495856750567468,0.451713241430252
3,BFC,-0.0283189728976614,0.0920349597812101,-0.214259710041698,0.217033518468774
4,BFC,-0.0346573570527192,-0.199075064326872,-0.925834642471869,0.460862400131705
5,BFC,-0.0434539855638653,0.0187113672238573,-0.310933144262026,0.312500157199
6,BFC,-0.0673786487895601,0.100029639590815,-1.04726393543727,0.652361821509344
7,BFC,-0.0194912080201059,-0.165253165345503,-0.675677863620197,0.352824372206727
8,BFC,-0.0172098376296524,0.00397258303674899,-0.710904422055456,0.380851015435588
9,BFC,-0.0542574371592058,0.0624474472610805,-0.678106300590962,0.561531975192253
10,BFC,-0.0591074911060325,0.00148554786959773,-0.252407023311521,0.375946850911689
1,Normandie,0.0875966613555584,1.71427404197539,1.89924235735357,0.115810888578261
2,Normandie,0.118725690550173,1.49434880656227,1.94658770982373,-1.9481282574335
3,Normandie,0.118196157428707,1.59404678325472,1.985531538153,-2.75388214520855
4,Normandie,0.0287437420852351,1.828155759321,2.24837183914571,-1.9685549210984
5,Normandie,0.143618353657489,1.58067617643154,1.86452259491163,-1.09510505585536
6,Normandie,0.0645026137340255,1.43894514578701,1.9565620586731,-0.793688877454906
7,Normandie,0.0799872670621616,1.74118420592318,2.09073213646214,-4.37754717236776
8,Normandie,0.0546930290479598,1.7919920261213,2.18029978328125,-2.21709512878857
9,Normandie,0.0432791851654352,1.71867985967255,2.00844996859107,0.352670584999182
10,Normandie,0.158645443854493,1.46864349972578,1.83740221937447,-0.888408864561478
1,HDF,-0.00891617080287434,1.23994970777253,1.54493013484076,-2.34179904613193
2,HDF,0.00530872875210064,1.095567821257,1.40274735700754,-1.45701504134604
3,HDF,0.00123800301066711,1.160629700096,1.34438859803803,-0.72180742644321
4,HDF,0.0427507565296341,1.1595160659047,1.14079256815216,-0.432716965843879
5,HDF,0.0304504447763341,1.1760115432476,1.26195680591937,-1.03738257437842
6,HDF,0.0485851495425212,1.09306000017713,1.23403183747812,-1.5312814869327
7,HDF,0.0402243424886578,1.24401950639296,1.32345901791984,-1.87268258373634
