rep,id,b,Dq,E0,A0
1,IDF,1.1551108756304,1.96214455110986,364.159784119824,1619.65882076263
2,IDF,1.15856720679764,1.65589556005811,203.627456365308,1645.06009687644
3,IDF,1.17136065531552,1.74595898804914,207.11364252679,1585.49726363019
4,IDF,1.16541440095523,1.85889232450215,270.140066852777,1616.15841856756
5,IDF,1.16276321033156,1.57963325982136,385.987642245583,1518.61337018117
6,IDF,1.16525643508481,1.90746549261731,189.656691181169,1616.11047423943
7,IDF,1.16365933868579,1.82680380160526,321.536049246407,1572.14701568303
8,IDF,1.16959152451557,1.73398381697142,252.864134140453,1527.42677669841
9,IDF,1.16494320080722,1.63532923180246,246.466752899484,1576.89724643372
10,IDF,1.1629019616332,1.77078561931658,389.942121944135,1514.25644940909
1,NAquitaine,1.19572880806574,0.934362975096003,272.805947520478,539.689827186466
2,NAquitaine,1.17304801247256,1.03092733933893,283.843100292948,646.220431602738
3,NAquitaine,1.10653755440129,1.05490183484603,434.489954811497,737.417941728158
4,NAquitaine,1.14046239864226,0.756413674309225,207.626736411519,752.897179782116
5,NAquitaine,1.18844214353729,0.795103994613484,389.049470881473,557.786243540054
6,NAquitaine,1.16629730103813,0.956066366947472,209.80961153957,691.577668621862
7,NAquitaine,1.16477765388932,1.10273948698398,238.720681746722,678.452141193449
8,NAquitaine,1.2045059561058,0.550728626599153,173.118066998316,572.492055987104
9,NAquitaine,1.17973064473955,0.814353340746846,468.381806547346,506.768071826282
10,NAquitaine,1.18376712693509,0.474989691411439,339.074251372307,533.208307349718
1,AURA,1.07617490672486,1.39068932314566,773.323537533118,605.630486528123
2,AURA,1.05861207965154,1.59685625000947,679.08298951296,721.154333935361
3,AURA,1.07146291538217,1.62181925101132,375.971279556319,823.446311654558
4,AURA,1.02900070191549,1.85119561541173,639.347399614435,902.004704544544
5,AURA,1.04897761306533,1.45669443102599,576.918116199513,812.772733572339
6,AURA,1.03428017883333,1.84471911508734,725.840038383361,877.10898975608
7,AURA,1.02562154368601,1.60959116621994,710.511189570395,921.827558553811
8,AURA,1.0430762070363,1.73454252324713,358.699361060566,1003.10746538982
9,AURA,1.04661171767123,1.71442890357498,682.061865802716,773.981895695616
10,AURA,1.05582643419,1.35159288106163,1011.77744641035,576.089116495301
1,Centre,1.41758896380781,4.20243359823315,399.26020774799,74.6680742755067
2,Centre,1.33246400519624,4.32448129930259,608.415863770436,12.6929366224803
3,Centre,1.33779993817189,4.67553610241998,499.161238053038,28.4130829139425
4,Centre,1.38446404400941,4.10516544348647,319.564850919736,91.7505719749798
5,Centre,1.37721402421225,6.35972683828939,419.406152507143,62.9737823241344
6,Centre,1.41385982765431,2.60699087719774,475.91343329166,3.83013114169894
7,Centre,1.35076556661746,5.32448258575357,508.080514794178,64.1461145997674
8,Centre,1.37682853401807,3.69416134230074,407.186519405737,56.5048459372489
9,Centre,1.35995154593743,4.8090324532916,498.926327141516,13.1094254293118
10,Centre,1.40493221126236,5.41924056797336,333.073977380735,83.0957599638282
1,BFC,0.943302336626919,1.01535287949837,314.335930124168,672.188821771761
2,BFC,0.971425812839202,1.09848826978388,383.294001604612,594.504585250678
3,BFC,0.98670156469396,1.10503214975492,507.958302969543,470.14854874394
4,BFC,0.980467249744093,0.825937978567114,249.341746406927,599.968760236134
5,BFC,0.971880267200619,1.02690645056227,461.151180332919,517.244324779232
6,BFC,0.94890430116009,1.11390193628057,220.830433557455,726.600646077076
7,BFC,0.995450494040477,0.854350544484641,320.211338258581,538.528036690941
8,BFC,0.997724077779955,1.01188209038786,309.127759133997,553.834664620052
9,BFC,0.961437118375967,1.07281594604803,319.434668634597,663.512148050322
10,BFC,0.956785386179974,1.00936863087071,488.945998162534,551.125217523251
1,Normandie,1.10796830566209,5.59634391128262,4204.46119921719,424.888200229123
2,Normandie,1.14300071700388,4.49150698177822,4408.31047727796,53.9407881938004
3,Normandie,1.14239562048983,4.96238391264006,4583.37365405259,24.0981010370099
4,Normandie,1.04464285729419,6.27137249169504,5961.22283474119,52.8501349812496
5,Normandie,1.17181013270531,4.896475428538,4060.98838843212,126.584507879293
6,Normandie,1.08267403062767,4.24942897613571,4452.50052090709,171.113368411709
7,Normandie,1.09956933403014,5.74898705814237,5091.82305743697,4.75153638436494
8,Normandie,1.07210536987308,6.04862815860656,5568.93357990397,41.2198550379631
9,Normandie,1.05993809632762,5.62105477814126,4689.63035173902,538.445224335895
10,Normandie,1.18955199971977,4.37752269351788,3952.33290674721,155.649443708943
1,HDF,1.00603327810676,3.48263495181183,2950.08484023941,36.3871664101048
2,HDF,1.02044626907564,3.01441954972303,2559.08852842303,88.1464949846767
3,HDF,1.01630075552926,3.21706408779888,2414.0175495138,183.866097372512
4,HDF,1.05937814264615,3.21348344936585,1969.33586718115,245.500312859848
5,HDF,1.04642727437154,3.26693100232487,2223.00659217828,134.106279083111
6,HDF,1.06557703688798,3.006869396007,2161.7879457909,81.8373466985329
7,HDF,1.0567050928689,3.49683745579644,2364.01823331062,58.1678387801508
8,HDF,1.06260291883462,2.83155557835544,2414.72844432714,26.9072345715613
9,HDF,1.05845813437455,3.66739801763702,2258.46891258134,98.9564039540734
10,HDF,1.0497070520847,3.07284926557613,2381.5917527384,84.5172744895617
1,GrandEst,1.04749661172449,2.48227872272331,494.472825642192,1748.69913835199
2,GrandEst,1.03248127112158,2.82458100362333,735.852996565855,1740.0869868919
3,GrandEst,1.04589671968899,2.64265829729044,393.809542082003,1809.79098129812
4,GrandEst,1.03728501033019,2.74069872904813,391.664958843205,1852.47626761886
