rep,id,b1,Dq,E0,A0,betat1,eta_b1,eta_Dq,eta_E0,eta_A0,eta_betat1
1,1,-0.1532434851427,0.453981515683453,7.15423780911159,7.1623940902918,-0.312297221354965,0.0582509463391598,0.362262797253927,0.20441983770427,1.83425112694679,0
2,1,-0.162602411065029,0.545628759066429,7.12923863238476,7.24518130076582,-0.312297221354965,0.0488920204168315,0.453910040636903,0.179420660977442,1.91703833742081,0
3,1,-0.149443236602728,0.542926314666051,7.29935433867156,7.08500814445778,-0.312297221354965,0.0620511948791323,0.451207596236525,0.349536367264238,1.75686518111277,0
4,1,-0.144581088927193,0.576077018252447,7.50288113500403,6.87635300438237,-0.312297221354965,0.0669133425546672,0.484358299822921,0.553063163596716,1.54821004103736,0
5,1,-0.15249069810827,0.473478421012494,7.61386517387263,6.81193144256229,-0.312297221354965,0.0590037333735904,0.381759702582968,0.664047202465309,1.48378847921728,0
1,2,-0.0692267644151662,-0.484387155178728,5.90626509176078,4.9328775666896,-0.312297221354965,0.142267667066694,-0.576105873608254,-1.04355287964654,-0.395265396655406,0
2,2,-0.0937133813322731,-0.886895592157474,5.84047581649089,5.15075772488159,-0.312297221354965,0.117781050149587,-0.978614310587,-1.10934215491643,-0.177385238463425,0
3,2,-0.0406972927152146,-0.753644261853626,6.01299069530126,4.40869023472186,-0.312297221354965,0.170797138766645,-0.845362980283152,-0.936827276106057,-0.919452728623153,0
4,2,-0.0692194938621849,-0.729657779151433,6.0623903253012,4.68216621696431,-0.312297221354965,0.142274937619675,-0.821376497580959,-0.887427646106123,-0.645976746380699,0
5,2,-0.0894444705695135,-0.871563415004698,5.23399839947329,5.48515455914763,-0.312297221354965,0.122049960912347,-0.963282133434224,-1.71581957193403,0.157011595802623,0
1,3,-0.207129509475462,-0.399780233071587,7.54953154992521,4.53884967335355,-0.312297221354965,0.00436492200639813,-0.491498951501113,0.599713578517896,-0.789293289991464,0
2,3,-0.169560502418044,-0.424615785585254,7.44100213004266,4.07399916168911,-0.312297221354965,0.0419339290638166,-0.51633450401478,0.491184158635342,-1.2541438016559,0
3,3,-0.209961613008842,-0.399480559807062,7.58843766472305,4.38416246163816,-0.312297221354965,0.00153281847301842,-0.491199278236588,0.638619693315731,-0.943980501706847,0
4,3,-0.185901896083163,-0.588025273748427,7.52061097499765,4.03110794185175,-0.312297221354965,0.0255925353986971,-0.679743992177952,0.570793003590328,-1.29703502149326,0
5,3,-0.191000208975827,-0.244253077389456,7.44249608468469,4.94854312228119,-0.312297221354965,0.0204942225060331,-0.335971795818982,0.492678113277375,-0.379599841063819,0
1,4,-0.0660736784373681,1.71897803685944,6.86738931904665,5.90707506452071,-0.312297221354965,0.145420753044492,1.62725931842991,-0.0824286523606723,0.578932101175703,0
2,4,-0.0204029239747198,1.45493565577139,6.26946316465891,5.92174560804615,-0.312297221354965,0.19109150750714,1.36321693734187,-0.680354806748404,0.593602644701139,0
3,4,-0.0125427757827157,1.43117171251966,5.78171506797626,6.14638129846741,-0.312297221354965,0.198951655699144,1.33945299409014,-1.16810290343106,0.818238335122394,0
4,4,-0.00701538442074299,1.67255339437963,5.98050222138147,6.11730115243491,-0.312297221354965,0.204479047061117,1.58083467595011,-0.969315750025845,0.789158189089902,0
5,4,-0.0190440650409138,1.61357492944836,5.2114742626648,6.40523352633452,-0.312297221354965,0.192450366440946,1.52185621101883,-1.73834370874252,1.07709056298951,0
1,5,-0.337580595909756,-0.172572324937678,6.20438388222268,5.7916161749488,-0.312297221354965,-0.126086164427896,-0.264291043367204,-0.745434089184636,0.463473211603792,0
2,5,-0.35551176806296,-0.219278672555031,5.4179259609525,6.26188378318559,-0.312297221354965,-0.1440173365811,-0.310997390984557,-1.53189201045482,0.933740819840581,0
3,5,-0.323728432406868,-0.272309565562789,5.98198951483797,5.86062443910595,-0.312297221354965,-0.112234000925008,-0.364028283992315,-0.967828456569352,0.532481475760942,0
4,5,-0.32905478307101,-0.121075062146405,5.73696944434401,6.04941345643024,-0.312297221354965,-0.11756035158915,-0.212793780575931,-1.21284852706331,0.721270493085226,0
5,5,-0.330391831764195,-0.086601038291251,6.09645839127522,5.8346149260138,-0.312297221354965,-0.118897400282335,-0.178319756720777,-0.8533595801321,0.506471962668789,0
1,6,-0.18681388589229,1.48845657946891,8.1280522141719,5.26316100498372,-0.312297221354965,0.0246805455895703,1.39673786103939,1.17823424276459,-0.0649819583612903,0
2,6,-0.185726760881627,1.29525865746711,8.03537924189283,5.23475403268368,-0.312297221354965,0.0257676706002333,1.20353993903758,1.08556127048551,-0.0933889306613311,0
3,6,-0.139401196897867,1.18615931530266,8.0271073578115,4.45041463952719,-0.312297221354965,0.0720932345839933,1.09444059687314,1.07728938640418,-0.877728323817824,0
4,6,-0.185552342928571,1.20361745206928,8.13512284883713,4.070917270636,-0.312297221354965,0.0259420885532892,1.11189873363975,1.18530487742982,-1.25722569270901,0
5,6,-0.101345184510949,1.38075167152081,7.95385744501039,4.40158940276045,-0.312297221354965,0.110149246970912,1.28903295309129,1.00403947360307,-0.926553560584558,0
1,7,-0.264606544048593,1.0084501419019,8.02393692440222,4.06230352041129,-0.312297221354965,-0.0531121125667326,0.916731423472371,1.0741189529949,-1.26583944293372,0
2,7,-0.251101063258975,0.696031590416001,7.93986562762744,3.99537780950517,-0.312297221354965,-0.0396066317771146,0.604312871986475,0.990047656220121,-1.33276515383985,0
3,7,-0.278656292774534,0.866458172113359,8.04062970899651,4.3297173310605,-0.312297221354965,-0.0671618612926735,0.774739453683833,1.09081173758919,-0.998425632284512,0
4,7,-0.243138697294888,0.833570988392705,7.85216798816138,4.96624796179088,-0.312297221354965,-0.0316442658130279,0.741852269963179,0.902350016754065,-0.361895001554131,0
5,7,-0.252176740519885,0.937646210242607,7.94962337487893,3.83812513284424,-0.312297221354965,-0.040682309038025,0.845927491813081,0.999805403471608,-1.49001783050077,0
1,8,-0.243303873935148,0.852057284770399,6.45448193440927,7.2724497180424,-0.312297221354965,-0.031809442453288,0.760338566340873,-0.495336036998049,1.94430675469738,0
2,8,-0.240876685688282,0.779731668286945,6.2579369637652,7.31003464374631,-0.312297221354965,-0.0293822542064216,0.688012949857419,-0.691881007642119,1.9818916804013,0
3,8,-0.236453819431526,0.743810293858641,6.578454318036,7.1671035111175,-0.312297221354965,-0.0249593879496661,0.652091575429115,-0.371363653371323,1.83896054777249,0
4,8,-0.248130866246596,0.73094584683164,6.59460205523785,7.26181904937294,-0.312297221354965,-0.0366364347647364,0.639227128402114,-0.355215916169464,1.93367608602793,0
5,8,-0.248089432672387,0.862788607210327,6.69173894858886,7.24499672637716,-0.312297221354965,-0.0365950011905268,0.771069888780801,-0.258079022818462,1.91685376303215,0
1,9,-0.208422374303385,-2.80221870229952,7.34368516561877,5.01746144036122,-0.312297221354965,0.00307205717847508,-2.89393742072904,0.393867194211455,-0.310681522983794,0
2,9,-0.251712785667217,-2.63767833211254,7.35213478917296,5.72147291247977,-0.312297221354965,-0.0402183541853569,-2.72939705054206,0.402316817765645,0.393329949134754,0
3,9,-0.209070324017308,-2.88131258131038,7.49403392716343,3.08829916900011,-0.312297221354965,0.00242410746455254,-2.9730312997399,0.54421595575611,-2.2398437943449,0
