ID date B Bmin Bmax 
'Normandie' '2020-03-21' 2.112548e+00 1.404787e+00 3.176895e+00
'Normandie' '2020-03-29' 2.070193e+00 1.385913e+00 3.092329e+00
'Normandie' '2020-03-21' 1.915160e+00 1.293589e+00 2.835395e+00
'Normandie' '2020-03-21' 1.919923e+00 1.309814e+00 2.814219e+00
'Normandie' '2020-03-23' 1.640009e+00 1.132459e+00 2.375036e+00
'Normandie' '2020-03-21' 1.146171e+00 7.901101e-01 1.662690e+00
'Normandie' '2020-03-23' 9.054305e-01 6.167526e-01 1.329227e+00
'Normandie' '2020-03-21' 8.058554e-01 5.424267e-01 1.197218e+00
'Normandie' '2020-03-21' 7.242092e-01 4.824438e-01 1.087130e+00
'Normandie' '2020-03-21' 6.385476e-01 4.211513e-01 9.681629e-01
'Normandie' '2020-03-22' 5.703090e-01 3.721015e-01 8.740956e-01
'Normandie' '2020-03-25' 4.940404e-01 3.186042e-01 7.660787e-01
'Normandie' '2020-03-22' 4.054081e-01 2.576624e-01 6.378725e-01
'Normandie' '2020-03-30' 3.649591e-01 2.279755e-01 5.842519e-01
'Normandie' '2020-03-22' 3.397620e-01 2.086328e-01 5.533080e-01
'Normandie' '2020-03-22' 3.107769e-01 1.875067e-01 5.150870e-01
'Normandie' '2020-03-24' 3.085844e-01 1.829269e-01 5.205592e-01
'Normandie' '2020-03-22' 3.246655e-01 1.894191e-01 5.564786e-01
'Normandie' '2020-03-24' 3.202479e-01 1.842040e-01 5.567668e-01
'Normandie' '2020-03-22' 2.943546e-01 1.668329e-01 5.193498e-01
'Normandie' '2020-03-22' 2.855295e-01 1.592671e-01 5.118890e-01
'Normandie' '2020-03-22' 2.990962e-01 1.642551e-01 5.446317e-01
'Normandie' '2020-03-23' 3.139599e-01 1.699784e-01 5.799019e-01
'Normandie' '2020-03-26' 3.374695e-01 1.803629e-01 6.314252e-01
'Normandie' '2020-03-23' 4.163642e-01 2.204156e-01 7.865103e-01
'Normandie' '2020-03-31' 4.907595e-01 2.593570e-01 9.286231e-01
'Normandie' '2020-03-23' 4.803497e-01 2.541404e-01 9.079069e-01
'Normandie' '2020-03-23' 4.639247e-01 2.451364e-01 8.779852e-01
'Normandie' '2020-03-25' 4.783570e-01 2.521271e-01 9.075797e-01
'Normandie' '2020-03-23' 5.125864e-01 2.698444e-01 9.736899e-01
'Normandie' '2020-03-25' 5.409935e-01 2.850402e-01 1.026781e+00
'Normandie' '2020-03-23' 5.409329e-01 2.853219e-01 1.025538e+00
'Normandie' '2020-03-23' 5.122328e-01 2.697048e-01 9.728505e-01
'Normandie' '2020-03-23' 4.821953e-01 2.523859e-01 9.212572e-01
'Normandie' '2020-03-24' 4.943458e-01 2.566631e-01 9.521345e-01
'Normandie' '2020-03-27' 5.125459e-01 2.643663e-01 9.937095e-01
'Normandie' '2020-03-24' 5.411748e-01 2.775045e-01 1.055371e+00
'Normandie' '2020-04-01' 5.679800e-01 2.903628e-01 1.111028e+00
'Normandie' '2020-03-24' 5.671236e-01 2.890909e-01 1.112554e+00
'Normandie' '2020-03-24' 5.682351e-01 2.885559e-01 1.118990e+00
'Normandie' '2020-03-26' 5.662883e-01 2.863030e-01 1.120081e+00
'Normandie' '2020-03-24' 5.659062e-01 2.845869e-01 1.125315e+00
