rep,id,b,Dq,E0,A0,eta_b,eta_Dq,eta_E0,eta_A0
1,1,-1.4347895200667,0.686142271600435,5.65055636522418,7.35904806770553,0.14535780534597,0.664106770580598,-0.795716412711265,1.40760349668045
2,1,-1.42968351213392,0.594664813756977,5.90728401013064,7.28998705218596,0.150463813278751,0.57262931273714,-0.538988767804807,1.33854248116088
3,1,-1.4421409574793,0.628597871017924,6.16824988665372,7.32277478454638,0.138006367933373,0.606562369998087,-0.278022891281728,1.37133021352131
4,1,-1.42962643123552,0.546676719289554,5.82454054394338,7.28434714175418,0.150520894177156,0.524641218269717,-0.621732233992065,1.33290257072911
1,2,-1.42783776767569,-0.213371561573389,5.40922998195675,6.48070103783404,0.152309557736978,-0.235407062593226,-1.0370427959787,0.529256466808964
2,2,-1.40587217637129,-0.373486143239473,6.45245351544554,5.71818891207106,0.174275149041379,-0.39552164425931,0.00618073751009618,-0.233255658954008
3,2,-1.41253191515167,-0.500582917102028,6.06156455883405,6.0872930982047,0.167615410261007,-0.522618418121865,-0.384708219101401,0.135848527179625
4,2,-1.39690371362135,-0.107837451004487,5.59544378886044,6.22030714264495,0.183243611791322,-0.129872952024324,-0.850828989075005,0.268862571619874
1,3,-1.55646534136508,0.4197321384708,6.39942004764691,6.74021082482778,0.0236819840475895,0.397696637450963,-0.0468527302885366,0.788766253802708
2,3,-1.53402787111387,0.383304436364915,7.04541106863182,6.09566213814611,0.0461194542987995,0.361268935345078,0.599138290696374,0.144217567121043
3,3,-1.55448685777312,0.63532707930661,6.37701877865286,6.76927890789502,0.0256604676395493,0.613291578286773,-0.0692539992825898,0.81783433686995
4,3,-1.55536721257946,0.487083135052032,6.63670770570426,6.61346544921354,0.0247801128332164,0.465047634032195,0.190434927768814,0.662020878188469
1,4,-1.27145563292788,1.0174440903649,6.21380911062823,3.34847240017719,0.308691692484794,0.995408589345064,-0.232463667307214,-2.60297217084788
2,4,-1.26069645248284,1.59974161514053,6.18429681658308,3.34347033124605,0.319450872929833,1.57770611412069,-0.261975961352365,-2.60797423977902
3,4,-1.24582261228638,1.49513463805045,6.07396018112447,3.14779087135605,0.33432471312629,1.47309913703061,-0.372312596810975,-2.80365369966902
4,4,-1.29340358357423,1.16575769276207,6.121031050919,4.26322518173486,0.286743741838444,1.14372219174223,-0.325241727016443,-1.68821938929022
1,5,-1.61617979166549,0.0160181291179157,6.06928885610278,6.28978883518052,-0.0360324662528164,-0.00601737190192127,-0.376983921832667,0.338344264155447
2,5,-1.62704894777012,-0.261468529797695,6.24014861381795,6.28275532848891,-0.0469016223574439,-0.283504030817532,-0.206124164117496,0.331310757463841
3,5,-1.59218989449019,-0.0878904574601225,5.9864542766924,6.25041915712872,-0.0120425690775163,-0.109925958479959,-0.459818501243046,0.298974586103643
4,5,-1.62958570965973,-0.294956931180146,6.19535416231467,6.20086349523228,-0.0494383842470536,-0.316992432199983,-0.250918615620774,0.249418924207212
1,6,-1.48218658444706,1.90889936345961,8.09306849901379,6.90189353034787,0.0979607409656167,1.88686386243977,1.64679572107834,0.950448959322802
2,6,-1.39810022905185,1.34603542351057,8.25515004550769,4.67538043925731,0.18204709636082,1.32399992249073,1.80887726757224,-1.27606413176776
3,6,-1.54374130486345,1.47043693419019,8.44015216461045,6.05010055327678,0.036406020549222,1.44840143317035,1.993879386675,0.0986559822517101
4,6,-1.53808423988784,1.89489212772782,8.40770701098044,6.16460608575412,0.0420630855248347,1.87285662670798,1.96143423304499,0.21316151472905
1,7,-1.54860774466505,1.2483591554074,7.88273306598244,1.97924678609504,0.0315395807476235,1.22632365438756,1.43646028804699,-3.97219778493004
2,7,-1.53327722086315,1.24257918666307,7.79170793769178,3.2247843699328,0.0468701045495223,1.22054368564324,1.34543515975633,-2.72666020109227
3,7,-1.54447729407679,1.18595337109246,7.77414989247484,3.62183468280764,0.0356700313358804,1.16391787007263,1.3278771145394,-2.32960988821743
4,7,-1.52300665063906,1.03685412480402,7.70385815984671,3.80274240347961,0.057140674773615,1.01481862378419,1.25758538191127,-2.14870216754546
1,8,-1.5264795721314,0.986673553731507,6.13060943841614,7.46030791076836,0.0536677532812733,0.96463805271167,-0.315663339519308,1.50886333974329
2,8,-1.53272082831787,0.902162108912437,6.15229057487746,7.44722940725381,0.0474264970948022,0.8801266078926,-0.293982203057991,1.49578483622874
3,8,-1.53650875511971,1.00352692003387,5.81311221650958,7.51693912122906,0.0436385702929651,0.981491419014031,-0.633160561425864,1.56549455020399
4,8,-1.51677397992169,0.99537589784437,5.48019913116982,7.45111267278399,0.0633733454909846,0.973340396824533,-0.966073646765626,1.49966810175891
1,9,-1.65587907042687,-2.52944583263297,7.36443186271227,7.32983765679408,-0.0757317450141954,-2.55148133365281,0.91815908477682,1.378393085769
2,9,-1.67423379843215,-2.61583586118353,8.30861373072642,4.87097500663299,-0.0940864730194806,-2.63787136220337,1.86234095279098,-1.08046956439208
3,9,-1.68995701699403,-1.2800470274,7.28619077721253,7.44099111646515,-0.109809691581353,-1.30208252841984,0.839917999277079,1.48954654544008
4,9,-1.72790017996606,-3.34600982994314,6.42335441529603,7.89177801605552,-0.147752854553387,-3.36804533096297,-0.0229183626394169,1.94033344503045
1,10,-1.66641006903177,1.18496228354945,7.27713559648752,4.04905138663992,-0.0862627436191004,1.16292678252961,0.830862818552075,-1.90239318438515
2,10,-1.6959013515724,1.37630162340402,6.60747477841886,6.27416494542252,-0.115754026159726,1.35426612238419,0.161202000483414,0.322720374397445
3,10,-1.61909123115489,0.814905953243447,6.98888252223148,4.3461290955897,-0.0389439057422183,0.79287045222361,0.54260974429603,-1.60531547543537
4,10,-1.63125294330375,1.46778848205211,7.05392737747879,4.34200497967455,-0.0511056178910769,1.44575298103227,0.607654599543344,-1.60943959135052
1,11,-1.49665128958901,-0.714496888326242,5.74722840517302,6.39702354385142,0.0834960358236596,-0.736532389346079,-0.69904437276243,0.445578972826343
2,11,-1.50051263237775,-0.691121004528645,6.08799329510447,6.33152761601924,0.0796346930349234,-0.713156505548482,-0.358279482830978,0.380083044994168
3,11,-1.50227985314274,-0.527405544062826,6.76122608990199,5.88570259344894,0.0778674722699293,-0.549441045082663,0.314953311966539,-0.065741977576133
4,11,-1.53587602297268,-0.683943432946269,6.42781228694348,6.35377762281818,0.0442713024399919,-0.705978933966106,-0.0184604909919708,0.402333051793113
1,12,-1.49025303544745,-0.241611141449053,5.73894921878072,6.63266623159057,0.0898942899652226,-0.26364664246889,-0.707323559154724,0.681221660565495
2,12,-1.48655236022612,-0.290837062685498,4.24175434948826,6.74759810390536,0.0935949651865526,-0.312872563705335,-2.20451842844719,0.79615353288029
3,12,-1.471212279188,-0.432619194310698,3.84491740172489,6.71899203209821,0.108935046224671,-0.454654695330535,-2.60135537621056,0.767547461073135
4,12,-1.51418918026733,-0.228615732209187,5.11439094162429,6.8072480133883,0.0659581451453377,-0.250651233229024,-1.33188183631115,0.85580344236323
1,13,-2.34906201949175,-2.34162161397286,6.33828334654071,5.87701694070348,-0.768914694079082,-2.36365711499269,-0.107989431394738,-0.0744276303215878
2,13,-2.25379629526347,-2.62432354349687,6.57212112075285,4.6323911438249,-0.673648969850796,-2.64635904451671,0.125848342817398,-1.31905342720017
3,13,-2.39601902537603,-3.74449800131864,6.56787822575692,5.52692511179039,-0.815871699963357,-3.76653350233847,0.121605447821469,-0.424519459234687
4,13,-2.36557005496199,-4.5314121560716,6.18902541247235,5.99057909354672,-0.78542272954932,-4.55344765709144,-0.257247365463095,0.0391345225216435
