b1_pop,1,-0.0081066,0.0087085,-0.062164,-0.1606,0.018974,0.0011069,-0.023134,0.040931
Dq_pop,-0.0081066,1,-0.0033154,0.013698,-0.019932,-0.0057886,-0.081256,0.0098683,-0.010789
E0_pop,0.0087085,-0.0033154,1,-0.14081,-0.023779,0.0054426,0.00082878,-0.079547,0.092343
A0_pop,-0.062164,0.013698,-0.14081,1,0.046535,-0.071345,0.015423,0.022195,-0.53178
beta_pop,-0.1606,-0.019932,-0.023779,0.046535,1,-0.010126,0.013001,0.038019,0.010137
omega_b1,0.018974,-0.0057886,0.0054426,-0.071345,-0.010126,1,-0.016121,0.0095863,0.10864
omega_Dq,0.0011069,-0.081256,0.00082878,0.015423,0.013001,-0.016121,1,-0.019197,-0.02234
omega_E0,-0.023134,0.0098683,-0.079547,0.022195,0.038019,0.0095863,-0.019197,1,0.0032664
omega_A0,0.040931,-0.010789,0.092343,-0.53178,0.010137,0.10864,-0.02234,0.0032664,1
