rep,id,b1,b2,Dq,E0,A0,eta_b1,eta_b2,eta_Dq,eta_E0,eta_A0
1,5,-0.361735863976017,-0.579467425391572,-0.033439515019576,6.73364691709587,5.33127787016507,-0.0590042086389818,-0.0186611154239317,-0.145302943084126,0.174167173138469,-0.157257287740634
2,5,-0.372356492601009,-0.56480894627412,0.00929913661142924,5.44488754534042,6.35244582669274,-0.0696248372639738,-0.00400263630647968,-0.102564291453121,-1.11459219861698,0.863910668787038
3,5,-0.408735931570337,-0.553426243763025,0.000499132938017482,5.73223646094905,6.40822074808114,-0.106004276233302,0.00738006620461595,-0.111364295126533,-0.827243283008352,0.919685590175444
4,5,-0.392430951289128,-0.544301306185426,0.0557392296528969,6.12031852811308,6.16473199532113,-0.0896992959520929,0.0165050037822149,-0.0561241984116532,-0.439161215844313,0.676196837415429
1,6,-0.288040913508482,-0.264342774773591,1.75153495188801,8.14610329515864,6.36866748862634,0.0146907418285535,0.296463535194049,1.63967152382346,1.58662355120124,0.880132330720642
2,6,-0.364198136870884,-0.220959438087635,1.30221118543209,8.45800890954207,4.27558401526446,-0.0614664815338487,0.339846871880006,1.19034775736754,1.89852916558467,-1.21295114264124
3,6,-0.33762417217011,-0.267338673029673,1.53182997986633,8.48096990432717,4.12548069078457,-0.0348925168330748,0.293467636937968,1.41996655180178,1.92149016036978,-1.36305446712113
4,6,-0.365741172599108,-0.251664746471242,1.69213169857428,8.17243149338608,6.68890456170932,-0.0630095172620724,0.309141563496398,1.58026827050973,1.61295174942868,1.20036940380362
1,7,-0.588078737650334,-0.0929046999931956,0.908322621401536,8.17495521207265,5.46907686085173,-0.285347082313299,0.467901609974445,0.796459193336986,1.61547546811525,-0.0194582970539754
2,7,-0.598867850213619,-0.113276103380247,1.13625618657515,8.28636797939425,4.45891372514898,-0.296136194876583,0.447530206587393,1.0243927585106,1.72688823543685,-1.02962143275672
3,7,-0.599357049192397,-0.0699465192251614,0.9130171421233,8.14078488931196,5.51190853044764,-0.296625393855362,0.490859790742479,0.80115371405875,1.58130514535456,0.0233733725419345
4,7,-0.601757043828669,-0.12022499024609,1.06318535484981,8.11876813600914,6.22315414130773,-0.299025388491634,0.440581319721551,0.951321926785257,1.55928839205174,0.734618983402033
1,8,-0.213290312098718,-0.594136916307685,1.05207588043566,6.26314415289418,7.01154296325328,0.0894413432383174,-0.0333306063400446,0.940212452371115,-0.296335591063215,1.52300780534758
2,8,-0.172121362016517,-0.615582022279583,1.05828351016066,6.5933751124513,6.75513498390309,0.130610293320518,-0.0547757123119424,0.946420082096113,0.0338953684939041,1.26659982599739
3,8,-0.190003796406096,-0.620537335494585,1.04607910050698,5.77887080854701,7.04386807039381,0.112727858930939,-0.0597310255269445,0.93421567244243,-0.780608935410389,1.55533291248811
4,8,-0.20654251422435,-0.596788992969521,1.04672139863947,6.12592768893488,7.01326011884974,0.0961891411126848,-0.0359826830018802,0.934857970574915,-0.433552055022522,1.52472496094404
1,9,-0.382997423514747,-0.704129165275133,-2.02826300803347,8.11768622967973,5.90557475469573,-0.0802657681777121,-0.143322855307493,-2.14012643609802,1.55820648572233,0.417039596790026
2,9,-0.298083177317535,-0.589398523104709,-1.76747536994829,7.92527439502986,3.87037669544611,0.00464847801950008,-0.0285922131370689,-1.87933879801284,1.36579465107247,-1.61815846245959
3,9,-0.407617661895721,-0.735276511128851,-1.17088073409691,7.89262967175252,6.83624559709207,-0.104886006558686,-0.17447020116121,-1.28274416216146,1.33314992779512,1.34771043918637
4,9,-0.357025306718053,-0.623842682948116,-1.68588534044437,7.91927162660106,6.43134839317651,-0.0542936513810179,-0.0630363729804758,-1.79774876850892,1.35979188264366,0.94281323527081
1,10,-0.411887062141184,-0.65079542602729,1.24873321600762,7.15824059330475,3.91944054405781,-0.109155406804149,-0.0899891160596498,1.13686978794307,0.59876084934735,-1.56909461384789
2,10,-0.477280616174043,-0.488148750767144,1.16067128798101,7.08533007606364,5.19328933054618,-0.174548960837008,0.0726575592004963,1.04880785991646,0.525850332106246,-0.295245827359522
3,10,-0.36850188574985,-0.769407464689686,1.65474966972549,7.04985294543269,4.49932109140858,-0.0657702304128152,-0.208601154722046,1.54288624166094,0.490373201475291,-0.989214066497122
4,10,-0.382839143281452,-0.728435652929964,1.57360792598706,7.10932883886987,4.0762467911346,-0.0801074879444169,-0.167629342962323,1.46174449792251,0.549849094912468,-1.4122883667711
1,11,-0.141124217895199,-0.477929538735635,-0.975415465527514,6.1616427679007,5.38628060014872,0.161607437441836,0.0828767712320052,-1.08727889359206,-0.397836976056695,-0.102254557756982
2,11,-0.223660476052743,-0.405823503511657,-0.42437922277241,6.62207003469179,5.46808616971829,0.0790711792842926,0.154982806455984,-0.53624265083696,0.0625902907343887,-0.0204489881874119
3,11,-0.230466594404736,-0.497792922627321,-0.450206453182766,5.96934800262552,6.20038857107449,0.0722650609322994,0.063013387340319,-0.562069881247316,-0.590131741331875,0.711853413168788
4,11,-0.208844198781883,-0.497378865551033,-0.661924087380006,5.56111659529273,6.19178335754467,0.0938874565551526,0.0634274444166078,-0.773787515444556,-0.998363148664673,0.703248199638967
1,12,-0.254403754262624,-0.405961317328472,-0.17666263954171,5.76425079717829,6.47693912293179,0.0483279010744109,0.154844992639168,-0.28852606760626,-0.795228946779108,0.988403965026087
2,12,-0.293788972137494,-0.425274849697352,-0.249302989448481,5.73602895505627,6.71815451235745,0.00894268319954111,0.135531460270288,-0.361166417513031,-0.823450788901124,1.22961935445175
3,12,-0.252741792776138,-0.433578414418657,-0.03845760637719,5.52604363441104,6.61390255411311,0.0499898625608975,0.127227895548984,-0.15032103444174,-1.03343610954636,1.12536739620741
4,12,-0.264686913427333,-0.34753848087053,-0.474578136643937,5.55431758539594,6.5623226955781,0.0380447419097023,0.21326782909711,-0.586441564708488,-1.00516215856145,1.0737875376724
1,13,-0.934324498031373,-1.62789072435691,-5.66855467118049,6.46020555581392,5.11533119763363,-0.631592842694337,-1.06708441438927,-5.78041809924504,-0.0992741881434833,-0.373203960272074
2,13,-0.901718528282508,-1.46471169905332,-2.73761392820709,6.61451676102121,3.85806931577635,-0.598986872945473,-0.903905389085684,-2.84947735627164,0.0550370170638113,-1.63046584212935
3,13,-0.819950531274269,-1.68270162745949,-4.05198936413275,6.2622022005913,5.04844128016471,-0.517218875937234,-1.12189531749185,-4.1638527921973,-0.297277543366095,-0.440093877740988
4,13,-0.89597729047318,-1.39120329913588,-3.7513876150797,6.59879592826814,3.22747868970028,-0.593245635136145,-0.830396989168238,-3.86325104314425,0.0393161843107377,-2.26105646820542
