rep,id,eta_initE,eta_b1,eta_betaw1,eta_betaw2,eta_betaw3,eta_betaw4,eta_Dq
8,GrandEst,1.88299994826143,0,-0.167499832664083,-0.181358225042318,-0.204015308802142,0.0803458378770919,0
9,GrandEst,1.86570597372787,0,-0.170340240608889,-0.173902328993734,-0.236860351738292,0.089438455018579,0
10,GrandEst,1.88555187722674,0,-0.164633678559051,-0.210406812360339,-0.163104868587188,0.0740765078406695,0
1,PaysLoire,-1.75452903186703,0,0.17219001705802,0.153556471654363,0.0309188026566557,-0.00943585705441884,0
2,PaysLoire,-1.59234156618645,0,0.148185873902188,0.214300195082712,-0.0669586012812881,-0.0412567188346896,0
3,PaysLoire,-1.53883579635073,0,0.103639219760687,0.332731146136277,-0.154991944405362,-0.00129985014173678,0
4,PaysLoire,-1.6401314102276,0,0.146789875174044,0.309851971264235,-0.228303322214476,0.0202902071910745,0
5,PaysLoire,-1.42181363954247,0,0.130706068820207,0.288742655308048,-0.16824397553063,0.0131019642228105,0
6,PaysLoire,-1.1832363759332,0,-0.0132619321086398,0.279086500921461,-0.0371292697948533,-0.0197875243021361,0
7,PaysLoire,-1.98913108964801,0,0.211540742719461,0.218990343708192,-0.03680586772373,0.0368487497816737,0
8,PaysLoire,-1.27914934396088,0,0.0619866398005173,0.27021036928206,-0.122191245772927,-0.000596644634924834,0
9,PaysLoire,-1.28324622364549,0,0.0370362672942273,0.243847597599342,-0.0268536916146201,-0.00778010005477976,0
10,PaysLoire,-1.54625604112968,0,0.158059401317778,0.234525554847092,-0.138707130148264,-0.00493084538498096,0
1,Bretagne,-2.31374389450695,0,-0.493063308662577,-0.123346382310519,0.17217342381152,-0.108444378353379,0
2,Bretagne,-2.21637034138899,0,-0.51587748762949,-0.0728716112287622,0.128248647929404,-0.0432125869761983,0
3,Bretagne,-2.0389598401735,0,-0.580821525171757,0.0170130836523556,-0.00886721754732929,-0.0419170137737829,0
4,Bretagne,-2.09044118281102,0,-0.562466735740993,-0.0386302681517274,0.207559161393143,-0.0623435651917486,0
5,Bretagne,-2.40390308808342,0,-0.448364028483146,-0.062616237141231,0.00810507646896652,-0.0612468623873067,0
6,Bretagne,-2.07490541876654,0,-0.600569980162895,-0.0974581819280779,0.262887990611821,-0.0975291279459424,0
7,Bretagne,-1.88470328721995,0,-0.615240568518695,0.0156018036248788,0.0544942477682292,-0.0606021018754454,0
8,Bretagne,-2.01298305047313,0,-0.599397665980234,0.049690309380102,0.0114597966848283,-0.0533332596620188,0
9,Bretagne,-1.95202730574754,0,-0.715196106912982,0.0851289437190313,0.0187746042552548,-0.0135688701917061,0
10,Bretagne,-2.4082027886409,0,-0.480268160683747,-0.047641679268634,0.0933493309833276,-0.0367897105180391,0
1,NAquitaine,-0.453248548426236,0,0.260701680523752,-0.260449618994408,0.0228423975917171,-0.0491892150529535,0
2,NAquitaine,-0.494835803491111,0,0.282783835196425,-0.288201764666835,0.0328246594230299,-0.0764959561628937,0
3,NAquitaine,-0.405530720519198,0,0.266932432488164,-0.399236150220371,0.113012258780565,-0.061822719098904,0
4,NAquitaine,-0.691734092912661,0,0.300244024218847,-0.234340240379814,0.142862447799688,-0.096960462060985,0
5,NAquitaine,-0.431246668677638,0,0.20665520843292,-0.1511122038045,-0.0629779932292632,-0.0820063897856248,0
6,NAquitaine,-0.544915245738948,0,0.257792386979421,-0.220146300753415,0.067668757698096,-0.0838440842512417,0
7,NAquitaine,-0.390167949738135,0,0.221080998627107,-0.255481903134107,-0.0618027868543541,-0.0198804817276103,0
8,NAquitaine,-0.600882588984782,0,0.259221215064994,-0.191189543180015,0.10970362601408,-0.0721988922422943,0
9,NAquitaine,-0.415159514723426,0,0.167441255450002,-0.173261280554062,0.116615754718058,-0.096835853438754,0
10,NAquitaine,-0.374196552721345,0,0.203964567824318,-0.204663444327677,-0.0146749331796114,-0.106155370174618,0
1,Occitanie,-0.480139341242393,0,-0.0396699945737137,-0.0262015659862672,-0.269256971935441,-0.0258701398048808,0
2,Occitanie,-0.653559084822406,0,0.064847784743463,-0.0118468468623766,-0.375045558047962,-0.0363124710210351,0
3,Occitanie,-0.632300104697402,0,0.0183493529142297,-0.0380441499554353,-0.319974927729232,0.00351707457613303,0
4,Occitanie,-0.58635801389609,0,0.0659298623267168,-0.163753853161394,-0.200430288239688,-0.050358860726386,0
5,Occitanie,-0.695734804605614,0,0.0704720304563564,-0.129893809502729,-0.227204972571612,-0.0184717831244635,0
6,Occitanie,-0.648344820592959,0,0.0448760550383417,-0.151707571918074,-0.0909859795496846,-0.0570726415176346,0
7,Occitanie,-0.642528830768178,0,0.0464740344577461,-0.0691849498766387,-0.342470804010077,-0.0220295426511969,0
8,Occitanie,-0.775433683567275,0,0.0929397144654322,-0.0761125484449643,-0.244513629514034,-0.0370890274025158,0
9,Occitanie,-0.589554559784289,0,0.0577236325684581,-0.131495757926907,-0.233509073805147,-0.0446397349316999,0
10,Occitanie,-0.616426886123485,0,0.043743082924808,-0.0785746262711599,-0.271028492680266,-0.015797259496243,0
1,AURA,0.69907184328742,0,-0.024496615111715,0.114564509667277,-0.197597995829927,0.0398299809556499,0
2,AURA,0.724001932493398,0,-0.0386924019263263,0.110732957704447,-0.165894836012337,0.0384457529874461,0
3,AURA,0.709031114341461,0,-0.0201951077307534,0.106210885559522,-0.135611254311876,0.0417579950973267,0
4,AURA,0.721998987361792,0,-0.0504483093048168,0.122142846080495,-0.0860639312733362,0.0155747231577095,0
5,AURA,0.659849950130812,0,-0.0337468606420331,0.162994325260795,-0.208290004933913,0.0357531262560488,0
6,AURA,0.64912687132114,0,0.0194871602379067,0.109679444997699,-0.1674914407638,0.0375057511870842,0
7,AURA,0.683170602942164,0,-0.0118569986446627,0.138140411315242,-0.165165002946397,0.0228430374534959,0
8,AURA,0.6965823669714,0,-0.0364762585055698,0.156898663873463,-0.209788441022266,0.023197276065838,0
9,AURA,0.749381840547125,0,-0.0639913103083711,0.108763492707096,-0.0996828651845637,0.013562757837675,0
10,AURA,0.679175178679437,0,-0.0271894586726998,0.132427321058423,-0.164867315400635,0.0325882856516827,0
1,PACA,6.48172885459389e-5,0,-0.053276017106334,-0.0320130011796748,0.132719471585624,0.0770267682278162,0
2,PACA,-0.143917644727624,0,0.0176797424176903,-0.0654207924638555,0.196270463571773,0.056598941805424,0
3,PACA,-0.174166778919205,0,-0.000741333014359809,0.00521720633833334,0.141176984677296,0.0507794517694369,0
4,PACA,-0.0493833599814335,0,-0.0495609939893353,-0.0238423897531134,0.235819618299643,0.0424430815339811,0
5,PACA,-0.0675295446629922,0,-0.0271841566776353,-0.0278814841393273,0.185879020808413,0.0511402233152877,0
6,PACA,-0.0695100255432256,0,-0.045454177465697,-0.0659519763341745,0.2277832706221,0.0739161908354016,0
7,PACA,0.00464917964491555,0,-0.0598326890738536,0.0191303086456559,0.0459748983736319,0.0880018707922437,0
8,PACA,0.0324494395694156,0,-0.0719883746231671,-0.0161229800929958,0.171192804329006,0.06298738835188,0
9,PACA,-0.0515316543496539,0,0.00309873920781001,-0.118336567564894,0.271227838930465,0.0382388116886086,0
10,PACA,-0.0518925649965273,0,-0.0167542901157882,-0.0795216736150391,0.290161471621561,0.0220543188844435,0
