rep,id,eta_b1,eta_Dq,eta_E0,eta_A0,eta_betat1
5,AURA,0.0427346972106542,-0.533448118132852,0.515228367769115,-1.57071562519008,0
6,AURA,0.00547471740667402,-0.205998685902217,0.538831915122332,-0.179661228353273,0
7,AURA,0.0553698142635314,-0.375836157871785,0.449473895370357,-1.82146164809309,0
8,AURA,0.0414725818075693,-0.637566514004865,0.527972935661903,-2.98561131555632,0
9,AURA,0.0333861272604174,-0.435837961446598,0.547912129193717,-1.65933372595192,0
10,AURA,0.0513497575717381,-0.393994999677769,0.427405302886165,-0.857773495680979,0
1,Centre,0.278018018703207,1.44977108359861,-0.745205288591752,0.367732178678667,0
2,Centre,0.16540701500397,1.55389620918371,-1.04597444142463,1.04434537128398,0
3,Centre,0.180529378336294,1.30735806653787,-0.843099030722335,0.825255440209675,0
4,Centre,0.198663689578975,1.41723614752345,-0.53497907372407,0.69350626691179,0
5,Centre,0.220869345260568,1.54666352697699,-1.02564413094124,0.797511904475038,0
6,Centre,0.216635883233458,1.2428803884998,-1.11015383784606,0.818496072157334,0
7,Centre,0.20164488031301,1.4039664088914,-0.847331885957245,0.813867211302826,0
8,Centre,0.165748508796681,1.38055076330816,-0.544948882617522,0.709968896985275,0
9,Centre,0.200318199186375,1.3798365455724,-1.15111096164076,0.875983550739942,0
10,Centre,0.183606699134456,1.3978739004102,-1.20643399334132,0.970984054100062,0
1,BFC,-0.11789463883173,-0.384753362600335,-1.30161936750416,0.738710893075894,0
2,BFC,-0.115112083108729,-0.283164286283735,-0.865085441197599,0.449829749500395,0
3,BFC,-0.117261131189155,-0.31805841667259,-0.552006072896173,0.142374691776601,0
4,BFC,-0.131295513269592,-0.349859322188332,-1.04887275737141,0.668220127176482,0
5,BFC,-0.135369251147675,-0.263091412873255,-0.989154728411986,0.659073239152076,0
6,BFC,-0.130969475820152,-0.457759073802056,-1.34521404541166,0.797868683465831,0
7,BFC,-0.161355019693877,-0.208729027592603,-0.615428689242034,0.585599265862168,0
8,BFC,-0.10320340228727,-0.214904217442883,-0.385592435646496,-0.144948783150003,0
9,BFC,-0.0946465802295848,-0.216326361506948,-0.478526263685398,-0.237792024520615,0
10,BFC,-0.131753574017169,-0.460412708253403,-0.83892322948986,0.547960198994675,0
1,Normandie,0.0204903657947847,1.21008497985528,1.21119405118383,-2.25367675916637,0
2,Normandie,0.0797675130996963,1.15218922894671,1.16391615614907,-1.71091090555003,0
3,Normandie,0.0704482795708971,1.33010145043188,1.17450095493505,-2.54133056983391,0
4,Normandie,-0.00894896216889338,1.31415896689757,1.33683421748495,-0.694732879913205,0
5,Normandie,0.0264903159936329,1.37767305668634,1.28535764737198,-0.209334639642547,0
6,Normandie,0.0716192546075069,0.995897270746896,1.04839854835693,-0.884157500999825,0
7,Normandie,0.0155244051037575,1.44573572517936,1.16160168136047,-0.0845094396292592,0
8,Normandie,0.0900752940585112,1.2665112526282,1.00918795705017,-0.545059543158534,0
9,Normandie,0.0280801543151146,1.3072827943117,1.22742927689466,-0.859424054966502,0
10,Normandie,0.116282956526954,1.17790853936679,1.02579799311496,-0.888547186412331,0
1,HDF,-0.0380784270964389,0.682895114605062,0.970102274846987,-1.49263356697176,0
2,HDF,-0.0404546507265697,0.792674680317365,1.03847969870152,-1.29277578985741,0
3,HDF,-0.0523919837383009,0.850915625747554,1.0389345415047,-1.82479335238779,0
4,HDF,-0.0422026631053106,0.641200155658549,1.00423914784649,-1.57812907084571,0
5,HDF,-0.0475399663552889,0.708946440810947,0.889276480100327,0.331524002109821,0
6,HDF,-0.0422417120505641,0.817275227499029,0.939061835259716,-0.412342349660947,0
7,HDF,-0.04490237648502,0.733914097528616,1.02669409660489,-1.99052068357205,0
8,HDF,-0.0281014023933642,0.67574887953719,0.931058721208432,-1.65594608005657,0
9,HDF,-0.0459687641332047,0.7390546176204,0.99917288255326,-0.649876017841329,0
10,HDF,-0.0387622524896239,0.718172541657177,0.967224947039765,-1.33138564679487,0
1,GrandEst,-0.0572193056403672,0.758628316016223,-0.98252783508417,2.17210621111746,0
2,GrandEst,-0.0434581943586039,0.662020070039312,-0.313162563115358,1.95558493626599,0
3,GrandEst,-0.0343299258068436,0.655228416363446,-0.734367263278687,2.00491366821153,0
4,GrandEst,-0.0210574665635344,0.72782237721575,-0.892009569669488,1.97517079161038,0
5,GrandEst,-0.0377521238877791,0.693713885121674,-0.633946925811772,2.00508857904136,0
6,GrandEst,-0.0353039490668662,0.736773339353482,-0.0433892741492115,1.84883112098722,0
7,GrandEst,-0.037829476147438,0.720130296212865,-0.100339158894368,1.8642514292086,0
8,GrandEst,-0.0419683443181433,0.582970650175739,-0.672236163981493,2.01063363701806,0
9,GrandEst,-0.0477177369067315,0.699335308712075,-0.351058787187837,2.02260038980656,0
10,GrandEst,-0.0330805423996668,0.663995247111287,-0.259702517615579,1.888352505546,0
1,PaysLoire,-0.0556598876418767,-2.9026431947228,0.67648192511904,-1.14597750910735,0
2,PaysLoire,-0.0394291315700798,-3.14294970462831,0.259959443480635,0.523428075308938,0
3,PaysLoire,-0.0319595562060139,-2.71668840340369,0.19470144321731,0.818193830907325,0
4,PaysLoire,0.0146731430138049,-3.40441794553775,0.322429114128606,-0.0517008437403642,0
5,PaysLoire,-0.0468014926467288,-1.87072575732001,0.153612343804539,0.836430180157708,0
6,PaysLoire,0.023780479018009,-3.94872800922148,0.418373281842164,-1.57944394612026,0
7,PaysLoire,-0.0374699429967022,-3.03273951576957,0.324715620338972,0.540221990037963,0
8,PaysLoire,-0.0213922148097036,-2.86135483339816,0.560393568297301,-1.02775860722761,0
9,PaysLoire,0.0375657515338083,-5.2067898993531,0.350936843426428,-0.844520410701806,0
10,PaysLoire,-0.000380468117991533,-3.41474911338369,0.347678261896343,-0.220812339879175,0
1,Bretagne,-0.144365270131876,0.732368142240931,0.324980025972839,-1.74253234037479,0
2,Bretagne,-0.15976885514546,0.452115113406105,0.127108420023165,-0.112827242178264,0
3,Bretagne,-0.165795801757016,0.687878394609371,0.0917614053230877,0.0970981400091495,0
4,Bretagne,-0.120969277580262,0.629320159495089,0.195146144500102,-1.10978604332462,0
5,Bretagne,-0.170219613843966,0.592270788530502,0.22173181147215,-0.168636818624923,0
6,Bretagne,-0.144985373914158,0.569904409805197,0.365600264499463,-2.07914885803893,0
7,Bretagne,-0.152719367274635,0.721411229021351,0.348466220764867,-3.01223830972482,0
8,Bretagne,-0.107395888749895,0.613929400042823,0.181223860388136,-1.61731573272788,0
9,Bretagne,-0.165652614140636,0.43843033402725,0.322405346943772,-1.42488161166475,0
10,Bretagne,-0.1316130826184,0.625757105463926,0.27351939959673,-1.9221384972216,0
1,Occitanie,-0.0891106293536395,-0.133092521107223,-0.251570851499313,0.636636950851085,0
2,Occitanie,-0.082637991260345,-0.045782371528128,0.146474198869075,-0.30085964471371,0
3,Occitanie,-0.0598644810118486,-0.304897771371964,-0.675661974984732,0.767220417258775,0
4,Occitanie,-0.0683914861074017,-0.31769317171098,-0.15922101177352,0.400497472836694,0
5,Occitanie,-0.0947364852191921,-0.115560974472244,9.26113064976045e-5,0.299369185703418,0
6,Occitanie,-0.0820388418016171,-0.234096192772362,-0.243846489280995,0.621473043664893,0
7,Occitanie,-0.120618780904027,-0.0733621787672626,0.428080469244656,-1.34154073942143,0
8,Occitanie,-0.0483585774354739,-0.306541573105793,-0.282205777894931,0.257606183880322,0
9,Occitanie,-0.0646900813685049,-0.318804978436935,-0.755624536314473,0.762410671545925,0
10,Occitanie,-0.0892861735617184,-0.118790823505124,-0.649157122297375,0.9378886050889,0
1,PACA,-0.0201119947067799,-0.189966348513491,-0.518271851145981,0.200334489848655,0
2,PACA,0.00777722985237152,0.0378435452208294,-0.257151498790927,-0.480375919341832,0
3,PACA,-0.00400712068941927,-0.0815102300258344,-0.704455359783051,0.365077756137641,0
4,PACA,0.0178768082520925,-0.191509708570188,-0.200808074139182,-1.20475817625476,0
5,PACA,-0.023186031501122,-0.184439023948978,-0.359498351531463,-0.0444252951292317,0
6,PACA,0.0376239438882038,-0.194124375924916,-0.615357813225849,-0.320615419514236,0
7,PACA,-0.0256533231951497,-0.163993345514892,-0.390902843709458,0.143141656966705,0
8,PACA,-0.0206590005542935,0.0207774039913982,-0.444614070206319,0.188474904506921,0
9,PACA,-0.0107583368339007,-0.0122814983637926,-0.150648462080898,-0.7447102595768,0
10,PACA,-0.0188968107224045,-0.0810506154305459,-0.25969233551267,-0.216258406558416,0
