rep,id,b1,Dq,E0,A0,betat1
1,Normandie,0.826129229361435,3.67592094402715,3501.7286396422,21.6383283789028,-0.312297221354965
2,Normandie,0.876580340374998,3.46914424189786,3340.02685900401,37.2343624913335,-0.312297221354965
3,Normandie,0.868449230181209,4.1446575553829,3375.56813805958,16.2292049439844,-0.312297221354965
4,Normandie,0.802163045097961,4.07910534150127,3970.51937035782,102.86424235121,-0.312297221354965
5,Normandie,0.831100863459268,4.34659063233254,3771.30215035973,167.136078796048,-0.312297221354965
6,Normandie,0.869466758183991,2.96719181642377,2975.64624548919,85.1134831857953,-0.312297221354965
7,Normandie,0.822036873731363,4.6527313935362,3332.305390065,189.356886665051,-0.312297221354965
8,Normandie,0.88566266741871,3.88930302667848,2861.22727372712,119.472165575539,-0.312297221354965
9,Normandie,0.832423230357264,4.05115292214351,3559.04399944795,87.2448827016472,-0.312297221354965
10,Normandie,0.90918064520082,3.55952552966034,2909.14925306156,84.7406806118951,-0.312297221354965
1,HDF,0.779133512201246,2.16975407803241,2751.55159043313,46.3170153793473,-0.312297221354965
2,HDF,0.777284314662086,2.42151505181411,2946.27715234824,56.5636851114681,-0.312297221354965
3,HDF,0.768060774716323,2.56673418111753,2947.61755011916,33.2265618229491,-0.312297221354965
4,HDF,0.775926798881113,2.08114635496023,2847.10258488318,42.5216727282682,-0.312297221354965
5,HDF,0.771796474457658,2.2270217600459,2537.90559636191,287.053028060834,-0.312297221354965
6,HDF,0.77589650034959,2.48182442741087,2667.45418205607,136.428492608167,-0.312297221354965
7,HDF,0.773834844030341,2.28332523288504,2911.75732023446,28.1521092230373,-0.312297221354965
8,HDF,0.786945853657389,2.15430377684553,2646.19143957654,39.3382325063916,-0.312297221354965
9,HDF,0.773010075950339,2.29509293225489,2832.71488459854,107.583462911624,-0.312297221354965
10,HDF,0.778600903047508,2.24766356264647,2743.64585368138,54.4213922552831,-0.312297221354965
1,GrandEst,0.764362032807987,2.34045893087603,390.446179939624,1808.49298858627,-0.312297221354965
2,GrandEst,0.774953209848473,2.1249298466045,762.540337172328,1456.40725771037,-0.312297221354965
3,GrandEst,0.782059575927084,2.11054695609252,500.421482400859,1530.05143513474,-0.312297221354965
4,GrandEst,0.79250861863122,2.26945813430892,427.437638010838,1485.21341535603,-0.312297221354965
5,GrandEst,0.77938778744941,2.19335558894095,553.283786163668,1530.31908110735,-0.312297221354965
6,GrandEst,0.781298202567283,2.28986315418559,998.674297796539,1308.94151312148,-0.312297221354965
7,GrandEst,0.779327502374524,2.25206824646394,943.38909592769,1329.28222163539,-0.312297221354965
8,GrandEst,0.776108634410466,1.96342298041401,532.499419491309,1538.82835955274,-0.312297221354965
9,GrandEst,0.771659283967368,2.20572009028026,734.183637182026,1557.35376149394,-0.312297221354965
10,GrandEst,0.783037278820378,2.12913110706786,804.415119558618,1361.70853892132,-0.312297221354965
1,PaysLoire,0.765554922584467,0.0601493600235357,2051.44539932399,65.5075533450539,-0.312297221354965
2,PaysLoire,0.778081843487459,0.0473006620762361,1352.59116720877,347.780327852373,-0.312297221354965
3,PaysLoire,0.783915544969195,0.072441953080644,1267.14220884273,467.003519597729,-0.312297221354965
4,PaysLoire,0.821337402663053,0.0364177412133099,1439.78213435357,195.672456224658,-0.312297221354965
5,PaysLoire,0.772366636361281,0.168805681554163,1216.13164239107,475.598087466955,-0.312297221354965
6,PaysLoire,0.828851764331284,0.0211311020969003,1584.76475105666,42.4657987738559,-0.312297221354965
7,PaysLoire,0.779607746822473,0.0528117910774692,1443.07797168569,353.670239933642,-0.312297221354965
8,PaysLoire,0.792243372158932,0.0626848106568281,1826.59990035356,73.7281261106742,-0.312297221354965
9,PaysLoire,0.840356829813981,0.00600555033858916,1481.41770173145,88.5548870689462,-0.312297221354965
10,PaysLoire,0.809065905704329,0.0360434402285983,1476.59823794267,165.228708039122,-0.312297221354965
1,Bretagne,0.70057090230774,2.27979804131048,1443.45958007901,36.0753794500395,-0.312297221354965
2,Bretagne,0.689862286131485,1.72259837121821,1184.32277395627,184.069926578563,-0.312297221354965
3,Bretagne,0.685717027138685,2.18059355578865,1143.19171196123,227.066086111016,-0.312297221354965
4,Bretagne,0.717154694608204,2.05656862497937,1267.70583392158,67.9217916185646,-0.312297221354965
5,Bretagne,0.682690243762451,1.98176826037432,1301.86064152305,174.078464804389,-0.312297221354965
6,Bretagne,0.700136610308435,1.9379353004968,1503.30039878494,25.7644105943865,-0.312297221354965
7,Bretagne,0.69474264375015,2.25495484294116,1477.76219513447,10.1340866112748,-0.312297221354965
8,Bretagne,0.726955277220318,2.02515880250194,1250.1787646554,40.8876160287754,-0.312297221354965
9,Bretagne,0.685815220355171,1.69918555752626,1439.74791519212,49.5638308842537,-0.312297221354965
10,Bretagne,0.70956191954769,2.04925399879241,1371.05716015815,30.1445597108328,-0.312297221354965
1,Occitanie,0.740370116169075,0.959470410298253,810.983022535497,389.46730241334,-0.312297221354965
2,Occitanie,0.745177806420805,1.04700776354739,1207.48162772499,152.518106268824,-0.312297221354965
3,Occitanie,0.762342832930155,0.808011447436123,530.678298310372,443.795282477802,-0.312297221354965
4,Occitanie,0.75586996800532,0.797738481005808,889.44436576348,307.550849001352,-0.312297221354965
5,Occitanie,0.736216595118721,0.976439725076378,1043.05645673263,277.969709479794,-0.312297221354965
6,Occitanie,0.745624413078887,0.867293813526838,817.271605533194,383.6060087577,-0.312297221354965
7,Occitanie,0.717406099000639,1.01852605659593,1600.22326745473,53.8715346290002,-0.312297221354965
8,Occitanie,0.771164931841179,0.806684327877422,786.515314101644,266.59993054557,-0.312297221354965
9,Occitanie,0.758672932940588,0.79685204286233,489.896152560138,441.665865103664,-0.312297221354965
10,Occitanie,0.740240159890217,0.973291059768693,544.931908927379,526.384307419677,-0.312297221354965
1,PACA,0.793258267556508,0.906424418005617,621.133553160612,251.760302222331,-0.312297221354965
2,PACA,0.81569301522842,1.13832998583654,806.469817343532,127.45546940228,-0.312297221354965
3,PACA,0.806137018994418,1.01026077278481,515.616159445561,296.84814729546,-0.312297221354965
4,PACA,0.823972912139796,0.90502655774277,853.213575092439,61.7679602265935,-0.312297221354965
5,PACA,0.790823506644252,0.911448391733087,728.013520307986,197.10127209876,-0.312297221354965
6,PACA,0.840405733579339,0.902663305253008,563.665030880756,149.534561068764,-0.312297221354965
7,PACA,0.788874719476671,0.930275381910571,705.505895468354,237.765434966203,-0.312297221354965
8,PACA,0.792824469301474,1.11906791763003,668.611986243387,248.792164661724,-0.312297221354965
9,PACA,0.800712943890764,1.08267758696806,897.101947391968,97.8497074217093,-0.312297221354965
10,PACA,0.794222808227212,1.01072521010394,804.423310237849,165.982864443869,-0.312297221354965
