rep,id,b1,Dq,E0,betat1,betat2
2,HDF,1.80818606786491,1.79968959149833,1035.78756528056,-0.270276,-1.0195846566752
3,HDF,1.81561463790092,1.86121823327227,1030.0786810041,-0.270276,-1.0195846566752
4,HDF,1.85303345078664,2.07201065868715,756.864131835121,-0.270276,-1.0195846566752
5,HDF,1.83470710455041,1.7940813525838,723.10635888161,-0.270276,-1.0195846566752
6,HDF,1.80723291075248,2.00453442193845,1189.50029143321,-0.270276,-1.0195846566752
7,HDF,1.83791015192506,2.1313856430478,982.600743380204,-0.270276,-1.0195846566752
8,HDF,1.83686197891983,1.97487273534643,946.467186182449,-0.270276,-1.0195846566752
9,HDF,1.830258502138,2.04103249357077,834.329300825161,-0.270276,-1.0195846566752
10,HDF,1.8156759760236,1.93527612719639,1050.47230756564,-0.270276,-1.0195846566752
1,GrandEst,1.95025678666512,2.55768889345076,3661.11953987901,-0.270276,-1.0195846566752
2,GrandEst,1.9726736617826,2.61353096625518,3454.37674061277,-0.270276,-1.0195846566752
3,GrandEst,1.95920369288654,2.61474927578469,3636.0829311706,-0.270276,-1.0195846566752
4,GrandEst,1.97722003229707,2.56212470740924,3480.21830784078,-0.270276,-1.0195846566752
5,GrandEst,1.96872021250845,2.53480886850373,3537.51194425425,-0.270276,-1.0195846566752
6,GrandEst,1.93335973858029,2.52311837160482,3909.89684803096,-0.270276,-1.0195846566752
7,GrandEst,1.9735531087956,2.52256766109229,3494.3418559011,-0.270276,-1.0195846566752
8,GrandEst,1.96619474408804,2.43643471552927,3474.09654463701,-0.270276,-1.0195846566752
9,GrandEst,1.9761800099277,2.4454791687102,3422.39705205985,-0.270276,-1.0195846566752
10,GrandEst,1.94503956160428,2.51767395304908,3674.85223928225,-0.270276,-1.0195846566752
1,PaysLoire,2.36490950191197,0.0312479936104972,181.951571142396,-0.270276,-1.0195846566752
2,PaysLoire,2.33265075840785,0.030419180038164,329.263767847337,-0.270276,-1.0195846566752
3,PaysLoire,2.34477052181038,0.0174460998566507,235.328787698192,-0.270276,-1.0195846566752
4,PaysLoire,2.37819960005988,0.0365935538821013,203.045262700809,-0.270276,-1.0195846566752
5,PaysLoire,2.35927620153423,0.0464639788538469,244.931728456442,-0.270276,-1.0195846566752
6,PaysLoire,2.30102456661569,0.0319895564661666,380.614764965158,-0.270276,-1.0195846566752
7,PaysLoire,2.28579245581134,0.0737257896801523,458.789785602419,-0.270276,-1.0195846566752
8,PaysLoire,2.31780981875695,0.0785832692831676,399.855032099736,-0.270276,-1.0195846566752
9,PaysLoire,2.34820568943331,0.0397091246880451,207.153126295957,-0.270276,-1.0195846566752
10,PaysLoire,2.35922961683305,0.026618509391568,200.663446168678,-0.270276,-1.0195846566752
1,Bretagne,1.84227248488637,1.58921470005374,421.829761986936,-0.270276,-1.0195846566752
2,Bretagne,1.82946728368818,1.68307525919264,451.665132133412,-0.270276,-1.0195846566752
3,Bretagne,1.79225673534187,1.2449079856874,520.151281159585,-0.270276,-1.0195846566752
4,Bretagne,1.84692264453011,1.46724868846953,364.331669473659,-0.270276,-1.0195846566752
5,Bretagne,1.86640706222745,1.43753265168754,370.923065067184,-0.270276,-1.0195846566752
6,Bretagne,1.80402421679144,1.15801534505839,510.252232157671,-0.270276,-1.0195846566752
7,Bretagne,1.8653804224887,1.65592564655861,408.191189628184,-0.270276,-1.0195846566752
8,Bretagne,1.78106347475392,1.64522109657731,641.51175692022,-0.270276,-1.0195846566752
9,Bretagne,1.78070099490347,1.17138531070893,679.326374686919,-0.270276,-1.0195846566752
10,Bretagne,1.87423665840748,1.78244944086024,375.425667105393,-0.270276,-1.0195846566752
1,Occitanie,2.15541733986288,1.07851455776861,694.918902315808,-0.270276,-1.0195846566752
2,Occitanie,2.1141822637154,0.683032409520394,804.712538377574,-0.270276,-1.0195846566752
3,Occitanie,2.1497845001902,0.852162741815275,737.432728727107,-0.270276,-1.0195846566752
4,Occitanie,2.15721424565681,0.976783515791329,771.037371916755,-0.270276,-1.0195846566752
5,Occitanie,2.13383560639369,0.913975656496631,762.428622715205,-0.270276,-1.0195846566752
6,Occitanie,2.17196102110074,1.16356516578671,729.284013213428,-0.270276,-1.0195846566752
7,Occitanie,2.17856428803963,0.821626748860928,652.998892348913,-0.270276,-1.0195846566752
8,Occitanie,2.17165908564878,0.87671482284591,702.649821792937,-0.270276,-1.0195846566752
9,Occitanie,2.12911593698238,1.00262404345362,793.203804483017,-0.270276,-1.0195846566752
10,Occitanie,2.13282039540021,0.918564112037757,748.78102110934,-0.270276,-1.0195846566752
1,PACA,2.06129968293167,0.961973247581203,908.25000533966,-0.270276,-1.0195846566752
2,PACA,2.06307697979131,1.06595176828789,917.750312823551,-0.270276,-1.0195846566752
3,PACA,2.09950768373596,0.964906440614904,807.852296158934,-0.270276,-1.0195846566752
4,PACA,2.07860419204766,0.919041025554463,822.166066500291,-0.270276,-1.0195846566752
5,PACA,2.09637652178046,0.773069439574806,786.551625894599,-0.270276,-1.0195846566752
6,PACA,2.06288655108177,0.922780865665438,894.164939192919,-0.270276,-1.0195846566752
7,PACA,2.11570427303461,1.15120479247766,779.481426445136,-0.270276,-1.0195846566752
8,PACA,2.1256546579162,0.847901388040736,738.760001173014,-0.270276,-1.0195846566752
9,PACA,2.07577001605483,0.830018648906481,816.007550528091,-0.270276,-1.0195846566752
10,PACA,2.07059655943846,1.00344105556126,840.744100035509,-0.270276,-1.0195846566752
