parameter,value,se_sa,rse_sa
b1_pop,0.738797322091282,0.052447335827676,7.0990154213358
b2_pop,0.570748677918852,0.0576749567802602,10.10514067077
Dq_pop,1.11836011360956,0.465152927698105,41.5924103549082
E0_pop,705.904348043952,218.421510755595,30.9420832101172
A0_pop,241.902598090035,142.826368546233,59.0429245795343
omega_b1,0.24465743000842,0.055679463056906,22.7581328942226
omega_b2,0.352329151222104,0.0896893067474897,25.4561129660687
omega_Dq,1.45220807886728,0.357869756619633,24.6431459669864
omega_E0,1.01817033209231,0.233247175723244,22.9084631884656
omega_A0,1.20989545274235,0.582572759953597,48.1506694345481
