b1_pop,0.0008853,-7.7256e-5,0.12729,-0.45443,-8.414e-5,-2.1102e-5,-3.9725e-5,-7.7195e-5,0.0015091
Dq_pop,-7.7256e-5,0.21807,0.39657,0.41188,-0.00013337,-0.00013621,-0.0059427,0.00033459,-0.0022153
E0_pop,0.12729,0.39657,67695,-4198.3,-0.20852,-0.055857,-0.52431,-4.9267,12.6
A0_pop,-0.45443,0.41188,-4198.3,18775,0.3938,-0.12132,1.0039,0.50879,-39.536
beta_pop,-8.414e-5,-0.00013337,-0.20852,0.3938,0.00023999,-1.3921e-5,6.876e-5,0.00010555,-0.0012685
omega_b1,-2.1102e-5,-0.00013621,-0.055857,-0.12132,-1.3921e-5,0.00079708,1.6451e-5,0.00016263,0.0007043
omega_Dq,-3.9725e-5,-0.0059427,-0.52431,1.0039,6.876e-5,1.6451e-5,0.048463,-0.00047875,-0.0036995
omega_E0,-7.7195e-5,0.00033459,-4.9267,0.50879,0.00010555,0.00016263,-0.00047875,0.03909,-0.00030641
omega_A0,0.0015091,-0.0022153,12.6,-39.536,-0.0012685,0.0007043,-0.0036995,-0.00030641,0.30572
