rep,id,b,Dq,E0,A0
1,IDF,0.787865175410028,1.77645599863948,227.099407853471,1545.7964917132
2,IDF,0.787882977319489,1.74640832229978,407.183247032967,1480.59576539945
3,IDF,0.788760704976662,1.74573425653002,362.16116798127,1451.2597940648
4,IDF,0.787381802053232,1.74538256229999,169.656181177595,1579.85076749173
5,IDF,0.789635665125715,1.77026427985025,206.945142374486,1527.91804701714
6,IDF,0.785286783813873,1.6810026932781,450.781880995496,1471.15829737976
7,IDF,0.793838610028323,1.84936550512663,419.195346630885,1384.03149941812
8,IDF,0.781601709946899,1.83613187724583,209.09624659827,1611.27749692448
9,IDF,0.787604290507385,1.83740000919266,319.595350793249,1507.17158390496
10,IDF,0.791887810353699,1.7934195228331,271.498804551899,1471.64230918116
1,NAquitaine,0.809772874075594,0.731758942491397,391.013679034856,481.297774499131
2,NAquitaine,0.828321425483927,0.417149220480407,325.84360567666,433.767521370534
3,NAquitaine,0.809119654824813,0.868507225576405,128.983783792753,621.470416048258
4,NAquitaine,0.75557003625014,1.00455379386373,257.483595370442,774.124526683389
5,NAquitaine,0.768518380048044,0.551392134511016,235.447661334326,682.488211873182
6,NAquitaine,0.808555328765205,0.803913782799632,582.268159636121,367.60660211013
7,NAquitaine,0.821212496157612,0.657819271126086,228.847106785862,534.421914683067
8,NAquitaine,0.760735136781931,0.972881681528974,482.448040216465,621.046758559716
9,NAquitaine,0.838020418373698,0.786386514161214,581.685110529929,308.326510548932
10,NAquitaine,0.812664393395862,0.845936183186397,689.267618920444,293.447028360764
1,AURA,0.706966570930521,1.64346305436531,487.106082825468,832.673408292581
2,AURA,0.71255503857903,1.3514267818233,1234.91114300676,424.274634569378
3,AURA,0.685966333131771,1.75353640748737,380.70412493343,1080.82077082802
4,AURA,0.695633909632178,1.72659342395907,413.133201732518,967.634570936497
5,AURA,0.699486646560638,1.35682796688606,211.897917448066,1067.65204139044
6,AURA,0.699252429941617,1.62796469163424,381.024742707321,949.391317153703
7,AURA,0.689758468223203,1.48326419074258,316.231016715657,1098.32840880388
8,AURA,0.68032066823246,1.63410861047271,542.883191360148,1019.30427568759
9,AURA,0.670549786263472,1.7739602392174,565.965009613932,1085.68107445371
10,AURA,0.70447084563568,1.6045368990515,436.865685285693,894.231535160203
1,Centre,0.919591875615642,4.38885613843663,493.466168919438,20.0850623465763
2,Centre,0.952606357232986,4.86554447948488,314.049802362774,73.9456140726683
3,Centre,0.916756740496947,3.75958516546267,442.456493434774,54.0103403339859
4,Centre,0.904942241360946,4.03238251871493,550.86211029098,16.5833009289885
5,Centre,0.93964688839084,4.57622035500379,299.186373794211,92.4458628958486
6,Centre,0.934235017719522,5.26154227695173,385.444028966221,68.7255253080865
7,Centre,0.87607227427115,5.82183031041494,492.910784547246,93.0200931942452
8,Centre,0.923089529969337,5.87152257928703,520.837055484411,20.8625817419128
9,Centre,0.916860416111278,5.29142190845997,579.353256078647,8.42202241993873
10,Centre,0.975355742596099,3.72798157874609,361.12166497841,47.6498445367732
1,BFC,0.688996469565998,0.644933003222257,511.128863315532,332.134019181172
2,BFC,0.646561407203308,1.0178382009769,418.860166164951,563.764382362305
3,BFC,0.670924943218343,0.775061487620165,170.737214699684,607.469764313
4,BFC,0.632170871116752,0.9868168207961,355.692043859578,717.316592346882
5,BFC,0.648576174909293,0.923115520150444,390.439835132248,577.650756811135
6,BFC,0.635743946000642,0.847786335358532,418.91697434156,604.381908854846
7,BFC,0.662091540516198,0.61735442435812,157.384983764755,686.037264761536
8,BFC,0.65773006568593,0.939503795926721,254.693490549422,599.850084309174
9,BFC,0.672566721218924,0.82838406911868,190.077798328381,600.574100768763
10,BFC,0.657099745765444,0.8686487979177,446.071370650069,497.602172638328
1,Normandie,0.721040581992842,6.32058123628493,4515.52856005019,515.891813993054
2,Normandie,0.795593440311905,4.64539992496825,3981.42932302516,168.101098214624
3,Normandie,0.756996449260947,4.73766716375748,4222.02755582014,138.979147892177
4,Normandie,0.795435033108435,5.23422672244237,4301.67142978324,61.5282897991379
