rep,id,eta_b,eta_Dq,eta_E0,eta_A0
1,IDF,0.144723197115967,0.576436179552285,-0.99163038127681,1.46459670957795
2,IDF,0.144745791982324,0.559377103593019,-0.407754900432622,1.42150195441618
3,IDF,0.14585920493378,0.558991056481298,-0.52492889479388,1.4014894061673
4,IDF,0.144109485896225,0.55878957698378,-1.28324429751085,1.48638779507402
5,IDF,0.14696787479041,0.572944658037656,-1.0845644774989,1.45296345860539
6,IDF,0.141445199857243,0.521206268561026,-0.306034634600926,1.4151074513669
7,IDF,0.152276397749845,0.616658422008468,-0.37868119060759,1.35405802008217
8,IDF,0.136741507570376,0.609476930131804,-1.07422356695638,1.50608474416156
9,IDF,0.144392013414003,0.610167345806094,-0.649962556127033,1.4392921745465
10,IDF,0.149815947279072,0.585939957357825,-0.813060486718022,1.41543639774857
1,NAquitaine,0.172150025062856,-0.310488320844992,-0.448275678841259,0.297788276829764
2,NAquitaine,0.19479749317824,-0.872495466367367,-0.630600693890707,0.193810850004154
3,NAquitaine,0.171343029818182,-0.139163561783417,-1.55733153353159,0.553390433398422
4,NAquitaine,0.102868698361785,0.00635926866252795,-0.866062212183406,0.773034872304988
5,NAquitaine,0.119860698568329,-0.593493233125618,-0.955529579066985,0.647047379397638
6,NAquitaine,0.170645329614834,-0.216447438929342,-0.0500871259537586,0.0283154748270695
7,NAquitaine,0.186178121069177,-0.4170092373782,-0.983964098342736,0.402487753864725
8,NAquitaine,0.10968147009313,-0.0256769939598283,-0.238144996648891,0.552708499154587
9,NAquitaine,0.206438684878598,-0.238491047177004,-0.0510889688453971,-0.14753855488155
10,NAquitaine,0.175714443163519,-0.165495543859201,0.118611389071224,-0.197000735139248
1,AURA,0.0363796008872723,0.498621445966507,-0.228536294386894,0.845943622881255
2,AURA,0.0442533753801426,0.302976721723156,0.701736074532697,0.17168309305929
3,AURA,0.00622476854645648,0.563450365083328,-0.474995724500272,1.1067781289423
4,AURA,0.0202197491366383,0.547966160094854,-0.393248159641903,0.996156631107228
5,AURA,0.0257429230379551,0.306965410177398,-1.06091358572662,1.09451928696134
