rep,id,eta_b1,eta_b2,eta_Dq,eta_E0,eta_A0
4,GrandEst,0.0957726321841204,0.0219100610506283,0.900423574082929,-0.0733539089846934,1.54066836630691
5,GrandEst,0.102401517955715,-0.0357173052006313,0.943223969133696,-0.388343236719146,1.65257313701149
6,GrandEst,0.085528740999863,-0.0404843686795229,0.990724047112202,-0.136244527827881,1.65943439272214
7,GrandEst,0.0725031141774471,-0.0432604604465958,1.00110058420455,-0.480889652444625,1.79424597312524
8,GrandEst,0.125789907950472,-0.0413966385886509,0.91321080422512,-0.0631145714150619,1.40264429952742
9,GrandEst,0.10426069956268,-0.0622443627026727,1.01233638737822,-0.748672650099892,1.73301117290495
10,GrandEst,0.0998844193820596,-0.00858118242046947,0.950849029282915,-0.196091950088952,1.56646860006841
1,PaysLoire,-0.0262092371926391,-0.150881646792068,-2.13867338542689,1.17462071095394,1.17729808201623
2,PaysLoire,-0.1122715927529,-0.0496838294847943,-1.10390422204259,1.49031268563201,0.720385260426918
3,PaysLoire,-0.0554886357182702,-0.122173018821504,-1.68363171113169,1.40339266584112,0.407164439578916
4,PaysLoire,-0.244547631652789,0.0777412733616295,-1.89626605591461,0.932336527255534,2.33914396127194
5,PaysLoire,-0.152215620475584,-0.0356950617324231,-0.876889752671149,1.87074917605463,-0.901606745653743
6,PaysLoire,-0.0414828112471219,-0.223314059177911,-1.27307885754771,0.960518893699291,1.61270813640489
7,PaysLoire,-0.0387216505769122,-0.176826454932276,-1.76297581549696,1.34955673355413,1.02857194741221
8,PaysLoire,-0.220920044108152,0.0950066764202132,-4.06411524181267,0.957287947852685,2.12093245515372
9,PaysLoire,-0.0422666270796174,-0.261271868421763,-3.41319217078406,1.61753201727795,-1.33653082926805
10,PaysLoire,-0.0980674181702841,-0.227259064175449,-1.47344099545229,1.40095525296995,1.08006263777403
1,Bretagne,-0.0547555156668398,0.0418482871420711,1.292467594181,0.1670216204169,-0.479602680868788
2,Bretagne,-0.0848271455138901,-0.031731014774473,0.97589637881682,0.350405209126599,-0.674740168800076
3,Bretagne,-0.0362325650839789,0.128451967169125,1.22441970979993,0.239003714259601,-1.73535334599817
4,Bretagne,-0.0589232899788737,-0.0767453687363006,1.13925837906436,0.187546913440166,-0.0649695461509156
5,Bretagne,-0.0794976401530203,-0.109299672070861,1.26803984364605,0.527558669952146,-1.07991355597017
6,Bretagne,-0.0620493448483598,-0.160591506432379,1.48285133008283,0.519000744850992,-1.94839272800632
7,Bretagne,-0.143825554231844,-0.0895967317220035,1.20211543906122,0.312551426983517,0.351839465181858
8,Bretagne,-0.0491051624771708,-0.0479999312613782,1.33428294480291,0.364117268790053,-1.15576761376971
9,Bretagne,-0.0371700995924922,-0.13148394299222,1.06922935110417,0.350282878568733,-1.65377231972683
10,Bretagne,-0.12122454938246,-0.0841687699965682,1.35618207147628,0.517519691709165,-0.426033376161602
1,Occitanie,0.067728350172967,0.182339593098734,-1.43595181074512,0.104918358814661,-0.0606075647172247
2,Occitanie,0.00729496743950872,0.136200000075847,-0.787239651341689,-0.917673616263585,1.20741197506481
3,Occitanie,0.101242820766696,0.00702662539967078,-0.640988629627197,0.0304695341908628,0.137156340394916
4,Occitanie,0.0652691382435188,0.104646330331963,-0.768696309239965,-0.0521618712537722,0.446523444587112
5,Occitanie,0.189341047373007,0.0868391872281735,-0.701335648714927,-0.291850970734754,-0.313790877358193
6,Occitanie,0.0687031836090192,0.073331171966846,-0.127154165682316,-1.08672456045139,0.983171241925803
7,Occitanie,0.0971009848741763,0.114612164191116,-0.498229611180319,0.183617492683439,-0.120198282551485
8,Occitanie,0.0556084998407205,0.0937452526121381,-0.494700589923841,-0.011800863335025,0.518568682520056
9,Occitanie,0.11136132894097,0.140268259601226,-0.990460734695499,-0.219386737246174,0.218363744841582
10,Occitanie,0.0189402432581772,0.0957865954783422,-0.545117836757294,-0.427805520569071,0.970918367105824
1,PACA,-0.0155353469468344,0.217275944150835,-0.322420579200666,-0.536025942124148,1.32402788034772
2,PACA,0.0520621698527832,0.219724990714759,-0.652267058242347,-1.93970198587444,1.25840521646633
3,PACA,-0.0428390561998016,0.206797663114177,-0.254022832103754,-1.68555326137676,1.61628675466902
4,PACA,0.0268316993577248,0.215750920447001,-0.390813243619582,-1.19488524762951,1.30551100235575
5,PACA,-0.0215350170439838,0.234038018430086,-0.309404937699645,-0.650006759790012,1.32585303363936
6,PACA,0.0392557337803732,0.217273434524594,-0.424133970332654,-1.13578049585647,1.25024313146465
7,PACA,0.0376996270281819,0.154061585819972,-0.285510645466613,-2.3482123234706,1.35836433972044
8,PACA,0.058724978756758,0.221551714598191,-0.536941200114694,-0.88815847296586,1.09443411945591
9,PACA,0.0586056812464624,0.188941578296877,-0.273294779729134,-1.68085953018941,1.23028933716972
10,PACA,-0.0422001714254219,0.239334205991584,-0.209210501836333,-1.35509067022535,1.54605137845871
1,Corse,-0.591707115806717,-1.18587910111148,-3.80227380398481,-0.287116468030492,-0.0187303539933624
2,Corse,-0.447577680222105,-1.2315858551901,-3.04641069429137,0.005045294634384,-3.43420797790607
3,Corse,-0.687805067161144,-0.86549131127778,-2.85785135318663,0.0592029829641802,-0.96631690889177
4,Corse,-0.633216589276209,-0.933755894874413,-1.89444666002462,0.0345767981192969,-0.71401715301978
5,Corse,-0.683706209358829,-0.808786283567133,-3.40623997689505,0.0298071751140544,-1.63295093515194
6,Corse,-0.613330485277019,-1.16802924182909,-2.64944058131041,0.0656325639790677,-1.31711667303776
7,Corse,-0.502692155587683,-1.06452602733335,-2.65222792430632,-0.0717999352196409,-1.31109201937789
8,Corse,-0.38420356036882,-1.01597295312389,-4.25062103463802,-0.0433363085335305,-3.44005080640815
9,Corse,-0.399769967232079,-0.851493644970403,-2.39901739142594,-0.071509366654648,-3.45082192010791
10,Corse,-0.634507743237431,-1.21953495257649,-4.67709372235411,0.00120378194668076,-0.780799501128919
