rep,id,b1,b2,Dq,E0,A0
4,Centre,0.963404411661685,0.872875394039332,4.53141837187506,468.418194746345,16.5045804098816
5,Centre,0.901958670393099,0.849433657733703,3.96935837757843,426.262585592437,95.0589268603501
6,Centre,0.93380951802668,0.840792328513769,4.77356327947246,590.444398688715,6.24657981255131
7,Centre,1.13367695823414,0.825760823252364,3.32768481485628,283.790852900948,24.0967232569035
8,Centre,0.995810515855028,0.86739951923379,5.78899783476322,458.638168456043,8.24577930839647
9,Centre,0.838354752063531,0.889709008387069,5.45698859919224,577.262522043194,69.5435551552075
10,Centre,0.87857312492657,0.821828995462872,3.76663574127411,437.65344259583,90.1154078887317
1,BFC,0.708116394828457,0.545295911599896,1.0994697857237,246.202406130985,514.825705005495
2,BFC,0.704335348682883,0.602741375105654,0.88177543656321,419.605845714708,372.319848387301
3,BFC,0.719574431172669,0.59373655932803,1.03661359277345,192.798390026418,493.539969912111
4,BFC,0.694467351895941,0.565273249943316,0.875020814087397,167.316774088385,589.565940238565
5,BFC,0.713014751238344,0.496508246276266,1.08616322388078,286.518222970055,479.103990303211
6,BFC,0.686987678221061,0.592092611022169,1.02941411063382,318.090643393912,482.729920378221
7,BFC,0.738095187293226,0.556485809897577,1.18229084877373,241.529443580429,403.68196162497
8,BFC,0.664945665344475,0.603238417011066,0.834776009930249,143.106765483034,650.997379166565
9,BFC,0.687265571222063,0.547698679800596,0.985750371750021,539.76550080882,436.617776833658
10,BFC,0.718337902693677,0.539099109759031,0.950116539610161,519.190187632207,317.08749030463
1,Normandie,0.781841166526625,0.746408019475922,4.20927320049083,3714.97545134727,449.625845637095
2,Normandie,0.707399354406681,0.705494203092117,4.08597384363063,4590.32070543396,125.443870728116
3,Normandie,0.625175086030316,0.774636147872113,4.48116594120616,2835.71115599508,1616.925757404
4,Normandie,0.692105904651237,0.710085665314846,4.1305736682765,3559.31317489255,948.728206895395
5,Normandie,0.831043988783252,0.695080925536778,3.74565993821673,4001.61359283409,123.621046029136
6,Normandie,0.763837508895403,0.780936014681806,3.95212942140376,3863.99680763101,113.270409885819
7,Normandie,0.682828913343158,0.764664308963485,5.97957337435464,2359.49861114351,1662.19261410698
8,Normandie,0.734751507983825,0.719701417157473,5.62218013496457,4525.78490124992,181.356378024226
9,Normandie,0.637279676590053,0.795446143904293,5.24960355501009,5410.23192640386,31.5691928828232
10,Normandie,0.702311480831124,0.756958393422805,4.63797977270252,4333.18537252679,467.5568697623
1,HDF,0.556336191809173,0.858978734124621,2.59383694672891,2765.1077556861,809.241868003607
2,HDF,0.583667530161735,0.875383472846916,3.14911429176887,3333.20044763792,80.4526774013281
3,HDF,0.567608751049626,0.889474756172973,3.11112717975129,2757.53233368804,567.84804559653
4,HDF,0.587148627041245,0.820565329640437,2.92819252173424,3408.9832909022,135.305502570163
5,HDF,0.539112867331789,0.960648027777687,2.5395000053088,2565.09737949781,822.334141436888
6,HDF,0.57675086940432,0.879574745187775,2.8738440593421,3261.67653275099,116.573754963721
7,HDF,0.550677159350898,0.92534680085228,2.88152935131038,3024.66986378255,455.770307606344
8,HDF,0.545043665336519,0.881455187880285,2.91109439010559,4026.01304460899,12.6511787811409
9,HDF,0.557812093605864,0.881051937657096,2.58467309427364,2772.72650948108,704.437761776197
10,HDF,0.550802256898895,0.915670017617671,2.36953349094208,3686.29821156706,67.0378593893952
1,GrandEst,0.805387151313412,0.541055590494047,2.95193275488356,416.637936699136,1213.54887193383
2,GrandEst,0.778386841285299,0.578299436744629,2.95525613896312,607.242822555146,1255.48014092152
3,GrandEst,0.803482584763054,0.552452127738273,2.703797804249,346.107305766072,1264.22954931712
4,GrandEst,0.813237733129918,0.58391965692249,2.72539505633132,681.199756388696,970.902304622453
5,GrandEst,0.81864650041218,0.551221118888736,2.84457532975775,497.137308920325,1085.86330322905
6,GrandEst,0.80494953844531,0.548599666104354,2.98295334596003,639.678030436262,1093.3393070775
7,GrandEst,0.794532557285619,0.547078815075599,3.01406721995768,453.193799611025,1251.13129486294
8,GrandEst,0.838018986580961,0.548099423349709,2.76046908204338,688.2106227063,845.731373094212
9,GrandEst,0.820169928654418,0.536791083928285,3.0481236534026,346.72669601297,1176.81704887362
10,GrandEst,0.816588477683301,0.566383922256547,2.86634829232805,602.518005799944,996.277749662386
1,PaysLoire,0.719849103879301,0.491259102246825,0.130486752980222,2372.81006003513,675.096447452102
2,PaysLoire,0.660488198672881,0.54357598797275,0.367249287612994,3253.6157188021,427.495064888766
3,PaysLoire,0.699077922810161,0.505566872604162,0.205678318206302,2982.7535591314,312.536706582461
4,PaysLoire,0.578653132441096,0.617447850257962,0.166280985545815,1862.25989667736,2157.49141764987
5,PaysLoire,0.63462560641599,0.551233380094535,0.460842043123031,4759.7892746165,84.4323598032062
6,PaysLoire,0.708937973376453,0.456934145779958,0.310091135500482,1915.48933014101,1043.42684658917
7,PaysLoire,0.710898169989676,0.478677399775662,0.189989590118612,2826.42017395856,581.80156220172
8,PaysLoire,0.592488109933205,0.62820089698623,0.0190264450368558,1909.31047499384,1734.52683727158
9,PaysLoire,0.708382514285916,0.439914975231345,0.0364795900151437,3695.02100261702,54.6542322529202
10,PaysLoire,0.669936834531833,0.455135089268011,0.253789225549313,2975.49221026245,612.543598761766
1,Bretagne,0.699590618763764,0.595678817914878,4.03359247756251,866.299871504453,128.760591842067
2,Bretagne,0.678865962485056,0.553422831775632,2.93904940413815,1040.66447801342,105.934111896281
3,Bretagne,0.712669860341211,0.649566557421092,3.76824557387779,930.957116460238,36.6789909609069
4,Bretagne,0.696680950585912,0.529063239358402,3.46062150059768,884.264665856102,194.919750431841
5,Bretagne,0.682493640549681,0.51211728264818,3.93625459965993,1242.36011745081,70.6433464018475
6,Bretagne,0.69450648822296,0.486512128835626,4.87949215771481,1231.7734571521,29.6411842996168
7,Bretagne,0.639972556561041,0.522307558459779,3.68512798870242,1002.00766081131,295.715235473557
8,Bretagne,0.703554741648446,0.544492085704393,4.20583464792426,1055.0324132969,65.4829543599418
9,Bretagne,0.712002020864159,0.500881424565516,3.22656843813135,1040.5371807336,39.7967465524819
10,Bretagne,0.654601268513426,0.525150332149734,4.29895465562123,1229.95048549555,135.846301089802
1,Occitanie,0.790747894456969,0.685530459256183,0.26348416902155,814.136350691642,195.771843821
2,Occitanie,0.74437565253634,0.654618968330579,0.504065109863869,292.813498918666,695.735430049822
3,Occitanie,0.817698486350031,0.575293280581855,0.583448663567156,755.726119193968,238.582180703821
4,Occitanie,0.788805666955093,0.634285817364514,0.513499362592071,695.789817863053,325.083128086143
5,Occitanie,0.893004747012467,0.623090968996487,0.549280614580267,547.497847084727,151.982685991136
6,Occitanie,0.791519117790044,0.614730838185293,0.975344685023938,247.271009526803,555.978000315131
7,Occitanie,0.81431871746565,0.640638607285335,0.672979915612098,880.796835667656,184.446454382946
8,Occitanie,0.781221991191859,0.627408969001934,0.675359071616366,724.447022915487,349.368125197095
9,Occitanie,0.826014376417873,0.657287552750391,0.411366425120682,588.64469239172,258.765236690171
10,Occitanie,0.753094782122303,0.628691033946857,0.642153428634683,477.901182325657,549.207236842581
1,PACA,0.727573847398794,0.709903668528542,0.802333629387521,428.882744201285,781.78937599832
2,PACA,0.778456426917435,0.711644386348122,0.576905248545779,105.373113588987,732.133372497445
3,PACA,0.707977131544022,0.702503934331974,0.859131731925013,135.864251806917,1047.16756226423
4,PACA,0.759061307858387,0.708821873697637,0.749294317568042,221.92161912453,767.446281989847
5,PACA,0.723221713083103,0.721903415920182,0.812844772519277,382.681381305993,783.217564386196
6,PACA,0.768550738117489,0.709901886937903,0.724738664399028,235.433619749718,726.181958691281
7,PACA,0.767355721152628,0.666416549261843,0.832501023963856,70.0351442435852,809.099437408741
8,PACA,0.783660450786494,0.712945552218737,0.647425608866815,301.58473672772,621.41031921588
9,PACA,0.783566967622064,0.690071293969717,0.842733114378254,136.503461047504,711.835482589
10,PACA,0.708429591873593,0.725736894261712,0.898507088516502,189.070286075823,976.142775631667
1,Corse,0.408929894183332,0.174508637230265,0.0247214501358466,550.096123041125,204.144306745099
2,Corse,0.472327768357513,0.166711951752173,0.052643059315065,736.754548096238,6.70832643194326
3,Corse,0.371461707000976,0.240413901438588,0.0635669540002294,777.755714413719,79.1417520930779
4,Corse,0.392302905698825,0.224549785362288,0.166583791866259,758.836468964281,101.85399138322
5,Corse,0.372987400381034,0.254440509687815,0.0367340868284669,755.225722878656,40.6340566453002
6,Corse,0.400182368323244,0.177651558753146,0.0782966263605727,782.772468319671,55.7256648842255
7,Corse,0.447000044293924,0.197024347252831,0.0780786906793308,682.259145857414,56.0624060710887
8,Corse,0.503229983329442,0.206826522310088,0.0157891668531805,701.957732162821,6.66924511496369
9,Corse,0.495457155120491,0.243802797994808,0.100577412626591,682.457417722774,6.59779540479458
10,Corse,0.391796709107324,0.168733135330146,0.0103072896194137,733.92972542195,95.2740983097169
