rep,id,b1,b2,Dq,E0,A0
1,IDF,1.0830985544755,0.47091692584754,2.2108810614003,331.657897590546,331.33425574828
2,IDF,1.0839579797357,0.468911047151289,2.49137988041399,152.070725330842,420.269288345866
3,IDF,1.09832409263108,0.445969961847853,2.16349228330607,626.725263488707,192.556837393587
4,IDF,1.06754739905153,0.450516596467942,2.42794989258101,165.089839532858,453.373374946629
5,IDF,1.11202685259534,0.449384624979458,2.19007837082401,288.852732936827,298.012479357494
6,IDF,1.08611891457405,0.459803022010534,2.25303402442838,122.725701943458,420.269288345866
7,IDF,1.06967882012022,0.450936297106424,2.33595982893093,665.246439553372,240.614941243573
8,IDF,1.08792157591808,0.448969209972792,2.29212096633604,114.885810961855,433.296441377049
9,IDF,1.093018069918,0.423664984758377,2.50861858213402,293.482156350343,358.56921171217
10,IDF,1.07633810626753,0.446167222099833,2.39002776570457,137.864883110705,440.213100031244
1,NAquitaine,1.07073384648483,0.597591490639364,0.908094832677649,489.303948131623,110.432611220096
2,NAquitaine,0.916114327252185,0.700993660988645,0.753684644331599,911.594534081109,38.721951847273
3,NAquitaine,0.907919591826742,0.702436444386838,0.862636280169889,572.159111727489,216.457832831622
4,NAquitaine,0.911012059152129,0.650103086286694,1.00153726909025,950.233713085911,58.0370168744193
5,NAquitaine,0.89469997220633,0.63634143890464,0.912901327620033,395.308590048043,342.340391389014
6,NAquitaine,0.958633992855114,0.585623712834494,1.15039777837638,924.389776060555,59.7844241650083
7,NAquitaine,0.871995026841875,0.725805734329533,1.00364226633198,891.797548622879,144.334195914485
8,NAquitaine,0.930438001756773,0.662685363730619,1.06971502617291,910.94662792553,46.9850358509741
9,NAquitaine,0.888214149238551,0.637505376621714,1.12172504158318,616.98991151224,283.730653226137
10,NAquitaine,0.885344399399331,0.688097980805213,0.893998470122142,1030.98177024176,35.3013929803644
1,AURA,0.836261053045092,0.491907398362432,1.88098030796361,447.236232514258,408.191459489745
2,AURA,0.829554759555405,0.487494349243658,1.90693405099942,720.200586837705,312.998574050428
3,AURA,0.830984247008641,0.458852040374043,1.64802577366958,659.310780050721,348.31289810861
4,AURA,0.834238614344564,0.50263228324066,1.73677996497468,689.585098089199,286.865996575695
5,AURA,0.830692500736444,0.466804952703704,2.01522018056476,498.884591251429,425.885300855759
6,AURA,0.844301599828137,0.514038656515639,2.08947354985708,525.307837592433,342.883232108999
7,AURA,0.819324487567116,0.512927035696487,1.76764969418495,564.021470547962,401.596246217837
8,AURA,0.822800326226111,0.510741693464735,1.57559558907638,748.708118524683,299.754374064584
9,AURA,0.820577952911933,0.483211718233287,1.9322002385397,339.819233470821,539.536842172628
10,AURA,0.840025163166981,0.499661459943605,1.74455132642746,653.397892754894,304.145447476648
1,Centre,0.93948647803147,0.847188344563005,4.94821166188698,461.207785905418,56.7849743816996
2,Centre,0.860559634963623,0.959105967879764,4.25514779164376,558.042973834865,23.1694918645106
3,Centre,1.06336063039901,0.861939083739213,3.94394033684618,334.688067011403,13.7357771068867
