rep,id,eta_b,eta_Dq,eta_E0,eta_A0
1,IDF,0.154262875569329,0.510614206404833,-1.01510150124712,1.34800343076607
2,IDF,0.150376223413562,0.594224460247105,-0.866031132940985,1.38147522331116
3,IDF,0.149669289535538,0.492169317451211,-1.13176304541764,1.39036051765039
4,IDF,0.142914407101972,0.638904184285555,-1.21361050904942,1.46681749495781
5,IDF,0.144243028878912,0.631179911827381,-0.373362591922839,1.36136319851661
6,IDF,0.138315535498103,0.511472883503393,-0.85978528888765,1.41750303361317
7,IDF,0.153546580402558,0.522908117059869,-1.45985031237912,1.38634488599938
8,IDF,0.145035793037818,0.564497689605566,-0.539809204224816,1.36342894230781
9,IDF,0.156656295881076,0.546027654130393,-0.362137213507659,1.24686716220909
10,IDF,0.138415217846454,0.623648903633217,-1.15874153993976,1.44966031767402
1,NAquitaine,0.106079911510868,-0.284214868616382,0.149967302107907,0.264309580964602
2,NAquitaine,0.174476654891802,-0.0669138136634168,0.552977975313291,-1.11903184143269
3,NAquitaine,0.151390791100145,-0.136477536397135,-0.687144766293611,0.343424049369685
4,NAquitaine,0.190077777450793,0.00897620913988892,-1.89632108536848,0.398570110866261
5,NAquitaine,0.176845185357301,-0.333634363740554,-0.970824249868608,0.298096245691515
6,NAquitaine,0.190673956390647,-0.339066350855841,-0.368076896083256,0.0116401637778493
7,NAquitaine,0.0870719699091018,-0.0125224659189604,0.0196193514456049,0.451747729388686
8,NAquitaine,0.112413345134124,-0.243972755237666,-0.995938245041007,0.618145825561888
9,NAquitaine,0.182046671951462,-0.584468141257831,-0.0660308033189153,-0.0920818361445437
10,NAquitaine,0.147172472666494,-0.10019077378159,-0.152537197360906,0.206968982643104
1,AURA,0.0528700204470483,0.383255746910922,-0.270142674499562,0.706220721339457
2,AURA,0.0632924596803741,0.242673159495555,-0.0125008383955202,0.529060104327897
3,AURA,0.0566761098811296,0.358039897948276,-1.07041324339041,0.812915548010035
4,AURA,0.0393428813279083,0.670298453969981,0.323220991082969,0.534821020730577
5,AURA,0.0338217562576863,0.383154011252419,-0.680730878041023,0.932249957237554
6,AURA,0.0372455286618832,0.452317888324673,-0.725516299931313,0.880028884341863
7,AURA,0.00905723568815374,0.526507280406889,-0.786560147515589,1.06763915345856
8,AURA,0.0164424823291995,0.612112408268308,-0.225778298148453,0.906440712000002
9,AURA,0.0245152611613604,0.391341323263875,-1.27936591405821,1.04211342572473
10,AURA,0.0359853718466942,0.519808526602015,-0.0234187176017985,0.74736460234291
1,Centre,0.246867492161126,1.58387172244642,-0.0358780160078669,-2.5170974796474
2,Centre,0.327311962901166,1.11321105380458,-0.545154436953061,-2.08522433467997
3,Centre,0.310556321365393,1.38904839867603,-0.333674327434287,-1.91031449274339
4,Centre,0.352647122872878,1.27367636067886,-0.596864448305243,-1.77682259904968
5,Centre,0.33012149007577,1.40092185186833,-0.457095145555597,-1.79151565645129
6,Centre,0.286310933521644,1.42041646984888,-0.0595548644352649,-3.06405789186896
7,Centre,0.304638028390041,1.51721918799896,-0.318724746212877,-2.37672033779521
8,Centre,0.306392585233287,1.33076440670665,-0.543379900051442,-1.57727572670412
9,Centre,0.291914557600416,1.86171950018685,-0.265302559390659,-1.91329411322759
10,Centre,0.294813476893785,1.18629614065495,-0.0655865873303207,-4.55097338851737
1,BFC,-0.0173929838750847,-0.0626098770398454,-0.884438214207807,0.39373784854202
2,BFC,-0.0448367726147598,-0.0763946709602493,-0.5001830172084,0.422291646486299
3,BFC,-0.0538153269656333,-0.286329563612163,-0.332290690837487,0.380083799927231
4,BFC,-0.0394518388831685,-0.137197870663783,-1.11268493998183,0.552262049395518
5,BFC,-0.0453256680216491,-0.147591781316762,-0.672001179951235,0.477165300656591
6,BFC,-0.0205784755137313,-0.322149582549114,-0.389443843987753,0.221047472370401
7,BFC,-0.0187403447105748,0.0346425154941865,-0.402035491747313,0.299478819415601
8,BFC,-0.0471594528932091,-0.0307347504324285,-0.504598638246904,0.397283081776196
9,BFC,-0.0215449084719077,-0.0428581942516429,-0.334486783087054,0.199325513269149
10,BFC,-0.0371117899179948,0.0749333922110451,-1.09671218264331,0.546415727029457
