rep,id,b,Dq,E0,A0
1,IDF,0.240295839577064,1.70343995150079,228.416627875477,1479.48303015964
2,IDF,0.239363705847341,1.85198856401486,265.135666752634,1529.84208147343
3,IDF,0.239194551332081,1.67230818436678,203.264834557605,1543.49574725162
4,IDF,0.237584265029312,1.9366112848143,187.290758740345,1666.13535676299
5,IDF,0.237900134446717,1.92170999649989,433.941696846442,1499.38120134944
6,IDF,0.236494154060817,1.70490328455129,266.796845110342,1585.96384348745
7,IDF,0.24012377845921,1.72451114838523,146.411692560764,1537.31006489884
8,IDF,0.238088807923609,1.79774515978924,367.404556129786,1502.48174011355
9,IDF,0.240871657332413,1.76484550707206,438.840299498966,1337.17135572868
10,IDF,0.236517729528475,1.90729194215671,197.854366630184,1637.79300966014
1,NAquitaine,0.228992182422916,0.769373010742635,732.336479683459,500.573355268908
2,NAquitaine,0.245202551171958,0.956113821717811,1095.81181732918,125.51342558114
3,NAquitaine,0.239606679764535,0.891863633458884,317.071725484563,541.784662262071
4,NAquitaine,0.249057982554241,1.03149758281725,94.6278369766133,572.501114351118
5,NAquitaine,0.245784009213341,0.73227521220689,238.757532372375,517.775016441617
6,NAquitaine,0.249206509948296,0.728308286587926,436.241453220108,388.807644744985
7,NAquitaine,0.224680619177218,1.00955842784604,642.837602018533,603.76937793708
8,NAquitaine,0.230447091632671,0.800965619972295,232.836044196308,713.07770424499
9,NAquitaine,0.247065782114693,0.56982120645907,590.070472461345,350.500710956981
10,NAquitaine,0.238598071301909,0.924820815912204,541.171146300388,472.677602051929
1,AURA,0.217126031227919,1.4997392324031,481.126439447311,778.730704576256
2,AURA,0.21940084807231,1.30305129018105,622.51762397214,652.300062980167
3,AURA,0.217954006996625,1.46239484834001,216.125559881526,866.411630067048
4,AURA,0.214208713165705,1.99837421001634,870.87092054204,656.068754247138
5,AURA,0.213029298911976,1.4995866632057,319.111923908099,976.226401500118
6,AURA,0.213759912760942,1.60697477445873,305.135664088771,926.555044667943
7,AURA,0.207818518006183,1.73072912875324,287.066136626619,1117.76197046191
8,AURA,0.209358990400844,1.88541491226871,502.951870075509,951.353096210394
9,AURA,0.211055939558691,1.5119146447572,175.371549610546,1089.59135008626
10,AURA,0.213490711403649,1.71917414561957,615.758019169515,811.438966469726
