rep,id,b,Dq,E0,A0,Di
2,Occitanie,0.609708983382273,3.32571805469652,367.367568817293,1870.63827574833,37.569110415374
3,Occitanie,0.636039192813665,2.48475763941734,210.478903298043,1592.6928937365,42.7642427513111
4,Occitanie,0.62785859349771,2.50744704280477,235.505114360548,1757.85487802117,37.5469004557185
5,Occitanie,0.553048671671163,3.33306949700033,382.982838740056,2307.67801107068,38.5748072143524
6,Occitanie,0.591195011766689,2.20104560349431,234.309046989022,2033.55831175029,34.5034497064064
7,Occitanie,0.632148539902672,1.67105369024645,275.039181823921,1451.93872326323,75.2930416948459
8,Occitanie,0.599520232675468,2.75079617014806,315.397344524304,2160.5095493181,30.6659836851094
9,Occitanie,0.574601932553882,2.10006053893075,131.321645069226,2232.27250135249,35.4700716757283
10,Occitanie,0.579321172569948,2.36159979294263,399.152020884492,1894.26274696759,47.9184058016702
1,PACA,1.18345903519326,1.14335335695789,247.962338767307,1244.45046871621,5.50106667060308
2,PACA,1.62403605000023,1.15926127724095,116.89384113552,1180.13451579361,3.24148223121373
3,PACA,0.883417632627287,1.21003963835804,190.013326611879,1225.80465239976,13.1493653661662
4,PACA,0.772544129219277,1.623839375183,215.242101119076,1443.22525704201,19.7345465518818
5,PACA,1.2348401679609,1.30886978359864,203.057383058981,1203.99128942843,5.35404062719369
6,PACA,1.73855464194197,0.833143968220319,99.4329959483526,1018.7929960823,3.10178428931121
7,PACA,0.799626033185436,1.70705207964976,236.084933333364,1342.30493293353,17.1029985575597
8,PACA,0.750432202512106,1.43299164858358,318.724830532386,1478.86916826454,19.8408272472444
9,PACA,1.44288116573565,1.01301972012071,199.857131977557,1146.80571435223,4.04818009085239
10,PACA,1.80890023331977,1.03372291116203,156.554122126873,1027.16326258377,2.86626470545072
1,Corse,0.637851211467737,0.0191288196584124,751.92801006808,280.241833624173,3.28537317761347
2,Corse,0.706056733263871,0.0358384965743576,587.588400178801,725.740693541083,2.17749326563835
3,Corse,0.687271947284607,0.0428030030511313,696.101133771337,424.631987628403,2.51078937361915
4,Corse,0.384748790032955,0.133310444391872,592.333116592167,629.5921508253,4.61710416135904
5,Corse,0.839186697318388,0.00645688271091394,669.552504984356,330.394477221494,2.32263860856828
6,Corse,0.671360521914501,0.11060733445675,600.832441400546,427.144931234046,2.87896618823621
7,Corse,0.543386910599975,0.120653373716162,600.229977373158,632.070274206131,3.41849377186713
8,Corse,0.419601390409324,0.0547353758248711,798.479546444641,644.416814048741,3.62113826411961
9,Corse,0.585677398591812,0.0197450153210612,702.425382972004,250.171254317228,3.70240817636584
10,Corse,0.781077926595757,0.0235911877855909,500.446579181884,752.601514255719,2.09221568512028
