rep,id,b1,b2,Dq,E0,A0,eta_b1,eta_b2,eta_Dq,eta_E0,eta_A0
1,1,0.0711553493787988,-0.796535485335694,0.909219642538454,6.04612074807766,5.83032086479348,0.373659779068138,-0.236633544904159,0.807029824213521,-0.551088752074682,0.492763381030066
2,1,0.0848867732046982,-0.790159558110426,0.801910802091484,5.43760175343106,5.94284062841999,0.387391202894037,-0.230257617678891,0.699720983766551,-1.15960774672128,0.605283144656578
3,1,0.0954863920294265,-0.794230866347873,0.851108930541521,5.73115770280566,5.77436637108615,0.397990821718765,-0.234328925916338,0.748919112216588,-0.86605179734668,0.436808887322734
4,1,0.0709748489473726,-0.756976818231761,0.813831054268939,5.31324975400458,6.03772817232668,0.373479278636711,-0.197074877800226,0.711641235944006,-1.28395974614776,0.700170688563265
1,2,-0.0421634229030776,-0.442890404836193,-0.2633482108699,6.09130329056111,5.45323725153961,0.260341006786261,0.117011535595342,-0.365538029194833,-0.505906209591225,0.115679767776192
2,2,0.0706115007255683,-0.522796547102425,0.220899691473785,6.55053144981242,2.598395300269,0.373115930414907,0.0371053933291103,0.118709873148852,-0.0466780503399189,-2.73916218349441
3,2,-0.0525902178881258,-0.458665451697531,-0.125079840847386,6.84569321714248,3.35705399647894,0.249914211801213,0.101236488734004,-0.227269659172319,0.248483716990137,-1.98050348728447
4,2,-0.0492898640055266,-0.436421156354379,0.0105374443950967,6.6193964565615,4.62210524172233,0.253214565683812,0.123480784077156,-0.0916523739298363,0.0221869564091648,-0.715452242041084
1,3,-0.232143089961423,-0.617785308294815,0.554234425994713,6.75039165721771,5.84250743312111,0.0703613397279158,-0.0578833678632803,0.45204460766978,0.153182157065373,0.504949949357692
2,3,-0.14993044873612,-0.793847728077472,0.711583637272223,6.41147959803619,5.65280783596645,0.152573980953219,-0.233945787645936,0.60939381894729,-0.185729902116151,0.315250352203035
3,3,-0.146994626464502,-0.693056024898351,0.832271160598011,5.91081547951502,5.93862441904565,0.155509803224837,-0.133154084466816,0.730081342273078,-0.68639402063732,0.601066935282236
4,3,-0.166703465854583,-0.662251423340428,0.618975933464618,6.26841584585813,5.84510128338382,0.135800963834756,-0.102349482908893,0.516786115139685,-0.328793654294213,0.507543799620407
1,4,-0.140772519489033,-0.152754187997656,1.58989324761939,6.42796363973411,3.79473114878064,0.161731910200306,0.407147752433879,1.48770342929445,-0.169245860418226,-1.54282633498277
2,4,-0.184104896656806,-0.107366997260485,1.63033668982326,6.53783355620989,3.09797110361758,0.118399533032533,0.45253494317105,1.52814687149833,-0.0593759439424533,-2.23958638014584
3,4,0.000157907174951011,-0.172873778633454,1.44056023406176,6.04131365316429,3.10530565058796,0.30266233686429,0.387028161798081,1.33837041573682,-0.555895846988049,-2.23225183317545
4,4,-0.0672699853178248,-0.0503542978582407,1.47695660568333,6.13223413553872,2.90404972640886,0.235234444371514,0.509547642573294,1.37476678735839,-0.464975364613618,-2.43350775735455
1,5,-0.318907316448929,-0.600686398628181,-0.0519657188774471,6.39099098035491,5.58630869116433,-0.0164028867595898,-0.0407844581966456,-0.15415553720238,-0.206218519797429,0.248751207400912
2,5,-0.372535520181331,-0.681305000765005,-0.104620449099326,5.54344406720272,6.31617048223525,-0.0700310904919923,-0.12140306033347,-0.206810267424259,-1.05376543294962,0.978612998471833
3,5,-0.369659462309948,-0.557018787359401,-0.0310089645434915,5.82204730478782,6.21903187540748,-0.0671550326206087,0.00288315307213416,-0.133198782868424,-0.775162195364516,0.881474391644068
4,5,-0.411044927226007,-0.586377576174387,0.0653144115147358,5.26938026166825,6.49428123106474,-0.108540497536668,-0.0264756357428521,-0.0368754068101971,-1.32782923848409,1.15672374730133
1,6,-0.483832863646332,-0.305857509949379,1.7558707138803,8.30959174493686,6.90202668761265,-0.181328433956994,0.254044430482156,1.65368089555537,1.71238224478452,1.56446920384924
2,6,-0.357872099656619,-0.215092734530862,1.62956319311513,8.44728566760775,1.79278551376998,-0.0553676699672797,0.344809205900673,1.5273733747902,1.85007616745542,-3.54477196999343
3,6,-0.309000146629233,-0.170356561316759,1.29397654794997,8.26154958942622,4.60116981019895,-0.00649571693989398,0.389545379114776,1.19178672962504,1.66434008927388,-0.736387673564461
4,6,-0.410092680027519,-0.304473512108333,1.89191260620287,8.51087272017826,5.57409983437956,-0.107588250338181,0.255428428323202,1.78972278787794,1.91366322002592,0.236542350616149
1,7,-0.631907900498388,-0.0592653511455538,0.86035968707976,7.85550336219985,6.8997351078195,-0.329403470809049,0.500636589285981,0.758169868754827,1.25829386204751,1.56217762405609
2,7,-0.610126373514346,-0.128902042898764,1.02291499287733,8.31053314184912,3.69329540019697,-0.307621943825007,0.430999897532771,0.920725174552402,1.71332364169678,-1.64426208356645
3,7,-0.540597779884662,-0.140085359807222,0.852324852337525,7.98096530827499,5.79730833405189,-0.238093350195323,0.419816580624313,0.750135034012592,1.38375580812265,0.459750850288477
4,7,-0.637648183499619,-0.0683376990831626,0.983697875470486,8.20804134434835,5.77088013134594,-0.33514375381028,0.491564241348373,0.881508057145553,1.61083184419601,0.433322647582524
1,8,-0.20089604164369,-0.568473051247872,0.982431706192901,5.26809465017875,7.08509108161165,0.101608388045649,-0.00857111081633655,0.880241887867968,-1.32911484997359,1.74753359784824
2,8,-0.183814632950757,-0.632762545511744,1.12749940361222,5.75559906395892,7.01984453521144,0.118689796738582,-0.0728606050802094,1.02530958528728,-0.841610436193418,1.68228705144803
3,8,-0.196471831056416,-0.624207241982882,1.05305938212154,6.21997777609808,6.93522116870931,0.106032598632923,-0.0643053015513472,0.950869563796604,-0.377231724054256,1.5976636849459
4,8,-0.210213927313659,-0.587708754895449,1.07032795203209,5.57012078017183,7.13327420005268,0.0922905023756801,-0.027806814463914,0.968138133707158,-1.02708871998051,1.79571671628927
1,9,-0.489354526752014,-0.5792248927156,-1.87233082701851,7.30606984977911,7.46098944362106,-0.186850097062675,-0.0193229522840652,-1.97452064534344,0.708860349626772,2.12343195985765
2,9,-0.280665150597667,-0.675430784217501,-3.03663010447688,7.96950886756788,4.93385962514106,0.0218392790916722,-0.115528843785966,-3.13881992280182,1.37229936741555,-0.403697858622352
3,9,-0.389835687824319,-0.800924230773194,-2.23725030112706,8.30159532110558,4.94556114979773,-0.0873312581349803,-0.241022290341659,-2.33944011945199,1.70438582095324,-0.391996333965686
4,9,-0.430661838369434,-0.525798624384606,-1.9559692750517,7.91103972478617,6.46070652600712,-0.128157408680095,0.0341033160469294,-2.05815909337663,1.31383022463383,1.1231490422437
1,10,-0.317288183364913,-0.72704871368112,1.11451938429418,6.94193164720808,2.96728426611042,-0.0147837536755742,-0.167146773249585,1.01232956596925,0.344722147055743,-2.370273217653
2,10,-0.389052503055516,-0.791263338300219,1.79127078865887,7.20405559720892,4.08921552515081,-0.0865480733661772,-0.231361397868683,1.68908097033394,0.60684609705658,-1.24834195861261
3,10,-0.366430195205815,-0.568259835399027,1.30249440959225,6.87994229099488,4.09764179386842,-0.0639257655164766,-0.00835789496749206,1.20030459126731,0.282732790842541,-1.23991568989499
4,10,-0.397088336032837,-0.722244658940487,1.60267464951079,7.14062925639471,4.56086541923993,-0.0945839063434977,-0.162342718508952,1.50048483118586,0.543419756242367,-0.776692064523485
1,11,-0.212445183582464,-0.488637517897052,-0.604704809519674,7.03596699540693,3.84430802353723,0.0900592461068746,0.0712644225344832,-0.706894627844607,0.438757495254587,-1.49324946022618
2,11,-0.259325011941341,-0.518940846513323,-0.213846399258375,6.0831932296171,6.29466131201649,0.0431794177479978,0.0409610939182121,-0.316036217583308,-0.514016270535235,0.957103828253081
3,11,-0.217476529297993,-0.546140154735161,-1.02170320093686,5.82021722744248,6.12926005905751,0.0850279003913455,0.0137617856963738,-1.12389301926179,-0.776992272709863,0.791702575294092
4,11,-0.214234229693142,-0.463886133997409,-0.973019742886193,6.24025746234417,5.83152909584986,0.0882701999961971,0.096015806434126,-1.07520956121113,-0.356952037808168,0.49397161208645
1,12,-0.293692141554722,-0.393290715150122,-0.234310072771523,5.8775771345959,6.65863463315542,0.00881228813461649,0.166611225281413,-0.336499891096456,-0.719632365556436,1.32107714939201
2,12,-0.322310175671381,-0.36815368471563,-0.330378646406789,5.61070141531655,6.77152521455556,-0.0198057459820419,0.191748255715905,-0.432568464731722,-0.986508084835791,1.43396773079215
