rep,id,eta_b,eta_Dq,eta_E0,eta_A0
9,PaysLoire,0.00251858193132305,-2.86686575818496,1.07662625483827,0.962639979470948
10,PaysLoire,-0.0177293415273362,-1.27641382290212,0.97096536511026,1.29089710941809
1,Bretagne,-0.128214690697442,1.3014847337048,0.942121279583138,-0.968278345749934
2,Bretagne,-0.0718444854794997,1.30542784118859,0.762890001467902,-1.79247121792365
3,Bretagne,-0.0930951252761581,1.46429584530411,0.867948435420968,-1.75243919217193
4,Bretagne,-0.0576129758039873,1.14867480410925,0.64266570455652,-1.59175992703087
5,Bretagne,-0.0498287658494734,1.19044876375426,0.682413762916434,-0.926803280084193
6,Bretagne,-0.0300518220106022,1.15603829066022,0.427834056460169,-0.773205889549551
7,Bretagne,-0.0181937409301965,1.43231898729042,0.516270584866031,-1.52686126935878
8,Bretagne,-0.103582032173232,1.23849470234878,0.897324487382129,-1.69843510290847
9,Bretagne,-0.0861556551536651,1.06622530262295,0.768967484693076,-1.47951009868973
10,Bretagne,-0.0998194826639544,1.17409684640029,0.889146421428114,-3.85792658442463
1,Occitanie,0.0727647789895256,-0.962601697359432,0.245776102158775,0.0729358626020148
2,Occitanie,0.057786919952062,-0.57955751449443,0.285048276871124,0.180559348789942
3,Occitanie,0.0730721947473369,-0.39208081563331,-0.124656533142333,0.407838356437217
4,Occitanie,0.114176145464631,-1.03816860130259,-0.542813727373121,0.309341235484938
5,Occitanie,0.0519794112911303,-0.731880423406104,-0.214274731999574,0.648815250110976
6,Occitanie,0.0601665030676612,-0.537302931748901,-0.230276820505441,0.508727650126864
7,Occitanie,0.0591408248730746,-0.670820835424353,-0.448613798109063,0.643574772942263
8,Occitanie,0.12633627667368,-1.02952705294272,0.147082135566442,-0.119360771526076
9,Occitanie,0.0818002454548637,-0.386563541724235,-0.370785705624199,0.484664512541625
10,Occitanie,0.0894471042109667,-0.627565905951411,-0.120318308973599,0.204099407922708
1,PACA,0.0805284432510257,-0.246574607245299,-0.667519961340293,0.739805290007131
2,PACA,0.0971661426850398,-0.235446710352572,-1.78649094880921,0.845530148842191
3,PACA,0.0834361607499965,-0.215423748359387,-1.14552022617411,0.809816731384633
4,PACA,0.100790038433826,-0.223408737841313,-2.14431968111048,0.809609746827251
5,PACA,0.0885175673160002,-0.386163982347103,-1.39425761271469,0.824525605409115
6,PACA,0.118551882387427,-0.630203649062446,-1.78431270546672,0.692554782345482
7,PACA,0.0852847746081279,-0.163445917672242,-0.742859882422559,0.731103236751886
8,PACA,0.0844285843915625,-0.126151851737247,-0.95619531084514,0.770154882432502
9,PACA,0.0947107035901491,-0.200668664629174,-0.854790314992843,0.752168799030929
10,PACA,0.111192369017832,-0.417265568996988,-1.55854796028318,0.716404345717406
1,Corse,-0.798793659111585,-4.25792285505406,0.162136601626068,-0.602727549258589
2,Corse,-0.613467236429543,-3.47491237635559,0.209225275068548,-2.71292028858268
3,Corse,-0.666879084164068,-3.10894348228778,0.140037428540864,-1.70300588380195
4,Corse,-0.720032570496091,-2.53773446943289,-0.208482082713114,-0.065089321963966
5,Corse,-0.714430061638777,-3.40216169204383,0.199077087009563,-1.24412072164351
6,Corse,-0.854629397340545,-3.45603687275226,0.169428612455042,-0.489913387621838
7,Corse,-0.705582777818664,-2.7662970738515,-0.112718728648988,-0.126162263996131
8,Corse,-0.926604042525049,-3.29019491755652,0.114253428142596,0.0134309863672946
9,Corse,-0.673395178120608,-2.43785941916854,0.196822223651923,-1.48793724054435
10,Corse,-0.695899630453445,-3.18373354723423,0.186608730494832,-1.41541673687908
