rep,id,b1,Dq,E0,A0,beta,eta_b1,eta_Dq,eta_E0,eta_A0,eta_beta
3,7,-0.200901885810509,1.04449659955835,7.96243008351107,4.40909212230246,-0.369074621009392,-0.00965586767030013,0.533097798307843,1.06442222046783,-1.03595485758579,0
4,7,-0.232952100912237,1.20880750416936,7.95702903961601,5.43227228327257,-0.369074621009392,-0.0417060827720278,0.697408702918855,1.05902117657277,-0.0127746966156819,0
5,7,-0.288283335358327,1.24542720981502,8.25693805347739,5.09855180289727,-0.369074621009392,-0.0970373172181176,0.734028408564507,1.35893019043415,-0.346495176990983,0
1,8,-0.208261664006401,0.91669223384682,6.76892733600808,7.30595511335079,-0.369074621009392,-0.0170156458661918,0.405293432596312,-0.129080527035152,1.86090813346254,0
2,8,-0.231280470270619,1.06440493248758,6.642606050471,7.40879904896216,-0.369074621009392,-0.0400344521304103,0.553006131237072,-0.255401812572233,1.96375206907391,0
3,8,-0.209734101087574,1.02803825503426,6.91795289702718,7.22968778497975,-0.369074621009392,-0.0184880829473647,0.516639453783751,0.0199450339839498,1.7846408050915,0
4,8,-0.213448400495403,1.10242411438803,6.53628616681482,7.39520849188396,-0.369074621009392,-0.0222023823551942,0.591025313137521,-0.361721696228416,1.95016151199571,0
5,8,-0.222439204366061,1.02621468415344,6.10501080356608,7.46822655121202,-0.369074621009392,-0.0311931862258524,0.514815882902933,-0.792997059477154,2.02317957132377,0
1,9,-0.295966018148112,-2.11846285370133,7.84876396500416,4.86711010425553,-0.369074621009392,-0.104720000007903,-2.62986165495184,0.950756101960923,-0.577936875632726,0
2,9,-0.27390665093188,-1.18026473059743,7.54930691200875,6.06379167125227,-0.369074621009392,-0.0826606327916705,-1.69166353184794,0.651299048965519,0.618744691364018,0
3,9,-0.282938382207932,-1.52006649926262,7.99591824113871,4.35757137755183,-0.369074621009392,-0.091692364067723,-2.03146530051313,1.09791037809547,-1.08747560233642,0
4,9,-0.326860927495699,-0.865937209094764,7.4534243400036,6.72224951387234,-0.369074621009392,-0.13561490935549,-1.37733601034527,0.555416476960366,1.27720253398409,0
5,9,-0.356784460773934,-2.72860305875632,6.67132638409776,7.22804135702933,-0.369074621009392,-0.165538442633725,-3.24000186000683,-0.22668147894547,1.78299437714108,0
1,10,-0.362899126214689,1.44899366458287,7.44130780651869,3.83157104404942,-0.369074621009392,-0.17165310807448,0.93759486333236,0.543299943475455,-1.61347593583883,0
2,10,-0.37647882128737,1.33226519451309,7.49541897973882,3.88605643626222,-0.369074621009392,-0.185232803147161,0.820866393262584,0.59741111669559,-1.55899054362603,0
3,10,-0.33487913176626,1.40687337440014,7.26836393179238,5.02244396890265,-0.369074621009392,-0.143633113626051,0.895474573149634,0.370356068749145,-0.422603010985604,0
4,10,-0.294381989228484,1.25386734341747,7.11122826549712,4.44240406357417,-0.369074621009392,-0.103135971088275,0.742468542166964,0.213220402453889,-1.00264291631408,0
5,10,-0.319272694750991,1.4942127624503,7.23879353276194,4.98549289643162,-0.369074621009392,-0.128026676610782,0.982813961199793,0.340785669718711,-0.459554083456628,0
1,11,-0.1784079715026,-0.443557002248538,6.77552001727555,5.09228678434083,-0.369074621009392,0.0128380466376091,-0.954955803499046,-0.122487845767685,-0.352760195547417,0
2,11,-0.204071059907648,-0.13636167613943,5.94783226460195,6.23271774692503,-0.369074621009392,-0.0128250417674393,-0.647760477389939,-0.950175598441285,0.787670767036774,0
3,11,-0.132768615153665,-0.463541342237539,5.81560953106352,5.80378199235324,-0.369074621009392,0.0584774029865437,-0.974940143488047,-1.08239833197971,0.358735012464987,0
4,11,-0.166620157916262,-0.455235430065365,6.03985593787919,5.87021907623842,-0.369074621009392,0.0246258602239473,-0.966634231315874,-0.858151925164043,0.425172096350173,0
5,11,-0.190894946469358,-0.683467411499391,6.79698365729503,5.19962302639461,-0.369074621009392,0.00035107167085055,-1.1948662127499,-0.101024205748208,-0.245423953493643,0
1,12,-0.130011585697347,-0.29064999380037,5.35813641702382,6.08760282925048,-0.369074621009392,0.0612344324428618,-0.802048795050879,-1.53987144601942,0.642555849362231,0
2,12,-0.156044264584906,-0.131221399046305,6.46463472272693,5.68355250359543,-0.369074621009392,0.0352017535553031,-0.642620200296813,-0.4333731403163,0.238505523707177,0
3,12,-0.169007420611771,-0.0762160651623824,5.56797617306342,6.21912800907537,-0.369074621009392,0.022238597528438,-0.587614866412891,-1.33003168997981,0.77408102918712,0
4,12,-0.211358867255958,-0.2376431354285,5.41599506239955,6.44633302243057,-0.369074621009392,-0.0201128491157485,-0.749041936679009,-1.48201280064368,1.00128604254232,0
5,12,-0.113869795619852,-0.456432374355779,5.93998137517693,5.81568482201909,-0.369074621009392,0.0773762225203568,-0.967831175606287,-0.958026487866301,0.370637842130836,0
