b_pop,1,-0.003877,-0.0020161,-0.035474,-0.042801,-0.0022753,-0.00010362,0.030572
Dq_pop,-0.003877,1,0.0040537,0.0028343,-0.0071574,-0.16257,-0.0014083,0.0046563
E0_pop,-0.0020161,0.0040537,1,-0.073392,-0.0089167,-0.00037869,-0.03168,-0.004398
A0_pop,-0.035474,0.0028343,-0.073392,1,0.060753,0.0066539,-0.055445,-0.25412
omega_b,-0.042801,-0.0071574,-0.0089167,0.060753,1,0.01562,-0.0019241,-0.059003
omega_Dq,-0.0022753,-0.16257,-0.00037869,0.0066539,0.01562,1,0.0048609,-0.022155
omega_E0,-0.00010362,-0.0014083,-0.03168,-0.055445,-0.0019241,0.0048609,1,-0.0019598
omega_A0,0.030572,0.0046563,-0.004398,-0.25412,-0.059003,-0.022155,-0.0019598,1
